	ago1.1	ago1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
gene:AT1G03020	3	0	46	22	19.3412261622686	4.74671225932864	1.21844455970784	3.89571459900219	9.79096272043453e-05	0.0006392324206046	0.00080394618181	3368.0
gene:AT1G03055	14	6	45	28	24.4711449176608	2.09791711959406	0.795949181582987	2.63574254253483	0.0083953403192143	0.0313900932289073	0.0394785132677899	5881.0
gene:AT1G03090	602	550	4100	3323	2267.20964325332	2.90213476816219	0.213138044586914	13.6162212325203	3.20739016161807e-42	4.22319175232454e-40	5.311399695781309e-40	167.0
gene:AT1G03410	385	434	466	625	478.92865156133	0.599966818923442	0.217096723287749	2.76359223592805	0.0057168932175017	0.0227589330421196	0.0286233249933975	5523.0
gene:AT1G03440	250	256	812	986	594.760712959398	2.02121730369016	0.194918002446457	10.3695773521247	3.4102973729674302e-25	1.9032748460452e-23	2.39369984389376e-23	394.0
gene:AT1G03457	89	49	171	375	173.82748835371	2.15280805268469	0.425410571274586	5.06054197533126	4.18066406429675e-07	4.31995404651416e-06	5.43309514558866e-06	2128.0
gene:AT1G03520	158	168	363	282	249.802422282468	1.19815573318552	0.298885049807735	4.00875096949903	6.10407447626986e-05	0.0004177481906588	0.0005253911597922	3213.0
gene:AT1G03600	2895	3677	4539	4507	3948.32553672417	0.661165267268609	0.191233831772033	3.45736557774345	0.0005454843039724	0.0029645710232453	0.0037284647618286	4046.0
gene:AT1G03610	419	284	1322	787	737.26731127073	1.81758198028809	0.327423849259485	5.55115940515271	2.83781168390716e-08	3.54037616963262e-07	4.45264009146347e-07	1762.0
gene:AT1G03630	1265	1570	1840	2429	1789.17129851996	0.776106755530184	0.191511818456932	4.05252668886708	5.06674418551291e-05	0.0003534664907844	0.0004445457184338	3152.0
gene:AT1G03680	2950	3561	5228	5395	4351.17746466075	0.904949878712601	0.17556016994776	5.15464230287474	2.54115525132063e-07	2.72839173932077e-06	3.43142814820665e-06	2048.0
gene:AT1G03870	741	762	1469	3910	1738.67391048768	1.9922365160333	0.566387423408123	3.51744483315927	0.0004357229112204	0.0024194724986935	0.003042908361061	3960.0
gene:AT1G04040	262	312	409	827	455.628477543197	1.27167587893272	0.304220542484544	4.18011179832581	2.91365814213186e-05	0.0002138465583689	0.0002689493188272	2996.0
gene:AT1G04110	36	39	169	120	95.6634542838848	2.16383570779667	0.431622385947391	5.01326107784505	5.35152061335781e-07	5.45042087851435e-06	6.85485421780501e-06	2159.0
gene:AT1G04240	31	25	347	494	234.885050330052	4.09416922354645	0.328393385750042	12.4672706613608	1.12617603941861e-35	1.1104701762679799e-33	1.39660979238214e-33	223.0
gene:AT1G04250	322	377	463	712	471.737123714182	0.928266864710625	0.243671192775052	3.80950597458422	0.0001392447420029	0.0008733179212501	0.0010983494980296	3506.0
gene:AT1G04360	40	38	72	110	66.0117090713137	1.40457861957308	0.447339994875457	3.13984583462993	0.0016903676444212	0.0079762862946733	0.0100315702159803	4660.0
gene:AT1G04400	3717	3411	4684	4592	4136.44569925612	0.584235681091372	0.16070527543049	3.63544805561826	0.0002774979071304	0.0016206909641148	0.0020383013603435	3765.0
gene:AT1G04420	1047	1195	1740	1972	1509.06021345915	0.921772089408446	0.170822562290285	5.39607928279432	6.81128584351913e-08	8.02214056845967e-07	1.00892399572856e-06	1867.0
gene:AT1G04430	1566	1627	2421	4226	2483.03587942316	1.23069929990561	0.220968146967789	5.5695778635688	2.55357255245659e-08	3.20676795293934e-07	4.03306961383135e-07	1751.0
gene:AT1G04620	463	393	548	615	508.191665008577	0.639820762083874	0.203854607102054	3.13861320663489	0.0016974935154388	0.008006474669881	0.010069537359387	4662.0
gene:AT1G04860	866	760	881	1200	927.351295822661	0.543649245208549	0.187790616103578	2.89497556634403	0.0037918804658389	0.016093352550344	0.0202401957696923	5181.0
gene:AT1G04950	350	352	402	493	400.541916752049	0.542202096993372	0.210980721040907	2.56991299640238	0.010172405904509	0.0368138633038592	0.0462998494551014	6076.0
gene:AT1G05020	8	30	88	90	56.4468733541869	2.41938952221922	0.633630886615771	3.81829480431613	0.0001343772880457	0.0008468965855079	0.0010651200633145	3489.0
gene:AT1G05140	852	878	1067	1280	1025.178193899	0.632553898572372	0.167930573382107	3.76675840398085	0.0001653808997389	0.0010179056133694	0.001280193721303	3572.0
gene:AT1G05150	722	658	945	1164	879.814957498588	0.80427080379848	0.174997020806046	4.59591140519973	4.30861754744438e-06	3.72560720608551e-05	4.6856004040336e-05	2543.0
gene:AT1G05190	3226	3701	5884	6648	4945.81137609779	1.0497519728149	0.15745456780046	6.66701504744683	2.6105833690957898e-11	4.82387543723086e-10	6.06686412372639e-10	1190.0
gene:AT1G05230	275	258	317	437	322.945768194073	0.687252835949434	0.236613246324572	2.90454083456808	0.0036779222328739	0.0156762612868124	0.0197156308102595	5159.0
gene:AT1G05240	8	9	84	74	46.3881108903817	3.42356413438575	0.605014459082642	5.6586484554051	1.52569708942038e-08	1.9874735366863e-07	2.49959437250714e-07	1688.0
gene:AT1G05250	2	14	61	74	39.5881941197153	3.25905699008959	0.770058837463044	4.23221815209152	2.31397798360787e-05	0.0001734812883789	0.0002181829564837	2933.0
gene:AT1G05260	196	297	387	571	367.318835498974	1.13690468447583	0.290874409623295	3.90857582125637	9.28418104066541e-05	0.0006101310726335	0.0007673461646132	3346.0
gene:AT1G05385	99	146	254	315	207.973567715046	1.40347883796511	0.309955207557768	4.52800534962309	5.95430746676131e-06	5.01644700714998e-05	6.30905643652429e-05	2610.0
gene:AT1G05530	5	4	18	27	13.938079598212	2.50597679463447	0.965365509968162	2.59588391004058	0.0094347936417053	0.0346404537297477	0.0435664081084257	5989.0
gene:AT1G05540	6	4	31	38	20.6223820648006	2.98082536623076	0.835607365744468	3.5672559726362	0.0003607390569627	0.0020475712760849	0.0025751777543375	3874.0
gene:AT1G05600	101	90	129	185	127.162142746155	0.902833318942276	0.333975393400962	2.70329292750726	0.0068656211560859	0.0266023160530703	0.0334570489993933	5675.0
gene:AT1G05630	289	265	341	696	398.783424548403	1.07191062428052	0.304353091023843	3.52193112504497	0.0004284154329717	0.0023819031493337	0.0029956583562155	3955.0
gene:AT1G05660	4	4	41	53	26.7482437161985	3.74407413219594	0.804197972092975	4.65566224004738	3.22940985034825e-06	2.85072232835438e-05	3.58528018512167e-05	2491.0
gene:AT1G05680	567	486	1538	1118	962.705118925709	1.55498769805308	0.254599568420943	6.1075818301551	1.01151954528161e-09	1.54675266211387e-08	1.94531105874569e-08	1438.0
gene:AT1G05810	107	112	149	228	150.106258216116	0.964719684203833	0.322199746592886	2.99416648959318	0.0027519573300483	0.0122421180923392	0.015396597200584	4943.0
gene:AT1G05835	42	59	128	145	96.1635569580524	1.627521196138	0.391598309736594	4.15609862369615	3.23728123766696e-05	0.0002361014167	0.0002969386820155	3015.0
gene:AT1G05840	330	336	396	574	410.512522923715	0.725942407337982	0.229356998629564	3.16511992952287	0.0015501904080218	0.0073845617162028	0.0092873734258761	4616.0
gene:AT1G05850	5151	5307	5486	7039	5747.51052154128	0.449050236170129	0.146739826530918	3.06017968527117	0.0022120423576166	0.010116597213318	0.0127233842345859	4808.0
gene:AT1G06080	49	55	233	220	145.536370625355	2.32664220841673	0.336327002486082	6.91779783133235	4.58718279204789e-12	9.161449810566849e-11	1.15221199013701e-10	1101.0
gene:AT1G06090	60	81	103	194	110.415793819273	1.24362715797965	0.411502961023156	3.02215846731093	0.0025097912197293	0.0113085864252225	0.0142225184223716	4880.0
gene:AT1G06100	0	0	32	44	20.0778938027761	7.87696174739916	1.6340571874872	4.82049331425916	1.43203656337092e-06	1.35474709718758e-05	1.70383059587624e-05	2324.0
gene:AT1G06160	90	123	250	148	158.017798592968	1.12648392200784	0.409942062734713	2.7479100692744	0.0059976457103614	0.0237080720770793	0.029817032756907	5562.0
gene:AT1G06190	1101	1308	1439	1526	1351.25344755902	0.496952321568472	0.18420836012785	2.69777289816575	0.0069805043704323	0.0269822860634692	0.0339349275130856	5688.0
gene:AT1G06230	1356	1214	1390	1649	1403.82653977787	0.436271096554532	0.160737954350391	2.71417599108863	0.0066440858890391	0.0258624189438982	0.0325264994266908	5649.0
gene:AT1G06240	130	220	272	306	235.457250474317	0.914865925255926	0.327529870153488	2.79322898038948	0.0052184737505304	0.0210510033572581	0.0264753057367308	5451.0
gene:AT1G06360	21	21	771	955	467.495876912683	5.55226386086072	0.3032575406347	18.3087413069438	7.048019183169801e-75	2.8699795151615e-72	3.60949945389928e-72	54.0
gene:AT1G06410	2866	3005	3492	4801	3555.33022930048	0.683378674759941	0.163675939334234	4.17519323572936	2.97733216995425e-05	0.0002183012907139	0.000274551921174	2999.0
gene:AT1G06560	204	220	304	295	258.863695509488	0.700859050872726	0.257340142385737	2.72347347124018	0.0064599403530472	0.0252439360979486	0.0317486494514879	5627.0
gene:AT1G06630	440	356	553	574	485.494575853859	0.703631643653125	0.21726980942093	3.2385154915377	0.0012015349554697	0.0059225626845606	0.0074486548293021	4461.0
gene:AT1G06760	2186	2324	2360	2957	2457.73480162188	0.427341177927961	0.155133141254559	2.75467365949055	0.0058750702512406	0.0232937107382852	0.0292959011536349	5546.0
gene:AT1G06830	11	11	45	95	41.5425631124677	2.83651579358768	0.635172953725355	4.46573768129015	7.97933305053908e-06	6.54692367344417e-05	8.2338975937559e-05	2680.0
gene:AT1G07050	365	457	649	518	505.850537384943	0.71680881971099	0.265573666842223	2.69909599183584	0.0069528118365636	0.0268880371920854	0.0338163931305253	5686.0
gene:AT1G07110	2065	2051	2746	3126	2518.35155509754	0.708126704839983	0.145463787006345	4.8680618002135	1.12698090397316e-06	1.08689399550289e-05	1.36695863593762e-05	2280.0
gene:AT1G07180	47	50	117	93	79.1596809953162	1.326214461811	0.428184336747581	3.09729793454078	0.0019529348694079	0.0090501759417094	0.011382173617171	4745.0
gene:AT1G07200	630	476	948	904	752.373408100225	0.950974354337783	0.220782226938555	4.30729577975696	1.65262557010135e-05	0.0001275968527421	0.0001604752813944	2848.0
gene:AT1G07240	504	477	709	742	615.043081938169	0.764818684700865	0.191540759851326	3.99298136487773	6.52476980534071e-05	0.0004440518825429	0.0005584726368514	3231.0
gene:AT1G07280	1203	1343	1910	2197	1684.15806795875	0.883665427928781	0.164657562812871	5.36668594404645	8.01965182956381e-08	9.30575852666378e-07	1.17036132636721e-06	1895.0
gene:AT1G07310	715	730	911	912	823.064217235951	0.536907224111985	0.18607311393181	2.88546374469094	0.0039083747521907	0.0165081161017905	0.0207618332254771	5206.0
gene:AT1G07320	2654	3082	4779	5198	3992.80406916435	0.994885183002299	0.163429024415885	6.08756728835736	1.1463920104735901e-09	1.74208803858354e-08	2.19097933998944e-08	1447.0
gene:AT1G07610	399	581	1006	1290	836.425445108595	1.41390966041997	0.238508490799891	5.92813134525365	3.06401380861287e-09	4.41511137860999e-08	5.55277207583152e-08	1526.0
gene:AT1G07720	452	387	591	760	552.488984888197	0.87814908868342	0.20342980186848	4.31671800600364	1.58366265751376e-05	0.0001227464158479	0.0001543750116092	2837.0
gene:AT1G08200	2445	2349	2638	3539	2746.76868935479	0.553009837519702	0.158336950236482	3.49261392677933	0.0004783175097166	0.0026373429591671	0.0033169184381176	3988.0
gene:AT1G08300	56	70	82	174	95.926969856345	1.18692599898122	0.44393455001621	2.6736508769995	0.0075030516899468	0.0286133547711137	0.0359862806946723	5766.0
gene:AT1G08320	68	63	118	142	99.4436948018553	1.18239310183358	0.358892359436745	3.29456192293774	0.0009857522318072	0.0049771999598642	0.0062596964341282	4355.0
gene:AT1G08465	134	146	234	253	194.899191339796	0.995602150695452	0.275939122141935	3.60805000380969	0.0003085070397832	0.0017856702547496	0.0022457915728364	3799.0
gene:AT1G08500	34	63	103	120	81.9093925904972	1.39018719829649	0.454707846971687	3.05731956805895	0.0022332604608287	0.010198788011041	0.0128267534878958	4815.0
gene:AT1G08510	1732	1684	1731	2547	1920.83856982103	0.507134167565036	0.181820172000775	2.78920739093171	0.0052837218053528	0.0212738994902336	0.0267556364728915	5461.0
gene:AT1G08550	1176	1400	1818	2350	1702.8548144705	0.881329133978943	0.181989899453865	4.84273652891578	1.28063049660321e-06	1.22593748323065e-05	1.54183005587992e-05	2297.0
gene:AT1G08590	203	264	304	402	295.485318356603	0.781922723690436	0.264832241662111	2.95252088183455	0.0031519075113572	0.0137153116036776	0.0172493948064808	5053.0
gene:AT1G08610	128	121	207	212	169.732426492852	0.951669197763495	0.290315095957431	3.27805619141155	0.0010452458614791	0.0052390953380591	0.0065890755183967	4387.0
gene:AT1G08630	134	165	407	220	240.895708363494	1.29866676968057	0.388448792498737	3.34321227085496	0.0008281452529847	0.0042666555688567	0.0053660630204526	4268.0
gene:AT1G08900	270	303	437	442	368.109668713137	0.817452356743564	0.231090925472391	3.5373624259479	0.0004041446712601	0.0022618318086888	0.0028446477179175	3929.0
gene:AT1G08920	296	137	511	391	343.558047483845	1.28196931012522	0.374148571018199	3.42636430933438	0.0006117193147545	0.0032735692412112	0.0041170838767428	4109.0
gene:AT1G08930	2986	2811	4446	5011	3863.00309516611	0.902675870067106	0.140957531670145	6.4038853360419	1.51471887724011e-10	2.58796840649828e-09	3.2548213325621904e-09	1287.0
gene:AT1G08980	987	907	2172	1932	1541.59636067809	1.32475405764997	0.194083224801853	6.82570097957954	8.7497010840224e-12	1.69962170615343e-10	2.13757052542968e-10	1132.0
gene:AT1G08990	31	55	72	128	72.41354523894	1.38696503570615	0.495996386279372	2.79632084844452	0.0051688058586918	0.0208928073578631	0.0262763466952433	5440.0
gene:AT1G09090	67	38	84	131	80.8347117774128	1.2191779600823	0.454035693463017	2.68520289844042	0.0072485787509784	0.027840873040221	0.0350147502809274	5725.0
gene:AT1G09160	424	359	501	551	461.914354649844	0.62470064718735	0.209997411259899	2.97480165797951	0.0029317804126416	0.0129140463729123	0.016241664124921	4992.0
gene:AT1G09320	220	174	271	280	238.492588873537	0.686025908541851	0.267289362361892	2.56660385763133	0.0102699865111403	0.037087655344632	0.0466441906660511	6089.0
gene:AT1G09340	4522	5398	9151	10392	7507.23435966448	1.17198675280948	0.163589465802971	7.16419451006116	7.82452419779665e-13	1.6866817620876398e-11	2.1212962904422e-11	1020.0
gene:AT1G09490	348	349	563	558	461.698289882029	0.887763080795195	0.213048926247041	4.16694463771101	3.0870943263676e-05	0.0002260476761321	0.000284294350968	3003.0
gene:AT1G09570	1752	1482	3446	3801	2680.62531185142	1.36286745768395	0.159007497792707	8.57108926687643	1.0251074354674901e-17	3.47856287013807e-16	4.3748990938045497e-16	648.0
gene:AT1G09575	62	58	161	151	111.467633224859	1.58368388109433	0.357513121671542	4.42972239365609	9.43544672581956e-06	7.63621781575437e-05	9.60387483262937e-05	2717.0
gene:AT1G09620	3065	2962	3531	4055	3417.343935348	0.527244540231572	0.14076363863919	3.7456018139956	0.0001799618416114	0.0010955650429662	0.0013778639894143	3612.0
gene:AT1G09710	66	106	149	157	121.737752461859	1.02614171958599	0.379398050367214	2.70465733440856	0.0068374881497102	0.0265196343765525	0.0333530623804429	5669.0
gene:AT1G09750	952	1194	2866	3405	2165.05104280103	1.73800465626755	0.183973490604373	9.44703854103117	3.48552459836159e-21	1.51768713650244e-19	1.9087560944096998e-19	505.0
gene:AT1G09795	1045	1162	1458	1696	1351.5390850948	0.708379836861806	0.168524742669268	4.20341740709263	2.6291511291137e-05	0.0001947513731768	0.000244933795316	2967.0
gene:AT1G09900	312	378	508	575	448.706191609237	0.844279559707919	0.22253135283189	3.79398025924789	0.000148251465742	0.0009242703374546	0.0011624310419896	3527.0
gene:AT1G10020	349	423	1251	1343	871.207516846738	1.94521114770635	0.198918193446147	9.7789504017036	1.38640781593832e-22	6.65627106215451e-21	8.37142099340047e-21	458.0
gene:AT1G10060	189	140	288	330	240.636033348235	1.10727373650605	0.271892381674946	4.07247062122476	4.65170690911854e-05	0.0003273164263187	0.0004116574546293	3125.0
gene:AT1G10070	159	158	1558	1004	769.522407674238	3.23963642100773	0.294565565522125	10.9980147043508	3.9063740917188797e-28	2.59508338074944e-26	3.2637696527639096e-26	331.0
gene:AT1G10110	0	5	17	28	12.9896060337133	3.33540937700962	1.24759520068865	2.67347083025691	0.0075070804608188	0.0286138312104255	0.0359868799001463	5769.0
gene:AT1G10170	1426	1345	3023	2294	2079.31502012682	1.15752580118578	0.225952462934901	5.1228731307048	3.00914828590017e-07	3.18269175847325e-06	4.00278960300959e-06	2079.0
gene:AT1G10470	949	997	1277	1514	1193.64879903536	0.713165789949269	0.16478118276593	4.32795649344448	1.5049918790786e-05	0.0001169373372051	0.0001470690827417	2830.0
gene:AT1G10550	20	18	40	251	82.4196589023025	3.06284138247459	0.71136386261155	4.30559035038739	1.66540998970367e-05	0.0001284627959459	0.0001615643559	2850.0
gene:AT1G10610	74	91	131	145	111.893887769888	0.937153759969706	0.350850613105232	2.67109055810207	0.0075605246626781	0.0287826137132322	0.0361991533148137	5776.0
gene:AT1G10760	7949	7776	9159	10527	8887.98795991327	0.519293269209009	0.133560850488181	3.8880650079041	0.0001010465662319	0.0006577599007914	0.0008272477173308	3378.0
gene:AT1G10830	397	431	488	570	473.676352218562	0.547027507312721	0.204568297999064	2.67405806600211	0.007493947476887	0.0285958905790054	0.0359643164292326	5762.0
gene:AT1G10910	370	435	631	711	544.397610524049	0.931745029322179	0.208360069224541	4.47180226417603	7.75631303855378e-06	6.36869183736965e-05	8.00973999556404e-05	2678.0
gene:AT1G11080	33	10	119	125	75.0179427566156	2.7122220676127	0.554614270539238	4.8902853959666	1.00689881668676e-06	9.78810702039131e-06	1.23102505638693e-05	2262.0
gene:AT1G11180	166	166	263	249	214.277539225403	0.829153331964957	0.274177423816285	3.02414881730211	0.002493337578639	0.0112394423978464	0.0141355577567167	4878.0
gene:AT1G11260	1842	1594	20755	19790	11655.063144377	3.76714218659696	0.16832588505121	22.380052749765	6.15716656408554e-111	6.7694967788838496e-108	8.51382206648929e-108	20.0
gene:AT1G11290	138	122	283	275	209.672853621864	1.30585849673392	0.278050082506149	4.69648663637795	2.64674542985792e-06	2.37064298399779e-05	2.98149673575238e-05	2455.0
gene:AT1G11350	394	366	567	564	478.868838552959	0.776264319977743	0.210629649132935	3.68544657968744	0.0002283019670191	0.0013582608097359	0.0017082497018166	3696.0
gene:AT1G11360	577	493	635	705	605.117129786675	0.522771173254283	0.194974456497923	2.68122903196733	0.0073352293206965	0.0280951676594317	0.0353345700860241	5741.0
gene:AT1G11380	168	189	483	646	381.577444831666	1.84752714437434	0.233936602589894	7.89755482434347	2.84427913627376e-15	7.74045221875293e-14	9.73496776159045e-14	808.0
gene:AT1G11400	331	251	340	458	345.915612581263	0.645169823545797	0.249077442891892	2.59023786359418	0.0095909635708795	0.0351141688245207	0.0441621874047078	6006.0
gene:AT1G11410	190	190	333	318	262.606413798938	0.980550781819748	0.256265195154211	3.82631274305389	0.0001300770142818	0.0008230974005881	0.0010351884402777	3475.0
gene:AT1G11430	947	1019	1121	1244	1086.7641411654	0.462567456376911	0.170763543302365	2.70881856531789	0.0067523253897713	0.0262326648402266	0.0329921481721073	5660.0
gene:AT1G11450	20	41	125	155	88.4972520999297	2.3845570124761	0.46330051053133	5.1468905349174	2.64839766375688e-07	2.8352296118963e-06	3.56579539392388e-06	2054.0
gene:AT1G11530	322	284	555	480	418.824296667315	0.982557773970078	0.244322126098047	4.02156689474687	5.7812284443322e-05	0.0003980069889242	0.0005005631578835	3194.0
gene:AT1G11600	60	74	258	278	174.065452380992	2.19656191325925	0.308517962309731	7.11972131805424	1.08145502720613e-12	2.3109926718401897e-11	2.9064760716604e-11	1029.0
gene:AT1G11720	726	760	883	1139	880.785269130523	0.633083453836073	0.179900167683439	3.51908206639405	0.0004330427308053	0.0024058051055276	0.0030257192320417	3958.0
gene:AT1G11740	4	8	29	23	16.8214199146259	2.32348247672563	0.903639392025066	2.57124965692198	0.0101332248032753	0.0367035969375289	0.0461611702809296	6069.0
gene:AT1G11750	898	983	1085	1276	1064.64089301776	0.520798097224679	0.1724719005889	3.0196112841943	0.0025309929224445	0.0113858435703015	0.0143196827475868	4888.0
gene:AT1G11820	366	449	611	847	574.692430183526	1.02271618882815	0.224991372066558	4.54557959016138	5.47842901857674e-06	4.64416259383744e-05	5.84084390070374e-05	2593.0
gene:AT1G11850	62	85	161	191	127.731031020341	1.45060837474774	0.348385643567217	4.16380066610827	3.12993393131637e-05	0.0002288796714855	0.0002878560787181	3007.0
gene:AT1G11860	10474	11875	17327	21701	15543.0764463286	0.993355274871951	0.153783576504265	6.4594366801217	1.05093447700634e-10	1.83114090450812e-09	2.3029788400642104e-09	1262.0
gene:AT1G12020	97	114	197	183	150.9383220367	1.05247258622451	0.322045357935675	3.26808805123261	0.0010827667426162	0.0054074399053803	0.0068007981528625	4403.0
gene:AT1G12040	16	28	264	222	141.01513107478	3.67278800192072	0.417716255330104	8.79254267712965	1.46212622405099e-18	5.28794301655547e-17	6.65050998785036e-17	608.0
gene:AT1G12080	195	236	266	374	269.211347256488	0.753853942170447	0.267094441640604	2.82242467323531	0.004766201717758	0.0195020486735732	0.0245272252520654	5374.0
gene:AT1G12090	1918	3083	4860	6949	4281.1231704588	1.41811746417273	0.248262766665608	5.71216329866668	1.11548968665951e-08	1.4794030591047e-07	1.86060719448544e-07	1658.0
gene:AT1G12240	1138	1071	3602	3997	2536.49001591971	1.97981253048059	0.148603452263392	13.3227896144127	1.7061136470618598e-40	2.08420738806907e-38	2.62125405052755e-38	180.0
gene:AT1G12250	462	504	705	751	612.872960880652	0.789810479766968	0.196029987906278	4.02902886544367	5.60077416967578e-05	0.0003867491149624	0.0004864044192225	3184.0
gene:AT1G12330	106	112	297	373	228.261611519988	1.81009495899089	0.265452178390439	6.8189116772985	9.17327735449422e-12	1.7803282943333901e-10	2.23907312655373e-10	1133.0
gene:AT1G12440	1000	1180	2649	2982	2005.74558626832	1.56346543431944	0.172458155395881	9.06576688548289	1.2373076711401101e-19	4.79844063151674e-18	6.03487542246557e-18	567.0
gene:AT1G12450	187	192	295	326	253.457771998307	0.908979815126053	0.246837976492258	3.68249581382612	0.0002309616617373	0.0013718573689744	0.0017253497448263	3702.0
gene:AT1G12460	133	166	292	432	260.336214458441	1.45647837698737	0.282253334934007	5.16018128653081	2.46710826510204e-07	2.65147818383817e-06	3.3346959467936e-06	2046.0
gene:AT1G12500	292	385	563	769	509.579624573541	1.16001504942775	0.240614271556044	4.82105671424218	1.42799747838873e-06	1.35229270251033e-05	1.70074376678899e-05	2322.0
gene:AT1G12560	10	22	76	91	51.8198823884367	2.57150637309474	0.569298454582206	4.51697409750024	6.27295753396126e-06	5.25864257730394e-05	6.61365957866844e-05	2623.0
gene:AT1G12580	669	533	834	934	749.422612520154	0.755133084711867	0.196417183678056	3.84453676899061	0.0001207803752195	0.0007711497301694	0.0009698551906788	3444.0
