# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "gene" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
gene:AT1G01450	1	164105	165517	-	1413	154	145	149	157	122	110	173	182
gene:AT1G01453	1	166589	168088	-	1500	6	20	2	0	2	0	0	2
gene:AT1G01460	1	168559	171386	+	2828	0	0	2	2	0	0	0	0
gene:AT1G01470	1	171525	172948	-	1424	939	1253	1369	1484	2222	1915	1092	1313
gene:AT1G01480	1	175706	178406	+	2701	53	61	35	23	410	274	41	61
gene:AT1G01490	1	180017	182749	-	2733	945	1098	971	1133	1854	1719	934	1144
gene:AT1G01500	1	185033	187135	+	2103	336	372	284	401	328	370	305	325
gene:AT1G01510	1	187145	190472	+	3328	553	650	642	667	808	772	695	752
gene:AT1G01520	1	190408	192436	+	2029	1	2	8	5	4	0	4	6
gene:AT1G01530	1	192634	193670	-	1037	0	0	0	0	0	0	0	0
gene:AT1G01540	1	195645	198787	+	3143	1197	1594	1228	1419	1211	1044	1402	2236
gene:AT1G01550	1	199527	201775	+	2249	2448	2865	2153	2761	3515	3344	2687	2899
gene:AT1G01560	1	202103	204440	+	2338	19	31	22	57	777	467	10	34
gene:AT1G01570	1	204935	207642	+	2708	40	80	46	64	39	41	52	59
gene:AT1G01580	1	208995	213082	+	4088	55	59	104	85	16	36	59	79
gene:AT1G01590	1	214150	217734	+	3585	6	15	6	18	15	13	4	22
gene:AT1G01600	1	218834	221286	+	2453	107	113	115	93	115	133	128	109
gene:AT1G01610	1	221642	224351	-	2710	876	928	919	1101	471	532	974	1211
gene:AT1G01620	1	225665	227543	-	1879	4857	5545	4030	4904	2051	2174	6603	7948
gene:AT1G01630	1	228799	230979	+	2181	433	558	566	485	1026	913	393	540
gene:AT1G01640	1	230908	232630	-	1723	120	127	112	101	304	262	97	105
gene:AT1G01650	1	232840	237905	-	5066	531	664	572	684	1225	1122	611	762
gene:AT1G01660	1	239841	242703	-	2863	6	27	17	12	21	17	4	2
gene:AT1G01670	1	242713	246054	-	3342	17	15	27	23	22	34	5	14
gene:AT1G01680	1	246262	248440	-	2179	3	12	5	2	26	20	3	2
gene:AT1G01690	1	249041	252522	+	3482	82	84	138	116	95	145	82	69
gene:AT1G01695	1	252626	254530	+	1905	0	8	0	4	2	0	4	2
gene:AT1G01700	1	259307	261667	-	2361	21	26	30	41	48	37	16	23
gene:AT1G01710	1	262828	266324	+	3497	335	496	416	445	532	571	404	480
gene:AT1G01715	1	266333	267883	+	1551	33	54	36	33	71	59	70	62
gene:AT1G01720	1	267993	269819	+	1827	790	752	970	1152	1236	1091	799	494
gene:AT1G01725	1	269792	270859	-	1068	69	124	62	108	101	114	78	82
gene:AT1G01730	1	270797	272189	+	1393	316	378	334	385	648	602	355	329
gene:AT1G01740	1	272111	274930	-	2820	85	102	83	128	68	87	73	103
gene:AT1G01750	1	275188	276310	+	1123	67	112	66	49	25	32	65	78
gene:AT1G01760	1	276266	278599	-	2334	47	86	72	59	39	40	55	103
gene:AT1G01770	1	278600	282891	+	4292	493	549	532	595	566	582	568	539
gene:AT1G01780	1	282761	284245	+	1485	192	291	240	213	199	238	176	252
gene:AT1G01790	1	284350	291203	+	6854	2047	2711	2376	2755	975	916	1898	2666
gene:AT1G01800	1	293246	295086	+	1841	767	895	809	853	1661	1660	907	1115
gene:AT1G01810	1	295207	295859	+	653	17	8	0	7	12	8	16	10
gene:AT1G01820	1	296001	298334	-	2334	815	951	841	1000	1075	961	943	1133
gene:AT1G01830	1	298451	302310	-	3860	209	235	285	286	342	322	289	274
gene:AT1G01840	1	303537	304358	+	822	38	24	29	34	14	10	26	28
gene:AT1G01860	1	304133	306310	-	2178	181	218	180	152	104	112	153	174
gene:AT1G01880	1	306467	309541	-	3075	39	44	59	65	42	54	28	34
gene:AT1G01900	1	310169	313130	+	2962	165	149	208	167	157	219	137	155
gene:AT1G01910	1	313101	316090	-	2990	684	811	840	902	859	854	685	849
gene:AT1G01920	1	315983	319667	+	3685	256	267	330	317	301	291	247	334
gene:AT1G01930	1	319769	322895	-	3127	355	400	320	320	372	322	332	298
gene:AT1G01940	1	322886	324917	+	2032	190	209	233	224	235	220	175	203
gene:AT1G01950	1	325316	330619	+	5304	351	445	372	477	460	413	398	399
gene:AT1G01960	1	330588	337912	-	7325	1915	2319	2380	2430	2766	2381	2546	2698
gene:AT1G01970	1	338241	340088	+	1848	544	594	507	589	438	612	509	607
gene:AT1G01980	1	340108	342040	-	1933	0	0	0	0	0	4	0	0
gene:AT1G01990	1	342918	344400	-	1483	412	438	465	506	351	408	463	513
gene:AT1G02000	1	345516	347603	+	2088	261	279	266	274	240	244	272	274
gene:AT1G02010	1	347613	352545	+	4933	151	145	152	197	155	169	112	171
gene:AT1G02020	1	352612	355124	-	2513	279	300	308	330	271	303	328	302
gene:AT1G02030	1	355124	357258	-	2135	2	6	8	6	8	14	12	12
gene:AT1G02040	1	357906	359078	-	1173	4	6	0	3	0	0	0	3
gene:AT1G02050	1	359117	360746	-	1630	135	146	146	134	143	207	127	165
gene:AT1G02060	1	360918	363142	-	2225	117	167	147	162	178	221	185	223
gene:AT1G02065	1	365165	367443	+	2279	47	40	41	37	34	38	28	62
gene:AT1G02067	1	366945	367166	-	222	0	0	0	0	0	0	0	0
gene:AT1G02070	1	370195	371090	-	896	1	12	8	6	4	2	2	6
gene:AT1G02080	1	373335	386913	+	13579	1922	2613	2732	2463	2937	2393	2422	2586
gene:AT1G02090	1	387277	389808	-	2532	427	511	382	446	565	546	358	363
gene:AT1G02100	1	389812	392816	+	3005	454	505	525	554	484	530	538	612
gene:AT1G02110	1	392831	395528	+	2698	458	469	488	555	387	369	495	512
gene:AT1G02120	1	395689	400001	+	4313	1093	1301	1058	1234	1924	1716	1063	1308
gene:AT1G02130	1	399983	401919	-	1937	536	589	519	556	622	616	580	582
gene:AT1G02140	1	403100	404456	-	1357	1170	1351	1328	1467	1562	1590	1144	1386
gene:AT1G02145	1	404600	408619	+	4020	224	296	294	314	325	362	269	366
gene:AT1G02150	1	408622	410680	+	2059	1767	2051	2127	2221	1366	1231	1906	2110
gene:AT1G02160	1	410744	411632	+	889	268	246	246	221	288	223	239	251
gene:AT1G02170	1	411664	413554	+	1891	379	438	355	438	785	704	375	488
gene:AT1G02180	1	413522	414649	-	1128	75	47	55	64	71	61	62	49
gene:AT1G02190	1	415074	418027	+	2954	12	25	27	28	35	36	28	8
gene:AT1G02205	1	418416	422579	+	4164	1158	1333	1850	2048	2718	2963	705	901
gene:AT1G02210	1	427548	427811	-	264	0	0	0	0	0	0	0	0
gene:AT1G02220	1	428650	430720	-	2071	62	126	161	161	980	666	96	122
gene:AT1G02230	1	434965	436922	-	1958	7	8	7	16	98	76	2	15
gene:AT1G02250	1	437860	439559	-	1700	8	0	4	0	15	5	0	2
gene:AT1G02260	1	440200	442972	-	2773	215	248	377	275	421	343	341	373
gene:AT1G02270	1	443118	446296	-	3179	278	347	387	414	488	465	254	328
gene:AT1G02280	1	448423	450426	-	2004	823	865	1036	1167	692	736	1037	1083
gene:AT1G02290	1	450461	452743	-	2283	183	206	242	218	300	218	233	244
gene:AT1G02300	1	453107	455519	+	2413	270	297	299	365	223	174	194	209
gene:AT1G02305	1	455688	458164	+	2477	1498	1721	1389	1686	2732	2607	1534	1696
gene:AT1G02310	1	458133	460831	-	2699	8	13	10	17	69	48	4	2
gene:AT1G02320	1	461828	461974	+	147	0	0	0	0	0	0	0	0
gene:AT1G02330	1	461946	463618	-	1673	335	483	389	421	469	426	355	394
gene:AT1G02335	1	463754	464981	-	1228	171	186	200	249	144	123	148	155
gene:AT1G02340	1	465616	467880	-	2265	69	90	51	65	26	33	68	31
gene:AT1G02350	1	469818	470693	+	876	16	23	16	12	7	17	23	18
gene:AT1G02360	1	471883	473336	-	1454	162	156	195	180	315	200	126	133
gene:AT1G02370	1	474373	476612	+	2240	176	166	164	212	154	131	142	214
gene:AT1G02380	1	476945	479112	+	2168	116	103	38	83	33	23	141	151
gene:AT1G02390	1	480650	483373	+	2724	65	92	84	195	48	28	45	37
gene:AT1G02400	1	486800	489651	+	2852	44	99	72	102	70	79	85	72
gene:AT1G02405	1	489874	490627	-	754	0	8	0	2	2	2	0	4
gene:AT1G02410	1	490860	492979	+	2120	261	269	270	351	373	412	245	281
gene:AT1G02420	1	493639	495158	+	1520	125	114	130	78	87	68	104	100
gene:AT1G02430	1	495050	496332	-	1283	40	29	50	44	46	48	40	44
gene:AT1G02440	1	496372	497555	-	1184	13	0	2	8	20	36	4	4
gene:AT1G02450	1	497917	498539	-	623	2	4	6	8	205	145	0	14
gene:AT1G02460	1	504463	507268	-	2806	16	14	59	17	55	44	12	7
gene:AT1G02470	1	511765	513721	-	1957	39	33	18	17	238	157	16	10
gene:AT1G02475	1	513699	515422	-	1724	799	904	846	1009	1378	1587	806	817
gene:AT1G02490	1	516569	516866	+	298	10	4	4	6	4	0	5	0
gene:AT1G02500	1	518091	520495	+	2405	6188	6899	7594	7624	14147	13391	6974	7261
gene:AT1G02510	1	520498	521668	-	1171	0	0	0	0	0	0	0	0
gene:AT1G02520	1	523536	529069	+	5534	171	233	131	109	157	127	138	322
gene:AT1G02530	1	529679	534677	+	4999	2	12	20	7	17	11	11	9
gene:AT1G02540	1	534827	535699	-	873	0	0	0	0	0	0	0	0
gene:AT1G02550	1	536483	537211	+	729	0	0	0	0	0	0	0	0
gene:AT1G02560	1	537740	540127	+	2388	3620	4279	3773	4651	3486	4093	3855	4366
gene:AT1G02570	1	541236	542245	+	1010	4	14	9	4	0	0	6	16
gene:AT1G02575	1	543011	544057	+	1047	2	0	0	2	0	0	0	4
gene:AT1G02580	1	544733	549202	+	4470	0	0	0	0	7	8	0	0
gene:AT1G02590	1	552138	552761	-	624	0	0	0	0	0	0	0	0
gene:AT1G02610	1	553019	556152	-	3134	659	741	256	577	98	70	508	269
gene:AT1G02620	1	557092	558774	+	1683	92	153	19	54	0	1	187	123
gene:AT1G02630	1	560610	562598	-	1989	14	12	14	6	0	0	14	19
gene:AT1G02640	1	564018	567771	+	3754	1068	1315	462	708	140	156	1763	1630
gene:AT1G02650	1	568558	570554	+	1997	37	34	28	41	20	34	44	54
gene:AT1G02660	1	571826	575085	-	3260	2225	2529	851	1755	278	122	1957	1156
gene:AT1G02670	1	575922	580532	+	4611	36	37	43	34	45	26	57	38
gene:AT1G02680	1	580625	582310	+	1686	158	214	201	171	161	144	157	169
gene:AT1G02690	1	584134	587327	+	3194	257	274	376	282	332	322	202	278
gene:AT1G02700	1	588003	589480	+	1478	8	9	22	6	20	28	10	52
gene:AT1G02705	1	589584	590406	+	823	16	8	14	7	13	11	7	32
gene:AT1G02710	1	589706	589996	-	291	0	0	0	0	0	0	0	0
gene:AT1G02720	1	591682	594264	+	2583	229	246	314	259	187	254	219	277
gene:AT1G02730	1	594502	598657	-	4156	923	876	1351	1131	982	837	709	917
gene:AT1G02740	1	599330	602199	-	2870	112	149	177	198	144	163	205	113
gene:AT1G02750	1	602489	604387	+	1899	298	274	201	269	262	275	217	212
gene:AT1G02770	1	604873	606708	-	1836	5	17	4	11	4	15	4	22
gene:AT1G02780	1	607799	609534	-	1736	6676	7886	8668	8079	8718	8963	6935	8025
gene:AT1G02790	1	610363	612324	-	1962	0	0	0	2	0	3	0	0
gene:AT1G02800	1	613197	616231	-	3035	20	36	89	37	14	24	37	48
gene:AT1G02810	1	618061	620502	+	2442	183	169	168	164	223	246	102	148
gene:AT1G02813	1	620678	621329	+	652	0	2	0	4	0	0	0	0
gene:AT1G02816	1	621453	623054	+	1602	477	391	335	369	432	435	506	491
gene:AT1G02820	1	623656	624567	-	912	66	71	63	58	52	45	78	57
gene:AT1G02830	1	625084	625608	-	525	0	0	0	0	0	0	0	0
gene:AT1G02840	1	626639	629993	+	3355	1216	1491	1425	1359	1287	1098	1349	1606
gene:AT1G02850	1	630374	633420	+	3047	2996	3789	3397	3663	6259	6009	3497	2697
gene:AT1G02860	1	635144	637262	+	2119	336	366	267	261	224	166	414	412
gene:AT1G02870	1	637214	638681	-	1468	279	284	356	356	307	287	286	356
gene:AT1G02880	1	642505	644903	-	2399	214	261	321	329	469	353	245	203
gene:AT1G02890	1	645084	652001	-	6918	1554	1949	1684	1909	1652	1456	1646	1814
gene:AT1G02900	1	653604	654457	-	854	171	225	212	201	99	124	163	240
gene:AT1G02910	1	655568	658216	-	2649	823	1035	951	1082	674	829	844	1037
gene:AT1G02920	1	658578	659980	-	1403	228	356	396	355	30950	23146	507	450
gene:AT1G02930	1	661088	662475	-	1388	263	372	512	575	45756	36115	455	509
gene:AT1G02940	1	662963	664290	-	1328	4	2	6	6	679	605	0	6
gene:AT1G02950	1	665119	666471	-	1353	94	114	74	103	117	104	79	170
gene:AT1G02960	1	666807	669919	-	3113	196	245	291	301	282	299	231	255
gene:AT1G02965	1	671661	672814	-	1154	0	0	0	0	0	0	0	0
gene:AT1G02970	1	673306	676419	+	3114	31	64	74	54	68	55	26	31
gene:AT1G02980	1	677360	681378	+	4019	0	2	2	6	1	6	2	4
gene:AT1G02990	1	681331	687385	-	6055	380	535	632	598	660	541	505	574
gene:AT1G03000	1	687795	692660	-	4866	523	606	588	564	495	407	469	525
gene:AT1G03010	1	693190	696504	+	3315	14	28	15	21	60	75	19	37
gene:AT1G03020	1	697919	698591	-	673	36	42	42	32	3	0	46	22
gene:AT1G03030	1	701365	703929	+	2565	166	219	214	238	385	394	170	206
gene:AT1G03040	1	703847	706689	-	2843	748	938	877	943	1182	988	869	858
gene:AT1G03050	1	707485	710041	+	2557	6	0	0	0	1	0	0	2
gene:AT1G03055	1	710018	711857	-	1840	46	62	87	75	14	6	45	28
gene:AT1G03060	1	712440	727553	-	15114	1267	1696	2032	1827	2555	1967	1813	2112
gene:AT1G03070	1	729830	731565	+	1736	16	25	31	22	12	0	22	9
gene:AT1G03080	1	731554	738306	-	6753	1479	2167	2120	1974	3811	2969	2190	2761
gene:AT1G03090	1	739544	744184	+	4641	2229	2130	789	1203	602	550	4100	3323
gene:AT1G03100	1	743885	746701	-	2817	144	147	100	141	75	84	137	82
gene:AT1G03103	1	747197	748057	+	861	6	3	0	1	0	0	3	0
gene:AT1G03106	1	748101	749034	-	934	0	2	16	0	10	0	0	0
gene:AT1G03110	1	749246	751976	+	2731	191	235	226	210	205	206	148	230
gene:AT1G03120	1	752191	753140	+	950	2	5	20	5	8	0	13	15
gene:AT1G03130	1	753307	754262	-	956	3324	3306	3991	5045	2035	2772	3082	2832
gene:AT1G03140	1	754261	756303	-	2043	708	758	685	778	842	732	771	848
gene:AT1G03150	1	756414	758678	+	2265	171	184	163	193	226	246	190	214
gene:AT1G03160	1	761261	766194	+	4934	889	1153	1138	1293	1040	1147	929	903
gene:AT1G03165	1	766336	767324	+	989	13	10	14	13	6	4	3	9
gene:AT1G03170	1	768376	770684	+	2309	0	2	8	8	12	6	12	22
gene:AT1G03180	1	773358	775362	+	2005	30	24	58	62	50	62	23	25
gene:AT1G03190	1	775527	780062	+	4536	196	196	199	246	224	238	225	233
gene:AT1G03200	1	780519	782946	+	2428	22	31	32	23	23	27	23	26
gene:AT1G03210	1	782904	784346	+	1443	137	216	202	167	427	447	210	240
gene:AT1G03220	1	786832	788722	+	1891	3871	4754	3443	4701	4948	4123	4670	3346
gene:AT1G03230	1	789820	791689	+	1870	869	1115	959	1167	1731	1768	937	872
gene:AT1G03240	1	792222	793060	-	839	0	1	3	4	1	4	5	1
gene:AT1G03250	1	793315	795403	-	2089	359	400	425	363	826	858	331	387
gene:AT1G03260	1	795449	798491	-	3043	102	135	157	129	167	173	151	177
gene:AT1G03270	1	799115	802625	+	3511	40	65	70	59	56	67	31	50
gene:AT1G03280	1	802970	807066	+	4097	522	680	684	664	751	708	494	664
gene:AT1G03290	1	807361	813216	+	5856	632	637	568	624	1231	1038	634	749
gene:AT1G03300	1	811033	813086	-	2054	0	0	0	0	0	0	0	0
gene:AT1G03310	1	813413	816812	+	3400	725	873	1218	1264	1007	1270	612	827
gene:AT1G03320	1	816989	817767	+	779	3	2	6	2	0	1	0	0
gene:AT1G03325	1	817053	817178	-	126	0	0	0	0	0	0	0	0
gene:AT1G03330	1	817934	819563	-	1630	260	361	388	287	376	471	288	332
gene:AT1G03340	1	819612	821476	+	1865	56	48	45	56	50	48	45	47
gene:AT1G03350	1	822582	824410	-	1829	854	976	799	922	1244	1079	817	1026
gene:AT1G03360	1	824517	826399	+	1883	215	252	251	235	152	186	212	237
gene:AT1G03365	1	826523	830393	+	3871	402	480	462	404	508	379	364	495
gene:AT1G03370	1	830550	835411	+	4862	502	676	626	750	1131	900	686	1003
gene:AT1G03380	1	835767	841373	+	5607	813	962	1097	989	1194	1032	982	1059
gene:AT1G03390	1	841033	842418	-	1386	0	2	0	0	0	0	1	0
gene:AT1G03395	1	841677	842158	+	482	0	0	0	0	0	0	0	0
gene:AT1G03400	1	842659	844251	-	1593	298	370	216	335	437	365	379	562
gene:AT1G03410	1	844436	847683	-	3248	495	526	609	556	385	434	466	625
gene:AT1G03430	1	847793	849621	+	1829	255	279	277	368	315	251	258	250
gene:AT1G03440	1	852151	854297	+	2147	854	867	460	535	250	256	812	986
gene:AT1G03445	1	854410	859701	-	5292	6	6	2	4	6	10	4	6
gene:AT1G03457	1	860761	864372	-	3612	137	189	150	169	89	49	171	375
gene:AT1G03470	1	865895	867733	-	1839	126	150	131	149	151	185	155	209
gene:AT1G03475	1	868853	871308	-	2456	2205	2557	2907	3192	2445	2733	2318	2728
gene:AT1G03490	1	871874	872906	+	1033	0	0	2	1	0	0	0	2
gene:AT1G03495	1	873166	874476	+	1311	116	129	167	104	91	93	105	97
gene:AT1G03510	1	876087	877556	-	1470	40	37	43	48	18	36	40	32
gene:AT1G03520	1	877861	880259	-	2399	307	350	256	277	158	168	363	282
gene:AT1G03530	1	880384	883599	-	3216	437	437	506	417	358	305	397	381
gene:AT1G03540	1	883683	885611	+	1929	37	34	68	61	37	45	69	59
gene:AT1G03550	1	885623	887956	-	2334	174	177	200	180	162	149	165	175
gene:AT1G03560	1	890155	892492	-	2338	184	244	197	232	223	234	270	306
gene:AT1G03590	1	894238	897718	-	3481	480	567	461	504	575	485	483	653
gene:AT1G03600	1	898480	899794	+	1315	3789	4310	4233	4991	2895	3677	4539	4507
gene:AT1G03610	1	900732	903070	+	2339	1235	1259	774	1147	419	284	1322	787
gene:AT1G03620	1	904032	907643	-	3612	42	73	44	59	30	30	40	54
gene:AT1G03630	1	907523	909650	+	2128	2261	2653	2520	3160	1265	1570	1840	2429
gene:AT1G03650	1	910023	911292	-	1270	57	66	58	52	64	51	55	57
gene:AT1G03660	1	911310	913808	-	2499	24	10	16	11	10	22	12	17
gene:AT1G03670	1	914222	916222	-	2001	3	2	0	2	4	0	0	0
gene:AT1G03680	1	916772	918064	-	1293	4948	5555	4613	5587	2950	3561	5228	5395
gene:AT1G03687	1	918285	920592	+	2308	136	177	160	155	221	229	156	197
gene:AT1G03700	1	920950	922098	+	1149	14	24	16	24	0	6	15	5
gene:AT1G03710	1	923390	924730	+	1341	4	0	5	0	2	16	0	0
gene:AT1G03720	1	924896	926373	-	1478	0	0	0	0	0	1	0	0
gene:AT1G03730	1	930715	931985	-	1271	200	225	295	348	184	221	233	199
gene:AT1G03740	1	933426	937152	+	3727	804	1271	845	1074	1238	912	1063	1124
gene:AT1G03750	1	937826	941162	+	3337	108	118	110	164	178	197	142	143
gene:AT1G03760	1	941062	943377	-	2316	182	185	198	235	231	207	177	229
gene:AT1G03770	1	944572	947682	+	3111	103	147	84	127	202	132	112	124
gene:AT1G03780	1	947520	951850	-	4331	155	203	257	228	256	197	119	194
gene:AT1G03790	1	954290	956144	+	1855	6	2	23	0	13	1	2	12
gene:AT1G03800	1	957104	958383	-	1280	12	12	8	10	24	32	60	12
gene:AT1G03810	1	958759	959609	+	851	0	0	0	0	0	0	0	0
gene:AT1G03820	1	959790	960916	-	1127	181	217	449	358	353	309	153	190
gene:AT1G03830	1	961684	966790	-	5107	193	239	327	248	301	363	149	264
gene:AT1G03840	1	967470	970334	-	2865	49	50	39	26	33	48	46	33
gene:AT1G03850	1	975871	977911	-	2041	291	376	226	254	952	446	307	313
gene:AT1G03860	1	979307	982002	-	2696	797	999	968	1007	1177	1254	852	906
gene:AT1G03870	1	982381	983544	-	1164	1292	1610	910	1206	741	762	1469	3910
