# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "snoRNA" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_snoRNA.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
transcript:AT2G35384.1	2	14894549	14894627	-	79	0	0	0	0	0	0	0	0
transcript:AT2G35387.1	2	14894718	14894796	-	79	0	0	2	0	1	0	1	0
transcript:AT2G08725.1	2	14894875	14894956	-	82	0	0	1	2	1	0	1	1
transcript:AT2G35742.1	2	15027589	15027668	-	80	1	1	1	4	1	4	2	0
transcript:AT2G08755.1	2	15027711	15027803	-	93	0	3	3	2	3	2	2	1
transcript:AT2G08760.1	2	15027868	15028092	-	225	9	8	7	0	6	1	4	14
transcript:AT2G08765.1	2	15029575	15029654	-	80	43	42	30	48	36	19	32	45
transcript:AT2G35744.1	2	15029712	15029790	-	79	38	36	30	22	21	32	41	35
transcript:AT2G35747.1	2	15029832	15029911	-	80	33	61	53	20	41	24	21	34
transcript:AT2G08770.1	2	15029957	15030182	-	226	73	74	90	65	77	56	78	44
transcript:AT2G08860.1	2	15643645	15643786	+	142	15	6	8	8	10	17	7	8
transcript:AT2G08900.1	2	15890070	15890162	-	93	0	2	0	0	2	1	0	0
transcript:AT2G08905.1	2	15890231	15890327	-	97	0	3	1	0	0	0	1	1
transcript:AT2G08910.1	2	15890380	15890473	-	94	1	1	1	4	1	0	4	1
transcript:AT2G43137.1	2	17923081	17923157	+	77	1	0	0	1	0	0	0	0
transcript:AT2G43138.1	2	17923238	17923316	+	79	0	0	0	0	2	1	3	0
transcript:AT2G43139.1	2	17923399	17923477	+	79	0	1	2	0	0	2	0	0
transcript:AT2G43141.1	2	17923563	17923637	+	75	0	0	0	0	0	0	0	1
transcript:AT2G09460.1	2	18017765	18017920	-	156	5	8	10	17	11	9	13	23
transcript:AT2G09465.1	2	18018220	18018382	-	163	18	13	7	8	3	18	8	18
transcript:AT2G09680.1	2	18973209	18973330	+	122	3	3	1	1	4	1	4	0
transcript:AT2G09685.1	2	18973424	18973508	+	85	13	18	9	5	10	6	9	7
transcript:AT2G09690.1	2	18973544	18973705	+	162	26	15	10	6	15	12	11	11
transcript:AT2G09695.1	2	18973735	18973879	+	145	7	10	9	6	13	9	12	7
transcript:AT2G09700.1	2	18973915	18974055	+	141	24	14	7	16	16	12	4	2
transcript:AT2G09705.1	2	18974209	18974352	+	144	1	3	0	0	0	0	2	1
transcript:AT2G09815.1	2	19367708	19367822	+	115	0	0	0	0	0	0	0	0
transcript:AT3G01313.1	3	104687	104769	-	83	2	1	0	1	0	0	0	0
transcript:AT3G01316.1	3	104835	104909	-	75	2	1	3	0	5	1	0	0
transcript:AT3G00985.1	3	104978	105057	-	80	6	1	2	3	1	5	1	2
transcript:AT3G01145.1	3	616508	616632	+	125	12	5	6	8	1	6	8	4
transcript:AT3G01155.1	3	616788	616895	+	108	23	10	11	6	12	13	11	8
transcript:AT3G02045.1	3	2508900	2509019	+	120	13	11	19	8	5	6	12	13
transcript:AT3G02205.1	3	2905170	2905291	-	122	33	30	28	16	37	22	19	10
transcript:AT3G02385.1	3	3579265	3579309	+	45	0	2	0	0	0	0	1	0
transcript:AT3G02435.1	3	3628023	3628099	-	77	7	3	9	2	10	8	7	8
transcript:AT3G02445.1	3	3628138	3628219	-	82	7	7	18	20	17	5	5	7
transcript:AT3G13525.1	3	4411168	4411253	+	86	0	0	0	0	0	0	0	0
transcript:AT3G02725.1	3	4411290	4411443	+	154	1	1	2	4	0	0	0	0
transcript:AT3G02795.1	3	4594225	4594341	-	117	3	2	0	10	0	1	0	0
transcript:AT3G14475.1	3	4860889	4861009	-	121	9	9	11	12	31	20	5	13
transcript:AT3G03175.1	3	5387184	5387268	+	85	2	0	2	2	0	2	0	2
transcript:AT3G03415.1	3	5830003	5830095	-	93	0	0	0	0	0	0	0	0
transcript:AT3G03425.1	3	5830166	5830231	-	66	0	0	1	0	0	1	0	0
transcript:AT3G03445.1	3	5830283	5830437	-	155	0	2	1	0	1	1	0	0
transcript:AT3G03585.1	3	6127895	6127971	-	77	4	4	2	0	5	1	2	0
transcript:AT3G21805.1	3	7682362	7682452	+	91	1	8	9	5	6	10	3	12
transcript:AT3G04155.1	3	7682509	7682595	+	87	4	9	7	7	4	9	4	6
transcript:AT3G04165.1	3	7682639	7682749	+	111	10	11	14	11	16	20	9	13
transcript:AT3G04175.1	3	7682805	7682944	+	140	5	10	8	8	18	10	8	12
transcript:AT3G24612.1	3	8979067	8979153	-	87	0	1	0	2	1	0	0	0
transcript:AT3G24614.1	3	8979284	8979423	-	140	0	0	0	0	0	0	0	0
transcript:AT3G24615.1	3	8979504	8979605	-	102	0	0	0	0	7	0	4	0
transcript:AT3G04985.1	3	9550929	9551074	+	146	0	2	0	0	2	4	0	0
transcript:AT3G27865.1	3	10328510	10328601	+	92	9	2	9	4	4	2	2	5
transcript:AT3G05325.1	3	10328657	10328743	+	87	5	8	1	2	2	7	4	2
transcript:AT3G05335.1	3	10328981	10329073	+	93	3	9	12	12	4	13	18	15
transcript:AT3G05355.1	3	10329133	10329219	+	87	5	21	6	15	14	7	10	14
transcript:AT3G05715.1	3	11154243	11154343	+	101	0	5	5	5	4	9	3	4
transcript:AT3G07715.1	3	17445266	17445329	+	64	9	7	6	9	8	8	3	3
transcript:AT3G47342.1	3	17445382	17445459	+	78	18	17	9	16	7	14	12	13
transcript:AT3G07725.1	3	17445498	17445652	+	155	29	33	17	21	21	9	21	26
transcript:AT3G07735.1	3	17445699	17445771	+	73	26	13	16	15	23	10	20	23
transcript:AT3G47347.1	3	17445810	17445886	+	77	29	41	21	22	35	29	29	44
transcript:AT3G47348.1	3	17445963	17446047	+	85	57	48	63	47	94	60	56	70
transcript:AT3G08165.1	3	18893230	18893310	-	81	9	13	23	10	19	11	22	8
transcript:AT3G50825.1	3	18893404	18893484	-	81	22	46	36	24	29	21	22	24
transcript:AT3G08210.1	3	19212620	19212698	-	79	0	0	0	0	0	0	0	0
transcript:AT3G08275.1	3	19506330	19506371	+	42	0	1	1	2	0	2	0	2
transcript:AT3G08485.1	3	20571519	20571718	+	200	4	8	3	6	3	6	0	5
transcript:AT3G58193.1	3	21559060	21559139	+	80	0	0	0	0	0	0	0	0
transcript:AT3G58196.1	3	21559244	21559320	+	77	0	0	0	0	0	0	0	0
transcript:AT3G09225.1	3	22054746	22054869	-	124	1	0	6	2	0	4	0	0
transcript:AT3G09865.1	3	23181704	23181833	-	130	0	2	0	4	0	5	2	0
transcript:AT4G03915.1	4	687715	687867	+	153	4	1	4	6	0	2	0	13
transcript:AT4G03925.1	4	687898	688053	+	156	4	0	3	2	3	1	4	0
transcript:AT4G02555.1	4	1122603	1122678	+	76	0	0	0	0	1	2	0	0
transcript:AT4G04205.1	4	1122744	1122852	+	109	0	0	0	0	0	1	0	0
transcript:AT4G04465.1	4	1445731	1445846	-	116	2	0	6	2	4	0	0	0
transcript:AT4G03295.1	4	1445879	1445954	-	76	3	0	1	1	0	1	0	0
transcript:AT4G04475.1	4	1445997	1446085	-	89	1	1	0	4	1	1	0	0
transcript:AT4G04485.1	4	1446117	1446259	-	143	0	1	1	3	1	3	0	1
transcript:AT4G05045.1	4	2586717	2586745	-	29	0	0	0	0	0	0	0	0
transcript:AT4G05055.1	4	2586794	2586946	-	153	0	0	0	0	0	0	0	0
transcript:AT4G05048.1	4	2586978	2587104	-	127	1	0	0	0	0	0	0	0
transcript:AT4G06010.1	4	7683787	7683889	+	103	1	1	1	0	1	2	4	0
transcript:AT4G06015.1	4	7683937	7684020	+	84	1	0	1	1	0	3	0	0
transcript:AT4G13245.1	4	7684061	7684142	+	82	1	1	0	1	0	3	0	0
transcript:AT4G06240.1	4	8459709	8459804	+	96	9	7	3	1	7	7	5	6
transcript:AT4G06245.1	4	8459900	8459993	+	94	2	3	0	0	6	0	6	6
transcript:AT4G06250.1	4	8460056	8460149	+	94	1	5	2	6	1	0	8	3
transcript:AT4G06255.1	4	8460220	8460346	+	127	0	9	2	0	1	0	4	0
transcript:AT4G06305.1	4	8712523	8712660	-	138	2	8	1	1	0	3	6	2
transcript:AT4G06310.1	4	8712720	8712813	-	94	1	2	1	1	6	2	5	2
transcript:AT4G06315.1	4	8712878	8712966	-	89	0	3	0	0	3	3	1	1
transcript:AT4G06320.1	4	8713055	8713144	-	90	0	1	0	0	0	3	1	0
transcript:AT4G15258.1	4	8713226	8713353	-	128	6	10	4	3	13	5	12	6
transcript:AT4G06705.1	4	9715045	9715195	-	151	0	14	6	2	0	4	9	7
transcript:AT4G07075.1	4	11795167	11795267	+	101	0	0	6	0	4	6	0	0
transcript:AT4G25631.1	4	13075563	13075635	+	73	0	0	2	0	1	0	0	1
transcript:AT4G26365.1	4	13332834	13332911	-	78	0	0	1	0	1	2	0	1
transcript:AT4G07625.1	4	13333016	13333112	-	97	2	0	12	3	10	2	0	1
transcript:AT4G07635.1	4	13333203	13333285	-	83	0	0	1	0	0	0	0	0
transcript:AT4G08125.1	4	14468649	14468743	-	95	0	1	0	0	2	1	1	3
transcript:AT4G08155.1	4	14468817	14468901	-	85	2	4	0	3	5	2	3	1
transcript:AT4G08165.1	4	14468964	14469056	-	93	1	2	1	2	2	0	4	3
transcript:AT4G08175.1	4	14469192	14469284	-	93	1	4	0	2	1	5	3	0
transcript:AT4G08235.1	4	14605433	14605620	-	188	7	8	11	10	5	5	4	8
transcript:AT4G08325.1	4	14959547	14959678	-	132	0	0	0	0	0	0	0	0
transcript:AT4G08425.1	4	15100386	15100550	+	165	37	36	40	52	29	23	36	26
transcript:AT4G08615.1	4	15466895	15466974	+	80	1	0	2	0	2	0	0	1
transcript:AT4G08625.1	4	15467096	15467174	+	79	3	4	1	0	0	0	2	0
transcript:AT4G09475.1	4	17428432	17428517	+	86	1	3	5	4	4	4	8	1
transcript:AT4G39361.1	4	18304891	18305010	+	120	19	42	14	9	17	22	17	20
transcript:AT4G09845.1	4	18305108	18305210	+	103	16	22	17	20	16	12	14	7
transcript:AT4G39363.1	4	18305256	18305375	+	120	34	33	31	36	22	26	36	28
transcript:AT4G39364.1	4	18305415	18305536	+	122	22	32	30	21	21	34	31	23
transcript:AT4G39366.1	4	18305585	18305704	+	120	30	29	35	18	25	21	35	31
transcript:AT5G00750.1	5	142346	142489	-	144	3	1	2	2	0	7	1	0
transcript:AT5G00755.1	5	142551	142633	-	83	0	1	4	3	1	5	4	0
transcript:AT5G00760.1	5	146303	146377	-	75	4	1	0	3	3	7	2	4
transcript:AT5G00765.1	5	146623	146741	-	119	2	1	3	0	4	2	2	0
transcript:AT5G01135.1	5	1808562	1808716	+	155	0	0	0	0	0	1	2	0
transcript:AT5G01145.1	5	1808757	1808911	+	155	0	0	0	0	2	4	0	0
transcript:AT5G01165.1	5	1867605	1867678	-	74	3	1	4	7	6	5	6	2
transcript:AT5G01195.1	5	1867740	1867831	-	92	4	2	8	4	8	12	12	1
transcript:AT5G01495.1	5	2632300	2632416	-	117	1	4	2	0	2	0	0	4
transcript:AT5G01505.1	5	2632524	2632665	-	142	3	3	0	3	5	1	0	0
transcript:AT5G01515.1	5	2632770	2632923	-	154	0	2	0	2	0	3	0	1
transcript:AT5G01785.1	5	3343371	3343521	+	151	4	4	1	7	3	9	0	4
transcript:AT5G10572.1	5	3343593	3343725	+	133	13	6	5	10	6	4	3	2
transcript:AT5G13225.1	5	4222003	4222085	-	83	1	3	3	2	0	0	4	2
transcript:AT5G02295.1	5	4866316	4866393	+	78	0	0	0	0	0	0	0	0
transcript:AT5G02305.1	5	4866462	4866538	+	77	1	0	2	0	0	1	0	0
transcript:AT5G02315.1	5	4866592	4866655	+	64	0	1	4	3	0	0	2	1
transcript:AT5G02325.1	5	4866720	4866816	+	97	2	2	4	4	0	2	6	7
transcript:AT5G02565.1	5	5448918	5449170	+	253	10	17	19	26	26	34	4	18
transcript:AT5G02575.1	5	5449240	5449529	+	290	13	14	28	13	23	37	17	6
transcript:AT5G02655.1	5	5674183	5674279	-	97	0	1	0	0	7	0	1	2
transcript:AT5G02665.1	5	5674408	5674499	-	92	2	3	6	0	4	5	2	2
transcript:AT5G02675.1	5	5674579	5674672	-	94	2	0	2	0	2	0	2	0
transcript:AT5G02915.1	5	6177776	6177891	+	116	0	1	2	2	0	1	0	1
transcript:AT5G04425.1	5	9816530	9816667	+	138	6	6	4	0	1	9	3	2
transcript:AT5G04545.1	5	9874726	9874881	-	156	5	13	7	9	16	17	5	11
transcript:AT5G04945.1	5	11484896	11484914	-	19	0	0	0	0	0	0	0	0
transcript:AT5G05375.1	5	14710595	14710697	-	103	0	0	0	0	0	0	0	0
transcript:AT5G05385.1	5	14710749	14710848	-	100	0	0	0	0	0	0	0	0
transcript:AT5G06115.1	5	16424246	16424389	+	144	4	3	2	0	0	2	0	1
transcript:AT5G41471.1	5	16598796	16598905	+	110	18	12	17	26	33	27	5	6
transcript:AT5G06305.1	5	16975699	16975782	-	84	0	0	0	1	0	8	3	0
transcript:AT5G06565.1	5	17840026	17840123	+	98	0	0	1	0	0	0	0	0
transcript:AT5G44286.1	5	17840220	17840304	+	85	0	2	0	0	3	0	0	0
transcript:AT5G06825.1	5	18833820	18833896	+	77	3	3	4	0	1	4	1	2
transcript:AT5G06835.1	5	18866218	18866362	+	145	0	0	1	3	1	0	0	0
transcript:AT5G07095.1	5	19624548	19624687	+	140	10	6	16	8	23	7	4	3
transcript:AT5G07105.1	5	19624720	19624869	+	150	1	2	4	4	3	5	0	1
transcript:AT5G07725.1	5	20795723	20795828	+	106	4	5	3	1	5	9	11	4
transcript:AT5G51174.1	5	20795936	20796051	+	116	0	3	3	2	1	13	2	6
transcript:AT5G07735.1	5	20796128	20796227	+	100	0	0	2	0	0	4	0	1
transcript:AT5G52471.1	5	21295736	21295809	+	74	4	2	2	11	3	12	2	1
transcript:AT5G53902.1	5	21887966	21888667	+	702	25	18	21	23	43	44	19	32
transcript:AT5G54075.1	5	21945349	21945709	-	361	24	22	14	32	40	49	25	32
transcript:AT5G08495.1	5	22828549	22828703	+	155	9	11	7	6	9	22	6	9
transcript:AT5G08515.1	5	22828809	22828897	+	89	7	15	13	15	18	6	4	5
transcript:AT5G08525.1	5	22828963	22829045	+	83	7	6	4	5	5	1	3	3
transcript:AT5G08805.1	5	23440301	23440406	+	106	0	3	0	1	3	0	1	0
transcript:AT5G58595.1	5	23682880	23682963	-	84	0	0	0	3	1	1	0	0
transcript:AT5G08850.1	5	23683020	23683106	-	87	0	0	0	0	0	0	0	0
transcript:AT5G08860.1	5	23683176	23683262	-	87	0	2	1	1	1	8	1	0
transcript:AT5G08865.1	5	23683307	23683445	-	139	1	2	2	5	2	11	8	3
transcript:AT5G09000.1	5	24709074	24709141	-	68	0	0	0	0	0	0	0	0
transcript:AT5G09005.1	5	24709217	24709297	-	81	0	0	0	0	0	0	0	0
transcript:AT5G09020.1	5	24782700	24782799	-	100	0	0	0	0	2	0	0	0
