# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "lnc_RNA" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_lnc_RNA.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
transcript:AT1G04743.1	1	3204309	3205338	+	1030	2	10	2	3	0	4	0	0
transcript:AT1G04747.1	1	3212812	3213011	+	200	0	0	0	0	0	0	0	0
transcript:AT1G04753.1	1	3247779	3248058	-	280	0	0	0	0	0	0	0	0
transcript:AT1G04763.1	1	3302153	3302419	-	267	2	0	0	0	0	0	0	0
transcript:AT1G04767.1	1	3302720	3303760	-	1041	5	17	10	10	0	5	15	25
transcript:AT1G04773.1	1	3305948	3306688	+	741	65	77	57	53	139	85	72	114
transcript:AT1G04783.1	1	3361410	3362012	-	603	0	0	0	0	0	0	0	0
transcript:AT1G04787.1	1	3406209	3406622	+	414	0	0	0	0	0	0	0	0
transcript:AT1G04793.1	1	3422720	3423058	+	339	0	0	0	0	0	0	0	0
transcript:AT1G04797.1	1	3470451	3470918	-	468	7	2	6	0	2	0	2	4
transcript:AT1G04803.1	1	3472127	3472558	+	432	9	11	21	17	11	31	7	15
transcript:AT1G04807.1	1	3514770	3515346	+	577	0	0	2	0	0	2	0	0
transcript:AT1G04813.1	1	3529514	3529759	-	246	0	0	0	0	0	0	0	0
transcript:AT1G04817.1	1	3575377	3575814	+	438	0	4	4	4	2	2	0	0
transcript:AT1G04823.1	1	3611490	3612255	-	766	34	57	72	43	31	27	40	66
transcript:AT1G04827.1	1	3615292	3616091	+	800	45	59	35	43	74	63	44	50
transcript:AT1G04833.1	1	3681804	3684151	-	2348	1067	1347	851	1321	571	513	617	408
transcript:AT1G04837.1	1	3702554	3703796	-	1243	170	174	194	179	265	237	176	197
transcript:AT1G04847.1	1	3840833	3841171	-	339	0	0	0	2	0	0	0	2
transcript:AT1G04853.1	1	3874538	3874895	-	358	89	106	82	83	51	43	115	108
transcript:AT1G04857.1	1	3891770	3891972	-	203	0	0	0	2	0	2	0	0
transcript:AT1G04863.1	1	3937246	3937780	-	535	0	0	0	0	0	0	0	0
transcript:AT1G04873.1	1	3951432	3951671	-	240	60	81	65	49	53	43	75	60
transcript:AT1G04877.1	1	3960944	3961245	+	302	1	5	5	6	1	3	10	6
transcript:AT1G04883.1	1	3967959	3968238	-	280	54	52	49	67	35	40	34	58
transcript:AT1G04887.1	1	3975947	3977255	-	1309	0	0	0	0	0	0	0	0
transcript:AT1G04893.1	1	3991393	3991738	+	346	8	14	15	23	10	13	15	16
transcript:AT1G04913.1	1	4011060	4011493	-	434	16	14	11	17	26	20	17	14
transcript:AT1G04917.1	1	4013195	4013918	+	724	28	34	17	37	45	48	34	47
transcript:AT1G04923.1	1	4068821	4069413	-	593	0	0	0	0	0	0	0	0
transcript:AT1G04927.1	1	4122066	4122474	-	409	30	44	32	35	55	56	29	46
transcript:AT1G04933.1	1	4123641	4124165	+	525	0	0	0	0	0	0	0	0
transcript:AT1G04933.2	1	4123641	4125090	+	1450	28	29	20	20	17	16	9	17
transcript:AT1G04937.1	1	4168884	4169086	-	203	0	0	0	0	0	0	0	0
transcript:AT1G04943.1	1	4191063	4191268	-	206	0	0	0	0	0	0	0	0
transcript:AT1G04947.1	1	4191471	4191780	+	310	0	0	0	0	0	0	0	0
transcript:AT1G04953.1	1	4257863	4258637	+	775	66	36	27	57	72	35	54	49
transcript:AT1G04957.1	1	4261918	4262359	+	442	0	0	0	0	0	0	0	0
transcript:AT1G04963.1	1	4289280	4289536	+	257	0	0	0	0	0	0	0	0
transcript:AT1G04967.1	1	4338942	4339323	-	382	0	0	0	0	0	0	0	0
transcript:AT1G04973.1	1	4367768	4368493	-	726	39	64	44	44	36	48	41	60
transcript:AT1G04977.1	1	4368980	4369617	+	638	343	387	386	430	293	322	245	291
transcript:AT1G04983.1	1	4391438	4391675	+	238	0	1	4	0	0	1	0	0
transcript:AT1G04987.1	1	4457271	4457513	-	243	0	0	0	0	0	0	0	0
transcript:AT1G04997.1	1	4526960	4527364	-	405	0	0	0	2	0	0	5	0
transcript:AT1G05003.1	1	4532193	4532450	-	258	0	0	0	0	0	0	0	0
transcript:AT1G05007.1	1	4580080	4580364	-	285	0	0	0	0	0	0	0	0
transcript:AT1G05013.1	1	4611526	4611773	+	248	0	0	0	0	0	0	0	0
transcript:AT1G13448.1	1	4612243	4612929	+	687	18	35	20	36	21	20	42	37
transcript:AT1G05017.1	1	4693764	4693985	-	222	9	14	15	25	17	10	28	19
transcript:AT1G05023.1	1	4694951	4695230	+	280	53	33	43	42	39	26	43	31
transcript:AT1G05027.1	1	4697501	4698167	-	667	2	0	0	2	0	0	0	0
transcript:AT1G05033.1	1	4714570	4715063	-	494	54	49	44	81	38	61	53	77
transcript:AT1G05037.1	1	4772747	4772952	-	206	0	0	0	0	0	0	0	0
transcript:AT1G05043.1	1	4800688	4801256	+	569	19	9	30	14	39	38	11	13
transcript:AT1G05047.1	1	4805676	4806123	+	448	175	183	229	218	105	150	164	145
transcript:AT1G05053.1	1	4832651	4832858	+	208	0	0	0	0	0	0	0	0
transcript:AT1G05067.1	1	4902919	4903476	+	558	0	0	0	0	0	0	0	0
transcript:AT1G05073.1	1	4902989	4903303	-	315	0	0	0	0	0	0	0	0
transcript:AT1G05077.1	1	4915883	4916216	-	334	11	27	19	21	43	30	9	8
transcript:AT1G05083.1	1	4920783	4921480	+	698	15	16	12	10	17	15	20	24
transcript:AT1G05093.1	1	4953017	4953522	+	506	2	2	1	2	4	0	2	4
transcript:AT1G05097.1	1	4994639	4994874	-	236	0	0	0	0	0	0	0	0
transcript:AT1G05103.1	1	4996758	4997068	+	311	0	0	0	0	0	0	0	0
transcript:AT1G05107.1	1	4996867	4997187	-	321	2	0	10	0	1	2	0	3
transcript:AT1G05113.1	1	5036521	5036720	+	200	0	0	0	0	0	0	0	0
transcript:AT1G05117.1	1	5051298	5051561	+	264	0	0	0	0	0	0	0	0
transcript:AT1G05123.1	1	5102981	5103303	+	323	28	46	58	60	48	58	32	49
transcript:AT1G05127.1	1	5131512	5131859	+	348	0	0	0	0	0	0	0	0
transcript:AT1G05133.1	1	5146658	5147266	+	609	0	0	0	0	0	0	0	0
transcript:AT1G15002.1	1	5168516	5170571	-	2056	252	283	445	389	164	196	331	286
transcript:AT1G05143.1	1	5178738	5179002	-	265	21	33	23	27	47	39	38	28
transcript:AT1G05147.1	1	5180695	5181247	+	553	199	178	88	65	1406	790	615	150
transcript:AT1G05153.1	1	5191674	5192677	+	1004	30	32	63	30	69	50	30	32
transcript:AT1G15175.1	1	5222729	5224055	-	1327	0	0	0	0	0	0	0	0
transcript:AT1G15175.3	1	5222729	5224143	-	1415	0	0	0	0	0	0	0	0
transcript:AT1G15175.2	1	5222729	5224143	-	1415	0	0	0	0	0	0	0	0
transcript:AT1G05163.1	1	5297847	5298571	-	725	49	20	59	30	21	58	41	37
transcript:AT1G05173.1	1	5356374	5356587	+	214	0	0	0	0	0	0	0	0
transcript:AT1G05177.1	1	5396178	5396631	-	454	2	0	0	0	0	0	0	0
transcript:AT1G05183.1	1	5402553	5403853	+	1301	363	346	138	126	117	102	195	154
transcript:AT1G05187.1	1	5406134	5407357	-	1224	67	71	91	73	79	44	65	78
transcript:AT1G05193.1	1	5410578	5410827	-	250	0	0	0	0	0	0	0	0
transcript:AT1G05197.1	1	5421188	5421431	+	244	0	0	0	0	0	0	0	0
transcript:AT1G05203.1	1	5445341	5445782	-	442	36	69	60	57	71	67	45	57
transcript:AT1G05207.1	1	5447212	5447569	+	358	756	831	1103	1302	573	817	782	640
transcript:AT1G05213.1	1	5479274	5481730	-	2457	446	529	619	554	1273	1119	463	509
transcript:AT1G05217.1	1	5521653	5521896	-	244	0	0	0	0	0	0	0	0
transcript:AT1G05223.1	1	5552868	5553111	+	244	0	0	0	0	0	0	0	0
transcript:AT1G05227.1	1	5628923	5629213	+	291	4	2	6	0	0	2	2	1
transcript:AT1G16489.1	1	5629183	5631029	+	1847	0	0	0	0	0	0	0	0
transcript:AT1G16489.2	1	5629194	5631131	+	1938	0	0	0	0	0	0	0	0
transcript:AT1G16489.3	1	5629264	5630905	+	1642	0	0	0	0	0	0	0	0
transcript:AT1G16489.4	1	5629640	5631088	+	1449	0	0	0	0	0	0	0	0
transcript:AT1G05233.1	1	5642764	5642985	+	222	0	0	0	0	0	0	0	0
transcript:AT1G05237.1	1	5646666	5646969	+	304	0	0	0	0	0	0	0	0
transcript:AT1G05243.1	1	5668441	5668939	-	499	12	20	14	28	38	28	22	27
transcript:AT1G05253.1	1	5723094	5723466	-	373	480	510	396	554	305	282	366	483
transcript:AT1G05263.1	1	5733333	5733554	-	222	0	0	0	0	0	0	0	0
transcript:AT1G05267.1	1	5757508	5758384	+	877	10	22	11	13	21	28	11	18
transcript:AT1G05277.1	1	5777100	5777828	+	729	111	110	141	132	170	135	103	125
transcript:AT1G05283.1	1	5828817	5829035	-	219	2	2	11	2	13	15	0	6
transcript:AT1G05287.1	1	5837499	5837891	-	393	25	35	46	46	62	36	56	63
transcript:AT1G05293.1	1	5855473	5855751	-	279	23	24	39	46	52	25	21	36
transcript:AT1G05297.1	1	5857935	5858271	+	337	8	9	14	11	14	6	6	10
transcript:AT1G17232.1	1	5890616	5895132	-	4517	104	102	55	65	87	94	90	96
transcript:AT1G17232.2	1	5891324	5894334	-	3011	0	0	0	0	0	0	0	0
transcript:AT1G17255.1	1	5899972	5903641	+	3670	0	0	0	0	0	0	0	0
transcript:AT1G17255.2	1	5899982	5903773	+	3792	0	0	0	0	0	0	0	4
transcript:AT1G05303.1	1	5946498	5946759	-	262	7	12	14	15	11	10	7	5
transcript:AT1G05307.1	1	5962530	5962906	+	377	0	0	0	0	0	0	0	0
transcript:AT1G05313.1	1	5975212	5975631	-	420	0	0	0	0	0	0	0	0
transcript:AT1G05317.1	1	6103076	6103654	-	579	16	22	24	19	177	141	17	18
transcript:AT1G05323.1	1	6106370	6106594	-	225	0	0	0	0	0	0	0	0
transcript:AT1G05327.1	1	6106381	6107119	-	739	11	6	9	12	11	11	9	9
transcript:AT1G05333.1	1	6131064	6131525	-	462	4	3	4	3	2	1	6	2
transcript:AT1G05333.2	1	6131554	6135345	-	3792	274	315	328	312	607	491	245	295
transcript:AT1G05337.1	1	6142402	6142830	-	429	67	69	67	79	64	45	53	73
transcript:AT1G05343.1	1	6146600	6146804	+	205	20	14	15	25	14	24	12	17
transcript:AT1G05347.1	1	6149305	6150189	-	885	731	944	784	774	2562	2201	721	882
transcript:AT1G05357.1	1	6165457	6165736	+	280	1	2	0	2	0	3	2	3
transcript:AT1G05363.1	1	6205909	6206145	-	237	9	14	16	17	16	3	15	8
transcript:AT1G05367.1	1	6208146	6208461	+	316	3	0	0	0	0	0	0	0
transcript:AT1G05373.1	1	6219399	6219615	+	217	0	0	0	0	0	0	0	0
transcript:AT1G05377.1	1	6219474	6219730	-	257	0	0	0	0	0	0	0	0
transcript:AT1G05383.1	1	6228598	6229147	+	550	0	0	3	2	7	3	0	0
transcript:AT1G05387.1	1	6269849	6270159	+	311	0	0	0	0	0	0	0	0
transcript:AT1G05397.1	1	6271817	6272422	-	606	2	4	0	8	6	12	4	4
transcript:AT1G18382.1	1	6325873	6326732	-	860	82	98	45	71	218	136	115	91
transcript:AT1G18415.2	1	6342940	6345787	-	2848	0	0	0	0	0	0	0	0
transcript:AT1G18415.1	1	6342940	6345787	-	2848	0	0	0	0	0	0	0	0
transcript:AT1G05407.1	1	6449229	6449459	-	231	0	0	0	0	0	0	0	0
transcript:AT1G05413.1	1	6449436	6449681	+	246	0	0	0	0	0	0	0	0
transcript:AT1G18735.1	1	6461367	6462327	-	961	661	829	711	858	391	492	615	730
transcript:AT1G05443.1	1	6500050	6500381	+	332	0	4	0	2	2	0	2	0
