# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "ncRNA_gene" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_ncRNA_gene.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
gene:AT1G04587	1	2297262	2297552	+	291	38	35	37	38	42	53	27	45
gene:AT1G04593	1	2321382	2321961	+	580	0	0	0	0	0	0	0	0
gene:AT1G04597	1	2334333	2334599	+	267	0	0	0	0	0	0	0	0
gene:AT1G07580	1	2334822	2334894	+	73	0	0	0	0	0	0	0	0
gene:AT1G04603	1	2340559	2341109	+	551	0	0	0	0	0	0	0	0
gene:AT1G04607	1	2348027	2348447	-	421	0	0	0	0	0	0	0	0
gene:AT1G07702	1	2382251	2382331	-	81	11	30	14	15	30	28	16	16
gene:AT1G04623	1	2394236	2394474	-	239	0	0	0	0	0	0	0	0
gene:AT1G07728	1	2394985	2397399	+	2415	214	213	259	215	233	297	254	264
gene:AT1G07760	1	2406834	2406905	-	72	0	0	0	0	0	0	0	0
gene:AT1G08115	1	2538074	2538238	-	165	7	9	14	6	4	13	13	16
gene:AT1G04643	1	2538664	2539548	-	885	20	22	9	13	14	5	16	19
gene:AT1G08240	1	2588525	2588596	+	72	0	0	0	0	0	0	0	0
gene:AT1G04647	1	2620439	2621546	+	1108	188	245	144	261	167	168	260	149
gene:AT1G04653	1	2629836	2630042	+	207	0	0	0	0	0	0	0	0
gene:AT1G08592	1	2718616	2721910	-	3295	282	328	234	296	190	253	289	396
gene:AT1G04657	1	2736598	2736830	-	233	6	9	8	12	12	5	2	4
gene:AT1G04667	1	2825588	2825978	+	391	0	0	0	0	0	0	0	0
gene:AT1G08870	1	2846536	2846608	-	73	0	0	0	0	0	0	0	0
gene:AT1G04673	1	2861646	2861854	-	209	0	0	0	0	0	0	0	0
gene:AT1G04677	1	2864583	2865011	-	429	0	0	0	0	0	0	0	0
gene:AT1G04683	1	2865518	2865792	-	275	0	0	0	0	0	0	0	0
gene:AT1G08950	1	2879303	2879374	+	72	0	0	0	0	0	0	0	0
gene:AT1G09110	1	2939417	2939488	+	72	0	0	0	0	0	0	0	0
gene:AT1G04687	1	2987676	2987995	-	320	0	0	0	0	0	0	0	0
gene:AT1G04693	1	2987676	2988104	+	429	0	0	0	0	0	0	0	0
gene:AT1G04697	1	3031497	3032139	-	643	6	3	9	8	8	10	6	5
gene:AT1G09421	1	3038631	3039326	+	696	91	91	66	68	124	84	73	57
gene:AT1G04703	1	3083820	3084222	+	403	0	0	0	0	0	0	2	0
gene:AT1G04707	1	3111746	3112619	-	874	20	27	21	22	0	16	14	8
gene:AT1G04713	1	3125307	3125609	-	303	2	0	2	0	3	0	0	0
gene:AT1G04717	1	3131952	3132215	-	264	0	0	0	0	0	0	0	0
gene:AT1G04723	1	3173866	3174422	-	557	38	33	35	27	19	16	30	36
gene:AT1G04733	1	3180548	3180736	-	189	61	83	44	79	119	200	78	63
gene:AT1G04737	1	3202274	3202774	-	501	33	41	46	41	70	95	38	35
gene:AT1G04743	1	3204309	3205338	+	1030	2	10	2	3	0	4	0	0
gene:AT1G04747	1	3212812	3213011	+	200	0	0	0	0	0	0	0	0
gene:AT1G04753	1	3247779	3248058	-	280	0	0	0	0	0	0	0	0
gene:AT1G04763	1	3302153	3302419	-	267	2	0	0	0	0	0	0	0
gene:AT1G04767	1	3302720	3303760	-	1041	5	17	10	10	0	5	15	25
gene:AT1G04773	1	3305948	3306688	+	741	65	77	57	53	139	85	72	114
gene:AT1G04783	1	3361410	3362012	-	603	0	0	0	0	0	0	0	0
gene:AT1G04787	1	3406209	3406622	+	414	0	0	0	0	0	0	0	0
gene:AT1G04793	1	3422720	3423058	+	339	0	0	0	0	0	0	0	0
gene:AT1G10440	1	3431185	3431256	-	72	0	0	0	0	0	0	0	0
gene:AT1G04797	1	3470451	3470918	-	468	7	2	6	0	2	0	2	4
gene:AT1G04803	1	3472127	3472558	+	432	9	11	21	17	11	31	7	15
gene:AT1G04807	1	3514770	3515346	+	577	0	0	2	0	0	2	0	0
gene:AT1G04813	1	3529514	3529759	-	246	0	0	0	0	0	0	0	0
gene:AT1G10682	1	3544913	3545614	-	702	630	728	769	827	924	967	660	612
gene:AT1G04817	1	3575377	3575814	+	438	0	4	4	4	2	2	0	0
gene:AT1G04823	1	3611490	3612255	-	766	34	57	72	43	31	27	40	66
gene:AT1G04827	1	3615292	3616091	+	800	45	59	35	43	74	63	44	50
gene:AT1G11010	1	3676607	3676691	+	85	0	2	0	0	0	0	0	0
gene:AT1G11030	1	3678775	3678848	-	74	0	0	0	0	0	0	0	0
gene:AT1G04833	1	3681804	3684151	-	2348	1067	1347	851	1321	571	513	617	408
gene:AT1G04837	1	3702554	3703796	-	1243	170	174	194	179	265	237	176	197
gene:AT1G11175	1	3744858	3745655	+	798	225	268	239	240	163	151	329	277
gene:AT1G11185	1	3749510	3750035	+	526	70	72	50	54	79	62	72	54
gene:AT1G04847	1	3840833	3841171	-	339	0	0	0	2	0	0	0	2
gene:AT1G04853	1	3874538	3874895	-	358	89	106	82	83	51	43	115	108
gene:AT1G11550	1	3881529	3881608	+	80	0	0	0	0	0	0	0	0
gene:AT1G04857	1	3891770	3891972	-	203	0	0	0	2	0	2	0	0
gene:AT1G11592	1	3895179	3896934	-	1756	201	162	142	133	137	133	145	171
gene:AT1G11640	1	3914622	3914700	-	79	0	1	0	1	0	1	0	0
gene:AT1G04863	1	3937246	3937780	-	535	0	0	0	0	0	0	0	0
gene:AT1G04867	1	3943179	3943430	+	252	0	0	0	0	0	0	0	0
gene:AT1G04873	1	3951432	3951671	-	240	60	81	65	49	53	43	75	60
gene:AT1G04877	1	3960944	3961245	+	302	1	5	5	6	1	3	10	6
gene:AT1G11735	1	3961348	3961464	-	117	2	2	3	8	1	0	0	4
gene:AT1G04883	1	3967959	3968238	-	280	54	52	49	67	35	40	34	58
gene:AT1G04887	1	3975947	3977255	-	1309	0	0	0	0	0	0	0	0
gene:AT1G04893	1	3991393	3991738	+	346	8	14	15	23	10	13	15	16
gene:AT1G04897	1	4006868	4007020	-	153	4	0	2	0	2	0	0	0
gene:AT1G04907	1	4007237	4007396	-	160	0	2	2	0	4	0	2	0
gene:AT1G04913	1	4011060	4011493	-	434	16	14	11	17	26	20	17	14
gene:AT1G04917	1	4013195	4013918	+	724	28	34	17	37	45	48	34	47
gene:AT1G12013	1	4058287	4058416	+	130	1	2	2	0	2	6	0	2
gene:AT1G12015	1	4058487	4058576	+	90	0	0	0	0	0	0	0	0
gene:AT1G04923	1	4068821	4069413	-	593	0	0	0	0	0	0	0	0
gene:AT1G04927	1	4122066	4122474	-	409	30	44	32	35	55	56	29	46
gene:AT1G04933	1	4123641	4125090	+	1450	36	40	27	28	21	23	14	18
gene:AT1G04937	1	4168884	4169086	-	203	0	0	0	0	0	0	0	0
gene:AT1G12294	1	4182132	4182299	-	168	2	0	0	2	2	0	1	2
gene:AT1G04943	1	4191063	4191268	-	206	0	0	0	0	0	0	0	0
gene:AT1G04947	1	4191471	4191780	+	310	0	0	0	0	0	0	0	0
gene:AT1G04953	1	4257863	4258637	+	775	66	36	27	57	72	35	54	49
gene:AT1G04957	1	4261918	4262359	+	442	0	0	0	0	0	0	0	0
gene:AT1G12510	1	4266988	4267061	-	74	0	0	1	0	0	0	0	0
gene:AT1G12590	1	4285887	4285958	-	72	0	0	0	0	0	0	0	0
gene:AT1G04963	1	4289280	4289536	+	257	0	0	0	0	0	0	0	0
gene:AT1G04967	1	4338942	4339323	-	382	0	0	0	0	0	0	0	0
gene:AT1G04973	1	4367768	4368493	-	726	39	64	44	44	36	48	41	60
gene:AT1G04977	1	4368980	4369617	+	638	343	387	386	430	293	322	245	291
gene:AT1G04983	1	4391438	4391675	+	238	0	1	4	0	0	1	0	0
gene:AT1G13010	1	4440214	4440286	+	73	0	0	1	0	0	0	0	1
gene:AT1G04987	1	4457271	4457513	-	243	0	0	0	0	0	0	0	0
gene:AT1G13240	1	4522709	4522782	-	74	0	0	0	0	0	0	0	0
gene:AT1G04993	1	4525271	4525360	-	90	0	0	0	0	0	0	0	0
gene:AT1G04997	1	4526960	4527364	-	405	0	0	0	2	0	0	5	0
gene:AT1G05003	1	4532193	4532450	-	258	0	0	0	0	0	0	0	0
gene:AT1G05007	1	4580080	4580364	-	285	0	0	0	0	0	0	0	0
gene:AT1G05013	1	4611526	4611773	+	248	0	0	0	0	0	0	0	0
gene:AT1G13448	1	4612243	4612929	+	687	18	35	20	36	21	20	42	37
gene:AT1G05017	1	4693764	4693985	-	222	9	14	15	25	17	10	28	19
gene:AT1G05023	1	4694951	4695230	+	280	53	33	43	42	39	26	43	31
gene:AT1G05027	1	4697501	4698167	-	667	2	0	0	2	0	0	0	0
gene:AT1G13720	1	4709635	4709706	+	72	0	0	0	0	0	0	0	0
gene:AT1G05033	1	4714570	4715063	-	494	54	49	44	81	38	61	53	77
gene:AT1G13840	1	4741999	4742071	+	73	0	0	0	0	0	0	0	0
gene:AT1G13850	1	4743095	4743167	+	73	0	0	0	0	0	0	0	0
gene:AT1G05037	1	4772747	4772952	-	206	0	0	0	0	0	0	0	0
gene:AT1G05043	1	4800688	4801256	+	569	19	9	30	14	39	38	11	13
gene:AT1G05047	1	4805676	4806123	+	448	175	183	229	218	105	150	164	145
gene:AT1G14071	1	4820355	4820549	-	195	9	6	3	12	2	6	6	4
gene:AT1G05053	1	4832651	4832858	+	208	0	0	0	0	0	0	0	0
gene:AT1G05057	1	4842275	4842469	+	195	10	11	13	11	18	48	28	25
gene:AT1G05067	1	4902919	4903476	+	558	0	0	0	0	0	0	0	0
gene:AT1G05073	1	4902989	4903303	-	315	0	0	0	0	0	0	0	0
gene:AT1G05077	1	4915883	4916216	-	334	11	27	19	21	43	30	9	8
gene:AT1G05083	1	4920783	4921480	+	698	15	16	12	10	17	15	20	24
gene:AT1G05093	1	4953017	4953522	+	506	2	2	1	2	4	0	2	4
gene:AT1G14518	1	4966810	4967493	-	684	1	3	0	0	0	0	0	0
gene:AT1G05097	1	4994639	4994874	-	236	0	0	0	0	0	0	0	0
gene:AT1G05103	1	4996758	4997068	+	311	0	0	0	0	0	0	0	0
gene:AT1G05107	1	4996867	4997187	-	321	2	0	10	0	1	2	0	3
gene:AT1G05113	1	5036521	5036720	+	200	0	0	0	0	0	0	0	0
gene:AT1G05117	1	5051298	5051561	+	264	0	0	0	0	0	0	0	0
gene:AT1G05123	1	5102981	5103303	+	323	28	46	58	60	48	58	32	49
gene:AT1G05127	1	5131512	5131859	+	348	0	0	0	0	0	0	0	0
gene:AT1G05133	1	5146658	5147266	+	609	0	0	0	0	0	0	0	0
gene:AT1G15002	1	5168516	5170571	-	2056	252	282	445	389	164	195	330	286
gene:AT1G05137	1	5170210	5170307	-	98	0	0	0	0	0	0	0	0
gene:AT1G05143	1	5178738	5179002	-	265	21	33	23	27	47	39	38	28
gene:AT1G05147	1	5180695	5181247	+	553	199	178	88	65	1406	790	615	150
gene:AT1G15090	1	5189687	5189760	-	74	0	0	2	0	0	2	0	0
gene:AT1G05153	1	5191674	5192677	+	1004	30	32	63	30	69	50	30	32
gene:AT1G15175	1	5222729	5224143	-	1415	60	61	24	73	41	66	79	70
gene:AT1G05163	1	5297847	5298571	-	725	4	1	4	4	1	1	3	6
gene:AT1G15405	1	5297875	5298166	-	292	0	0	0	0	0	0	0	0
gene:AT1G15450	1	5309647	5309718	-	72	0	0	0	0	0	0	0	0
gene:AT1G05173	1	5356374	5356587	+	214	0	0	0	0	0	0	0	0
gene:AT1G15650	1	5380907	5380988	+	82	0	0	0	0	0	0	0	0
gene:AT1G05177	1	5396178	5396631	-	454	2	0	0	0	0	0	0	0
gene:AT1G05183	1	5402553	5403853	+	1301	363	346	138	126	117	102	195	154
gene:AT1G05187	1	5406134	5407357	-	1224	67	71	91	73	79	44	65	78
gene:AT1G05193	1	5410578	5410827	-	250	0	0	0	0	0	0	0	0
gene:AT1G05197	1	5421188	5421431	+	244	0	0	0	0	0	0	0	0
gene:AT1G05203	1	5445341	5445782	-	442	36	69	60	57	71	67	45	57
gene:AT1G05207	1	5447212	5447569	+	358	756	831	1103	1302	573	817	782	640
gene:AT1G05213	1	5479274	5481730	-	2457	446	529	619	554	1273	1119	463	509
gene:AT1G16100	1	5518062	5518134	-	73	0	0	0	0	0	0	0	0
