# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "miRNA" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_miRNA.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
transcript:at2g05605	2	4674427	4674698	+	272	0	0	0	0	0	0	0	0
transcript:at2g05615	2	4770538	4770646	+	109	0	0	0	0	0	0	0	0
transcript:at2g05815	2	5080634	5080714	+	81	1	0	4	1	0	1	3	1
transcript:at2g16145	2	7008520	7008599	+	80	0	0	0	0	0	0	0	0
transcript:at2g06665	2	7166817	7166975	+	159	0	0	0	0	0	0	0	0
transcript:at2g07195	2	8392449	8392608	-	160	0	1	0	0	0	1	0	0
transcript:at2g19425	2	8412516	8412618	-	103	0	0	0	0	0	0	0	0
transcript:at2g07205	2	8432648	8432796	+	149	0	0	0	0	0	0	0	0
transcript:at2g07315	2	8894932	8895006	+	75	0	0	0	0	0	0	0	0
transcript:at2g22496	2	9560761	9560923	+	163	0	3	1	0	0	3	0	0
transcript:at2g22668	2	9634957	9635113	-	157	0	1	0	0	0	0	0	0
transcript:at2g07895	2	9919984	9920197	+	214	0	0	0	0	0	0	0	0
transcript:at2g23347	2	9942151	9942335	-	185	2	4	3	5	0	7	1	2
transcript:at2g07915	2	10026910	10027050	+	141	0	0	0	0	0	0	0	0
transcript:at2g07910	2	10026910	10027050	-	141	0	0	0	0	0	0	0	0
transcript:at2g24103	2	10247206	10247462	+	257	0	0	0	0	0	0	0	0
transcript:at2g08015	2	10356782	10357163	+	382	0	0	0	0	0	0	0	0
transcript:at2g08035	2	10403230	10403370	+	141	0	0	0	0	0	0	0	0
transcript:at2g25011	2	10634280	10634616	-	337	0	0	0	0	0	0	0	0
transcript:at2g25095	2	10676451	10676573	-	123	1	7	0	0	5	1	4	2
transcript:at2g25171	2	10718096	10718198	+	103	0	0	0	0	0	0	0	0
transcript:at2g26211	2	11159660	11159845	+	186	1	1	2	6	3	2	3	2
transcript:at2g28056	2	11942914	11943015	-	102	0	0	0	0	0	0	0	0
transcript:at2g08235	2	11974711	11974881	-	171	28	25	47	57	55	33	45	40
transcript:at2g08275	2	12270179	12270373	-	195	0	0	0	0	0	0	0	0
transcript:at2g32273	2	13708748	13708864	-	117	0	0	0	0	0	0	0	0
transcript:at2g32698	2	13866205	13866467	+	263	0	0	0	0	0	0	0	0
transcript:at2g08555	2	14099959	14100149	+	191	16	13	19	12	6	9	8	9
transcript:at2g34202	2	14442978	14443077	-	100	0	2	1	0	7	16	4	2
transcript:at2g34204	2	14443504	14443612	+	109	0	0	0	0	0	0	0	0
transcript:at2g34208	2	14444997	14445114	+	118	0	0	0	0	0	0	0	0
transcript:at2g08855	2	15611870	15611982	+	113	2	0	1	2	1	0	2	0
transcript:at2g38325	2	16061954	16062060	+	107	0	0	0	0	0	0	0	0
transcript:at2g39175	2	16340279	16340363	+	85	1	0	0	0	0	0	0	0
transcript:at2g09080	2	16587970	16588110	-	141	0	0	0	0	0	0	0	0
transcript:at2g39885	2	16652101	16652233	+	133	0	0	0	0	0	2	0	0
transcript:at2g09120	2	16798584	16798870	+	287	0	0	0	0	0	0	0	0
transcript:at2g09150	2	16890446	16890567	+	122	2	1	0	0	0	0	0	0
transcript:at2g40805	2	17029701	17029899	+	199	0	0	0	0	0	0	0	0
transcript:at2g41616	2	17349437	17349574	-	138	0	0	0	0	0	0	0	0
transcript:at2g09340	2	17589020	17589087	-	68	15	10	18	26	26	64	20	20
transcript:at2g09670	2	18902541	18903035	+	495	4	0	2	1	1	4	0	2
transcript:at2g46255	2	18994632	18994856	+	225	0	0	0	0	0	0	0	0
transcript:at2g46685	2	19176108	19176277	+	170	5	2	0	5	1	2	3	5
transcript:at2g47015	2	19319814	19320031	+	218	34	36	34	30	39	22	26	32
transcript:at2g47275	2	19415052	19415186	+	135	0	0	0	0	0	0	1	0
transcript:at2g47585	2	19520752	19520864	+	113	0	0	0	0	0	0	0	2
transcript:at2g09995	2	19686957	19687039	+	83	0	0	0	1	0	0	1	2
transcript:at3g04765	3	1306622	1306781	-	160	0	1	0	1	0	0	0	0
transcript:at3g09285	3	2854284	2854442	+	159	0	0	1	0	0	0	0	0
transcript:at3g10745	3	3366331	3366430	-	100	0	2	2	0	0	1	2	2
transcript:at3g11435	3	3599776	3599908	-	133	0	0	0	0	0	0	0	0
transcript:at3g13405	3	4358994	4359219	-	226	4	5	20	19	2	0	6	17
transcript:at3g13724	3	4496775	4496965	-	191	1	1	0	0	0	0	1	0
transcript:at3g14385	3	4805684	4805850	-	167	0	2	0	0	0	0	0	0
transcript:at3g03235	3	5496985	5497119	-	135	0	0	0	0	0	0	0	0
transcript:at3g03245	3	5500032	5500152	-	121	0	0	0	0	0	0	0	0
transcript:at3g03255	3	5500037	5500147	+	111	0	0	0	0	0	0	0	0
transcript:at3g03625	3	6217476	6217600	+	125	0	4	10	7	3	0	7	4
transcript:at3g18217	3	6244500	6244716	-	217	4	10	5	1	4	15	3	11
transcript:at3g18827	3	6488234	6488426	+	193	0	0	0	0	0	0	0	0
transcript:at3g18895	3	6516218	6516290	+	73	0	0	0	0	0	0	0	0
transcript:at3g22886	3	8108072	8108209	+	138	9	7	2	2	2	0	4	3
transcript:at3g23125	3	8236153	8236254	+	102	0	0	0	1	0	0	0	1
transcript:at3g23326	3	8346367	8346656	+	290	3	0	1	0	0	2	2	0
transcript:at3g04655	3	8836256	8836384	+	129	0	0	0	0	0	0	0	0
transcript:at3g26812	3	9871960	9872165	-	206	2	2	0	2	0	0	0	0
transcript:at3g26813	3	9872333	9872553	-	221	0	0	0	0	0	0	0	1
transcript:at3g26815	3	9875525	9875737	-	213	0	0	2	3	0	2	2	0
transcript:at3g26816	3	9875893	9876103	-	211	0	0	0	0	0	0	0	0
transcript:at3g26818	3	9878168	9878379	-	212	0	0	5	5	5	4	0	3
transcript:at3g26819	3	9878540	9878754	-	215	0	0	0	0	2	0	0	0
transcript:at3g05515	3	10706765	10706908	+	144	0	0	1	0	0	0	0	0
transcript:at3g05985	3	11747715	11747831	-	117	0	0	0	0	0	0	0	0
transcript:at3g06345	3	14196774	14197147	+	374	124	104	135	136	121	49	145	104
transcript:at3g06445	3	14742421	14742804	+	384	0	0	1	5	0	2	0	0
transcript:at3g06595	3	15336705	15337170	-	466	0	0	0	0	0	0	0	0
transcript:at3g44444	3	16072449	16072637	-	189	0	0	0	0	0	0	0	0
transcript:at3g07065	3	16538489	16538625	-	137	0	0	0	0	0	0	0	0
transcript:at3g07095	3	16589414	16589526	-	113	0	0	0	0	0	0	0	0
transcript:at3g07515	3	17178447	17178608	+	162	0	2	0	0	0	0	0	0
transcript:at3g07685	3	17402762	17402873	-	112	0	0	0	0	0	0	0	0
transcript:at3g07695	3	17418776	17419220	+	445	0	0	0	0	0	0	0	0
transcript:at3g07755	3	17469946	17470020	-	75	0	0	0	0	0	0	0	0
transcript:at3g48057	3	17742098	17742302	+	205	0	0	0	0	0	0	0	0
transcript:at3g48201	3	17838135	17838266	-	132	0	2	0	0	0	2	0	1
transcript:at3g08150	3	18843649	18843723	-	75	0	0	0	0	0	1	0	0
transcript:at3g51375	3	19073434	19073556	+	123	0	0	0	0	1	0	0	0
transcript:at3g08285	3	19544751	19545106	+	356	0	0	0	0	0	0	0	0
transcript:at3g53015	3	19659301	19659413	-	113	0	0	0	0	0	0	0	0
transcript:at3g53016	3	19659532	19659715	-	184	0	0	0	0	0	0	0	0
transcript:at3g55512	3	20587904	20588027	+	124	0	0	0	0	0	0	0	0
transcript:at3g55734	3	20691647	20691806	+	160	0	3	0	0	0	0	0	0
transcript:at3g59884	3	22122760	22122936	-	177	5	3	1	0	4	7	1	0
transcript:at3g09515	3	22537283	22537417	+	135	1	0	1	0	0	0	0	1
transcript:at3g09615	3	22678152	22678279	+	128	7	4	5	5	2	5	0	6
transcript:at3g61897	3	22922206	22922325	+	120	4	8	6	1	9	5	1	1
transcript:at3g63375	3	23406168	23406276	+	109	9	8	12	3	1	1	5	6
transcript:at4g00885	4	369831	370012	-	182	0	0	0	0	0	0	0	0
transcript:at4g04095	4	1023912	1024149	+	238	0	0	0	0	0	0	0	0
transcript:at4g04125	4	1046804	1046983	-	180	733	972	524	706	3875	3769	1590	1304
transcript:at4g03039	4	1340479	1340656	+	178	0	0	0	0	0	0	0	0
transcript:at4g04365	4	1340521	1340614	-	94	0	0	0	0	0	0	0	0
transcript:at4g03438	4	1523306	1523503	-	198	1	1	0	0	0	1	0	0
transcript:at4g03445	4	1528134	1528370	-	237	16	6	10	5	5	2	8	13
transcript:at4g03455	4	1535426	1535661	-	236	0	0	2	0	0	2	0	0
transcript:at4g04825	4	2179000	2179122	+	123	0	1	0	0	0	0	0	0
transcript:at4g04835	4	2184135	2184629	+	495	0	0	0	2	1	6	0	2
transcript:at4g05105	4	2625950	2626056	+	107	0	0	2	0	0	0	0	0
transcript:at4g05508	4	2789656	2789741	-	86	0	0	0	0	0	0	0	1
transcript:at4g05305	4	4889421	4889914	+	494	0	0	0	0	0	0	0	0
transcript:at4g08116	4	5020237	5020486	-	250	0	0	0	0	0	0	0	0
transcript:at4g05415	4	5292626	5292820	-	195	0	0	0	0	0	0	0	0
transcript:at4g05455	4	5321227	5321643	+	417	0	0	0	0	0	0	0	0
transcript:at4g10345	4	6413010	6413342	+	333	0	0	0	0	0	0	0	0
transcript:at4g05800	4	6546647	6546827	-	181	0	0	0	0	0	0	0	0
transcript:at4g05855	4	6787003	6787153	-	151	0	0	1	0	0	0	0	0
transcript:at4g05860	4	6791301	6791470	-	170	0	0	0	0	0	0	0	0
transcript:at4g05925	4	7102461	7102632	-	172	0	0	0	0	0	0	0	0
transcript:at4g05930	4	7161853	7161963	-	111	0	0	0	0	0	0	0	0
transcript:at4g06075	4	7844496	7844688	+	193	1	0	2	7	5	0	2	7
transcript:at4g13493	4	7845707	7845927	+	221	34	32	71	67	37	29	35	40
transcript:at4g13494	4	7846597	7846899	+	303	24	31	73	77	44	32	35	58
transcript:at4g13554	4	7878185	7878561	-	377	1	2	2	2	11	3	0	0
transcript:at4g13555	4	7878652	7878760	-	109	0	0	2	0	4	2	0	0
transcript:at4g06110	4	7882765	7882889	-	125	1	6	3	4	0	0	5	1
transcript:at4g13564	4	7885251	7885462	-	212	0	1	3	3	0	0	2	7
transcript:at4g06130	4	7890570	7890719	-	150	0	4	3	0	0	0	1	0
transcript:at4g14504	4	8336166	8336373	+	208	5	4	6	7	4	1	5	0
transcript:at4g06260	4	8460516	8460662	+	147	0	2	0	0	2	0	0	0
transcript:at4g14811	4	8504141	8504314	-	174	0	0	0	0	0	0	0	0
transcript:at4g17788	4	9888982	9889070	+	89	4	4	4	1	3	0	0	2
transcript:at4g06865	4	10449329	10449409	+	81	1	1	1	2	2	3	7	4
transcript:at4g19395	4	10578635	10578772	+	138	3	3	2	3	0	4	10	1
transcript:at4g06915	4	10711558	10711762	-	205	0	0	0	0	0	0	0	0
transcript:at4g07000	4	11368752	11368874	+	123	0	0	0	0	0	0	0	0
transcript:at4g07005	4	11370263	11370325	+	63	0	0	0	0	0	0	0	0
transcript:at4g21362	4	11375364	11375481	+	118	0	0	0	0	0	0	0	0
transcript:at4g21595	4	11482879	11483257	-	379	0	0	0	0	0	0	0	0
transcript:at4g07080	4	11795177	11795275	+	99	0	0	6	0	3	6	0	0
transcript:at4g07100	4	11962901	11963078	-	178	0	1	0	0	0	0	0	0
transcript:at4g23375	4	12214069	12214167	-	99	0	0	0	0	0	0	0	0
transcript:at4g23387	4	12217406	12217568	-	163	0	0	0	0	0	0	0	2
transcript:at4g23713	4	12352956	12353131	+	176	1	0	2	1	0	0	0	0
transcript:at4g24415	4	12625094	12625782	+	689	11	16	29	19	43	47	15	20
transcript:at4g07565	4	13316754	13316927	-	174	0	0	0	0	0	0	0	0
transcript:at4g27765	4	13846971	13847161	+	191	1	1	1	0	0	0	1	0
transcript:at4g08335	4	14982320	14982545	+	226	20	14	17	21	20	21	20	26
transcript:at4g30972	4	15074899	15075081	+	183	0	0	1	1	0	0	0	0
transcript:at4g31877	4	15415418	15415521	-	104	2	2	8	6	2	0	1	2
transcript:at4g32445	4	15660370	15660475	+	106	0	2	1	0	0	0	0	0
transcript:at4g09735	4	18087205	18087442	+	238	0	0	0	0	0	0	0	0
transcript:at4g09925	4	18485438	18485531	-	94	66	95	83	88	98	127	61	75
transcript:at5g01747	5	287584	287736	+	153	3	3	5	7	0	0	1	1
transcript:at5g02035	5	400358	400524	+	167	0	0	0	0	0	0	0	0
transcript:at5g03552	5	897020	897356	-	337	46	36	33	24	38	36	36	42
transcript:at5g04275	5	1188207	1188301	-	95	0	0	0	0	0	0	0	0
transcript:at5g08185	5	2634905	2635044	-	140	6	3	6	11	5	3	3	4
transcript:at5g08210	5	2641426	2641674	-	249	28	55	39	51	38	43	23	51
transcript:at5g08712	5	2838635	2838773	+	139	1	0	0	0	0	1	0	0
transcript:at5g08717	5	2840622	2840734	+	113	0	0	0	0	0	0	0	0
transcript:at5g01735	5	3247228	3247424	-	197	0	0	0	0	0	0	0	0
transcript:at5g01745	5	3247236	3247432	+	197	0	0	0	0	0	1	0	0
transcript:at5g01755	5	3311962	3312070	-	109	0	0	0	0	0	0	0	0
transcript:at5g10945	5	3456632	3456749	-	118	0	2	0	1	0	0	1	0
transcript:at5g01915	5	3802714	3803062	+	349	15	19	24	47	20	11	9	12
transcript:at5g11977	5	3867207	3867313	+	107	1	0	0	0	0	0	2	0
transcript:at5g13887	5	4479397	4479591	-	195	3	0	0	0	0	0	2	2
transcript:at5g14545	5	4691022	4691137	+	116	38	38	79	99	6	20	55	70
transcript:at5g14565	5	4694694	4694808	+	115	0	2	19	20	3	13	4	5
transcript:at5g15833	5	5169990	5170131	+	142	0	0	0	0	0	2	0	0
transcript:at5g03145	5	6926005	6926446	+	442	0	0	0	0	0	0	0	0
transcript:at5g03225	5	7057157	7057231	+	75	0	0	0	0	0	0	0	0
transcript:at5g03265	5	7122566	7122688	-	123	1	2	5	3	5	9	3	0
transcript:at5g03305	5	7168870	7168969	+	100	0	0	0	0	0	0	0	0
transcript:at5g03425	5	7478569	7478673	-	105	0	1	0	0	0	0	0	0
transcript:at5g03475	5	7583055	7583403	-	349	4	12	3	6	6	0	7	2
transcript:at5g23065	5	7740598	7740708	-	111	0	0	0	0	1	0	2	0
transcript:at5g24825	5	8527469	8527649	+	181	0	0	0	0	0	0	0	0
transcript:at5g04145	5	9022836	9023326	+	491	0	0	0	0	0	0	0	0
transcript:at5g26038	5	9098791	9098916	+	126	72	94	124	144	187	181	85	76
transcript:at5g26147	5	9136106	9136237	+	132	0	0	0	0	0	0	0	0
transcript:at5g04255	5	9362559	9362655	-	97	0	0	0	0	1	0	0	0
transcript:at5g04415	5	9789582	9789666	+	85	176	140	161	161	302	490	126	165
transcript:at5g27807	5	9852674	9852775	+	102	2	4	0	1	0	0	0	2
transcript:at5g04915	5	10943902	10944062	+	161	0	0	0	0	0	0	0	0
transcript:at5g04935	5	11324370	11324590	-	221	0	0	0	0	0	0	0	3
transcript:at5g04955	5	11667797	11667879	+	83	0	0	0	0	0	0	0	0
transcript:at5g04965	5	11689861	11690081	-	221	0	0	0	0	0	0	0	0
transcript:at5g04975	5	11757140	11757222	-	83	0	0	0	0	0	0	0	0
transcript:at5g04985	5	11838096	11838316	+	221	0	0	0	0	0	0	0	0
transcript:at5g04995	5	11847719	11847939	+	221	0	0	0	0	0	0	0	0
transcript:at5g05005	5	11942467	11942687	+	221	0	0	0	0	0	0	0	0
transcript:at5g05035	5	12268507	12268697	+	191	0	0	0	0	0	0	0	0
transcript:at5g35407	5	13611798	13611932	+	135	0	2	0	0	0	0	0	0
transcript:at5g05185	5	13622416	13622838	+	423	0	0	0	0	0	0	0	0
transcript:at5g05315	5	14099737	14100205	+	469	0	0	0	0	0	0	0	0
transcript:at5g05505	5	14946671	14947169	-	499	0	0	0	0	0	0	0	0
transcript:at5g05915	5	15758105	15758192	+	88	0	0	0	0	0	0	0	0
transcript:at5g39635	5	15870590	15871000	-	411	2	0	0	0	0	0	2	0
transcript:at5g39693	5	15891579	15891873	-	295	0	0	0	0	0	0	1	0
transcript:at5g40384	5	16157823	16157948	-	126	0	0	0	0	0	0	4	0
transcript:at5g06105	5	16409804	16409862	-	59	0	0	0	0	0	0	0	0
transcript:at5g06175	5	16649994	16650138	+	145	0	0	0	0	0	0	0	0
transcript:at5g41663	5	16660469	16660640	-	172	1	0	1	0	0	0	1	1
