WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT1G28860.1	0	0	0	2	0.444196173702874	2.26383573422233	4.89117548208134	0.462840832948197	0.643478460260745	0.9872469907978	1	62
transcript:AT1G28870.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G28880.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G28890.1	3	0	1	2	1.36560510465536	-0.106783378149837	3.07513004196675	-0.0347248333216963	0.972299158738605	0.9872469907978	1	163
transcript:AT1G28900.1	0	1	0	0	0.268642482955885	-1.7067753236881	4.98595415622159	-0.342316690087964	0.732112576590372	0.9872469907978	1	82
transcript:AT1G28910.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G28920.1	0	1	2	2	1.14699989493311	1.75524259486008	3.3823602318537	0.518940170337243	0.60380246394651	0.9872469907978	1	54
transcript:AT1G28930.1	0	0	3	2	1.0954380311144	3.5677988750705	3.66592982757494	0.973231633686412	0.330438192047691	0.9872469907978	1	13
transcript:AT1G28940.1	0	1	0	1	0.490740569807322	-0.252327503012282	4.98392222579448	-0.0506282986733524	0.959621712655322	0.9872469907978	1	160
transcript:AT1G28950.1	2	0	0	1	0.691650294728313	-1.09628758033027	4.53464021571293	-0.241758447898806	0.808967337676913	0.9872469907978	1	137
transcript:AT1G28970.1	0	2	0	0	0.537284965911771	-2.72522370318789	4.88610950221481	-0.557749207616526	0.577015650880056	0.9872469907978	1	34
transcript:AT1G28980.1	0	3	0	2	1.25012362257053	-0.851391427099252	3.50015829493537	-0.243243692244202	0.807816621538717	0.9872469907978	1	136
transcript:AT1G28990.1	0	0	2	1	0.65625932512579	2.82877220495689	4.553142134494	0.621279134584113	0.534415979837396	0.9872469907978	1	26.5
transcript:AT1G29210.1	2	0	0	0	0.469552207876876	-2.54851973208226	4.89915752247512	-0.520195507164406	0.602927316455226	0.9872469907978	1	49.5
transcript:AT1G30430.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G30830.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G31110.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G32620.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G33370.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G36350.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G42120.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G43820.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G45234.1	0	2	1	2	1.19856175875182	0.316448556491172	3.26038371042545	0.0970586852950134	0.922679790258873	0.9872469907978	1	150
transcript:AT1G45238.1	0	0	1	0	0.217080619137177	1.2440379628351	4.99664863845466	0.248974473262111	0.803380527153948	0.9872469907978	1	128.5
transcript:AT1G45240.1	1	0	0	2	0.678972277641312	0.848321159398502	4.56339595577843	0.185896899506235	0.852525613659332	0.9872469907978	1	143
transcript:AT1G45242.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G45244.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G45246.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G48080.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G49020.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G49280.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G49460.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G49690.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G50070.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G50100.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G52170.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G52350.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G52860.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G53220.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G53410.1	14	8	11	18	11.82165769262	0.228226960468664	1.04359432978586	0.21869317794731	0.826889063570574	0.9872469907978	1	139
transcript:AT1G54670.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G55625.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56730.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56740.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56750.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56760.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56770.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56780.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56790.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56800.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56810.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56820.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56830.1	1	0	0	0	0.234776103938438	-1.60856922355777	4.99258056305201	-0.322191941270235	0.747307289190716	0.9872469907978	1	94.5
transcript:AT1G56840.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56850.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56860.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56870.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56880.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56890.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56900.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56910.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56920.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56930.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56940.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56950.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56960.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56970.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56980.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G56990.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57000.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57010.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57020.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57030.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57040.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57050.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57060.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57070.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57080.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57090.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57100.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57110.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57120.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57130.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57140.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57150.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57160.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57170.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57180.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57190.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57200.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57210.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57220.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57230.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57240.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57250.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57260.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57270.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57280.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57290.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57300.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57310.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57320.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57330.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57340.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57350.1	0	0	2	0	0.434161238274353	2.23386744018775	4.89338480466689	0.456507617806244	0.648024994154392	0.9872469907978	1	68
transcript:AT1G57360.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57370.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57380.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57390.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57400.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57410.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57420.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57430.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57440.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57450.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57460.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57470.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57480.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57490.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57500.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57510.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57520.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G57530.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G59570.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G59880.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G60580.1	0	0	1	0	0.217080619137177	1.2440379628351	4.99664863845466	0.248974473262111	0.803380527153948	0.9872469907978	1	128.5
transcript:AT1G60820.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G60840.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G60910.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G61020.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G61880.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G61910.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G63510.1	1	0	1	0	0.451856723075615	-0.170733398362385	4.99174039591641	-0.0342031806185387	0.972715130259687	0.9872469907978	1	164
transcript:AT1G63790.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G64120.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G64420.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G65830.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G68770.1	14	11	12	18	12.8446657606249	0.0797101820291174	0.992342961528322	0.0803252354471831	0.935978588073654	0.9872469907978	1	153
transcript:AT1G68860.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G68950.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G68970.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G69000.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G69130.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G69300.1	0	0	1	0	0.217080619137177	1.2440379628351	4.99664863845466	0.248974473262111	0.803380527153948	0.9872469907978	1	128.5
transcript:AT1G70050.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G71700.1	3	3	1	0	1.72733637982015	-2.78508197750833	2.91764620374718	-0.954564667207219	0.339797892237295	0.9872469907978	1	15
transcript:AT1G72780.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G73900.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G74570.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G74610.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G75070.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G75570.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G75650.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G75740.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G75970.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G76000.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G76330.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G77040.1	0	0	1	0	0.217080619137177	1.2440379628351	4.99664863845466	0.248974473262111	0.803380527153948	0.9872469907978	1	128.5
transcript:AT1G77190.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G77560.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G78250.1	1	0	0	0	0.234776103938438	-1.60856922355777	4.99258056305201	-0.322191941270235	0.747307289190716	0.9872469907978	1	94.5
transcript:AT1G79240.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G79290.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G79300.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G79980.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G80250.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT1G80430.1	1	0	3	1	1.1081160482014	1.82338653144992	3.4502790916176	0.528475083618542	0.59716963631852	0.9872469907978	1	45
transcript:AT2G01160.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G02600.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G02900.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G03490.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G03660.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G03700.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G03790.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G07743.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G07745.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G07746.1	0	1	0	1	0.490740569807322	-0.252327503012282	4.98392222579448	-0.0506282986733524	0.959621712655322	0.9872469907978	1	160
transcript:AT2G07748.1	0	0	0	1	0.222098086851437	1.26064886402179	4.99546332594357	0.252358746680154	0.800763783770487	0.9872469907978	1	116
transcript:AT2G07752.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G07753.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G07754.1	4	4	5	10	5.32005831177755	0.716102398948617	1.52688863690894	0.468994517110499	0.639073555117248	0.9872469907978	1	60
transcript:AT2G07755.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G07792.1	5	4	1	4	3.35392341805866	-1.02695751260388	1.92588874615671	-0.533238233336823	0.593868678324879	0.9872469907978	1	44
transcript:AT2G07793.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G07794.1	1	1	0	0	0.503418586894324	-2.63908239885795	4.89227526578334	-0.539438656961056	0.589584213459892	0.9872469907978	1	40.5
transcript:AT2G05315.1	1	5	4	2	2.89050716896945	-0.254216312334035	2.07445909615043	-0.122545830286933	0.902466752158421	0.9872469907978	1	147
transcript:AT2G07756.1	0	0	0	2	0.444196173702874	2.26383573422233	4.89117548208134	0.462840832948197	0.643478460260745	0.9872469907978	1	62
transcript:AT2G07757.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G07758.1	1	2	2	2	1.65041848182744	0.193528298674766	2.60882822354423	0.0741820779644311	0.940865506267263	0.9872469907978	1	156
transcript:AT2G05355.1	1	0	0	0	0.234776103938438	-1.60856922355777	4.99258056305201	-0.322191941270235	0.747307289190716	0.9872469907978	1	94.5
transcript:AT2G07759.1	3	2	3	2	2.33705130884149	-0.182419562345302	2.21046632036879	-0.0825253751501935	0.934228940700555	0.9872469907978	1	151
transcript:AT2G07761.1	0	2	1	1	0.976463671900384	-0.275778655654132	3.57274784541237	-0.0771895100316831	0.938472786531327	0.9872469907978	1	154
transcript:AT2G07762.1	1	1	0	1	0.72551667374576	-1.18589004658365	4.09308007725777	-0.289730477830806	0.772022437971768	0.9872469907978	1	108
transcript:AT2G07763.1	0	4	1	1	1.51374863781216	-1.27968701605388	3.0140989257922	-0.424567025688295	0.671152335005341	0.9872469907978	1	72
transcript:AT2G07764.1	2	1	1	0	0.955275309969938	-1.75671183732175	3.6596548660919	-0.480021177296898	0.631212334673155	0.9872469907978	1	57
transcript:AT2G07765.1	6	4	6	2	4.2299064439801	-0.508089409960783	1.70594160552993	-0.297835171094823	0.765828969392157	0.9872469907978	1	105
transcript:AT2G07766.1	1	1	0	0	0.503418586894324	-2.63908239885795	4.89227526578334	-0.539438656961056	0.589584213459892	0.9872469907978	1	40.5
transcript:AT2G15950.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G16240.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G17810.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G18310.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G21360.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G21570.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G21670.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G21700.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G22110.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G22220.1	1	0	0	0	0.234776103938438	-1.60856922355777	4.99258056305201	-0.322191941270235	0.747307289190716	0.9872469907978	1	94.5
transcript:AT2G22280.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G22380.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G22580.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G23020.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G23650.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G24380.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G25400.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G26090.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
transcript:AT2G27560.1	0	0	0	0	0	NA	NA	NA	1	1	1	429.5
