ago1.1	ago1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT1G57220.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57230.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57240.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57250.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57260.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57270.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57280.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57290.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57300.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57310.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57320.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57330.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57340.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57350.1	0	0	2	0	0.531406027597152	2.60034249130368	4.77292310071675	0.544811310895243	0.585883298593104	0.934743624596198	1	65.5
transcript:AT1G57360.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57370.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57380.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57390.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57400.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57410.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57420.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57430.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57440.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57450.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57460.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57470.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57480.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57490.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57500.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57510.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57520.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G57530.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G59570.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G59880.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G60580.1	0	2	1	0	0.755759118034284	-0.848608355908231	3.84811314298491	-0.220525832889098	0.825461655801912	0.934743624596198	1	146.5
transcript:AT1G60820.1	0	2	0	0	0.490056104235708	-2.28285407015197	4.88984746733851	-0.466855885669274	0.640602988933948	0.934743624596198	1	77
transcript:AT1G60840.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G60910.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G61020.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G61880.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G61910.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G63510.1	0	0	1	0	0.265703013798576	1.62457339073635	4.99547633640618	0.325208905284314	0.745022969256603	0.934743624596198	1	113
transcript:AT1G63790.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G64120.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G64420.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G65830.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G68770.1	29	26	12	18	21.3624961250992	-0.673422746469461	0.719429634516068	-0.936050885535799	0.349246988862373	0.934743624596198	1	23
transcript:AT1G68860.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G68950.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G68970.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G69000.1	0	1	0	0	0.245028052117854	-1.27574723716655	4.992982543362	-0.255508050766692	0.798330726314576	0.934743624596198	1	129.5
transcript:AT1G69130.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G69300.1	0	0	1	0	0.265703013798576	1.62457339073635	4.99547633640618	0.325208905284314	0.745022969256603	0.934743624596198	1	113
transcript:AT1G70050.1	0	1	0	0	0.245028052117854	-1.27574723716655	4.992982543362	-0.255508050766692	0.798330726314576	0.934743624596198	1	129.5
transcript:AT1G71700.1	0	2	1	0	0.755759118034284	-0.848608355908231	3.84811314298491	-0.220525832889098	0.825461655801912	0.934743624596198	1	146.5
transcript:AT1G72780.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G73900.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G74570.1	0	3	0	0	0.735084156353562	-2.86797009881849	4.16818754357207	-0.688061674010159	0.491413944187753	0.934743624596198	1	45.5
transcript:AT1G74610.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G75070.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G75570.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G75650.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G75740.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G75970.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G76000.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G76330.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G77040.1	0	0	1	0	0.265703013798576	1.62457339073635	4.99547633640618	0.325208905284314	0.745022969256603	0.934743624596198	1	113
transcript:AT1G77190.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G77560.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G78250.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G79240.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G79290.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G79300.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G79980.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G80250.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT1G80430.1	0	0	3	1	1.07781518003069	3.61888053490932	3.28760006823004	1.10076665646793	0.27099822717452	0.934743624596198	1	18
transcript:AT2G01160.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G02600.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G02900.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G03490.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G03660.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G03700.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G03790.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G07743.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G07745.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G07746.1	1	2	0	1	1.00354224663007	-1.38329158079494	3.19900224632717	-0.432413444655478	0.665440948256049	0.934743624596198	1	91
transcript:AT2G07748.1	0	0	0	1	0.280706138634961	1.66454183221973	4.992669256688	0.33339717626798	0.7388344943708	0.934743624596198	1	99.5
transcript:AT2G07752.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G07753.1	1	0	0	0	0.232780003759405	-1.23842067337808	4.99560867420355	-0.247901858240631	0.804210342110866	0.934743624596198	1	139.5
transcript:AT2G07754.1	9	2	5	10	6.72065259341285	0.670263565653125	1.28300925427104	0.522415222978218	0.601381259125775	0.934743624596198	1	68
transcript:AT2G07755.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G07792.1	8	3	1	4	3.98585175476722	-0.91299103374534	1.62996556344256	-0.560129032307321	0.575391429027988	0.934743624596198	1	63
transcript:AT2G07793.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G07794.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G05315.1	2	1	4	2	2.33481239210089	1.19135202297578	2.03780649628464	0.584624705607657	0.558800091912135	0.934743624596198	1	56
transcript:AT2G07756.1	1	0	0	2	0.794192281029327	1.23679026227229	3.77929339563062	0.327254365512397	0.74347550478584	0.934743624596198	1	106.5
transcript:AT2G07757.1	0	2	0	0	0.490056104235708	-2.28285407015197	4.88984746733851	-0.466855885669274	0.640602988933948	0.934743624596198	1	77
transcript:AT2G07758.1	5	2	2	2	2.74677442789981	-0.600930413928173	1.86813637089538	-0.321673740359839	0.747699873488386	0.934743624596198	1	118
transcript:AT2G05355.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G07759.1	7	8	3	2	4.94820576192432	-1.39886495226874	1.44410480015652	-0.968672739067913	0.332708498241591	0.934743624596198	1	22
transcript:AT2G07761.1	0	0	1	1	0.546409152433537	2.63651704309372	4.31271243746358	0.611336155916838	0.540977059528145	0.934743624596198	1	51.5
transcript:AT2G07762.1	1	0	0	1	0.513486142394366	0.230394686669328	4.53487366720348	0.0508050948222789	0.959480831041098	0.978170412545091	1	160
transcript:AT2G07763.1	3	4	1	1	2.22486137218317	-1.61852614574465	2.13128503100502	-0.759413275183292	0.447605374774771	0.934743624596198	1	39
transcript:AT2G07764.1	2	0	1	0	0.731263021317386	-0.785704855317345	3.89554195612491	-0.201693336682459	0.840156472107297	0.934743624596198	1	150.5
transcript:AT2G07765.1	3	1	6	2	3.09899842345745	1.19026825283596	1.81616596023652	0.655374166731413	0.512226879790477	0.934743624596198	1	50
transcript:AT2G07766.1	3	0	0	0	0.698340011278215	-2.80027236922431	4.25287820988325	-0.658441702543178	0.510254345852235	0.934743624596198	1	48.5
transcript:AT2G15950.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G16240.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G17810.1	1	1	0	0	0.477808055877259	-2.24954226902491	4.547660213517	-0.494659267273004	0.620840658691177	0.934743624596198	1	70.5
transcript:AT2G18310.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G21360.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G21570.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G21670.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G21700.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G22110.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G22220.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G22280.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G22380.1	2	0	0	0	0.46556000751881	-2.21560338183523	4.89480607253726	-0.452643751152077	0.650805289143714	0.934743624596198	1	87
transcript:AT2G22580.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G23020.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G23650.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G24380.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G25400.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G26090.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G27560.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G27850.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G28730.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G28770.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G29030.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G29520.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G30180.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
transcript:AT2G30190.1	0	0	0	0	0	NA	NA	NA	1	1	1	429
