WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
gene:AT1G01280	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G01290	184	195	189	215	194.831939355434	0.06138630707495	0.26234596402279	0.233989904527814	0.814992816154913	0.999600152373635	1	18942
gene:AT1G01300	766	857	797	1022	853.323678246543	0.130458744461543	0.168982338743662	0.772025913663334	0.440099079623602	0.999600152373635	1	9167
gene:AT1G01305	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G01310	20	49	9	0	19.1820281511247	-2.85040786884151	1.07250983912621	-2.65769857287629	0.00786762260031408	0.253556546081008	0.341033076820824	638
gene:AT1G01320	8744	11099	8264	8373	9069.03577094618	-0.268930760647344	0.139332924342688	-1.93013074200546	0.0535906402293411	0.710696587557312	0.937581355289378	1578
gene:AT1G01335	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G01340	84	90	78	125	93.120698220807	0.176972353864448	0.37226462227482	0.475393962453407	0.634506197010927	0.999600152373635	1	14028
gene:AT1G01350	327	427	279	395	352.683853173052	-0.19179919943644	0.224043735886716	-0.856079277009648	0.39195393031502	0.999600152373635	1	8103
gene:AT1G01355	0	0	1	0	0.265651480737955	1.49290409741114	4.98485846249085	0.2994877605141	0.764567909425207	1	1	17494
gene:AT1G01360	212	267	266	229	242.787255847395	0.0386115075998779	0.261860532724379	0.147450657027871	0.882776323916093	0.999600152373635	1	20636
gene:AT1G01370	17	48	13	27	25.377961012372	-0.708154781474567	0.734517097710286	-0.964109322549606	0.334991119271552	0.999600152373635	1	6853
gene:AT1G01380	6	16	8	7	9.06639964392285	-0.528737138027187	1.09619152412014	-0.482340107903661	0.629564359768167	0.999600152373635	1	13717
gene:AT1G01390	62	86	52	50	62.0932022858326	-0.547066473139071	0.433056618107737	-1.26326778131115	0.206492960828081	0.999600152373635	1	4298
gene:AT1G01400	2	0	0	0	0.546940737924951	-2.58102410077932	4.88466878132809	-0.528392858620308	0.597226693091358	1	1	12754.5
gene:AT1G01410	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G01420	73	56	60	68	64.4180961715982	-0.0580805926516369	0.442066496767946	-0.13138428964031	0.895471315980532	0.999600152373635	1	20933
gene:AT1G01430	1133	1320	1325	1272	1258.19695459929	0.0649083958154583	0.167373289430667	0.387806178848783	0.698159472634386	0.999600152373635	1	15690
gene:AT1G01440	523	539	457	626	532.362663193828	-0.0133189218576478	0.200639878355195	-0.0663822265385804	0.947073520155683	0.999600152373635	1	22141
gene:AT1G01450	154	145	173	182	163.265397817867	0.214500447513592	0.291669287495975	0.735423497465608	0.462081615757465	0.999600152373635	1	9638
gene:AT1G01453	6	20	0	2	6.72008061418643	-3.71766481164917	1.64662996917369	-2.25774149702545	0.0239617804819841	0.474760257643047	0.631709284298637	1049
gene:AT1G01460	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G01470	939	1253	1092	1313	1137.15786233183	0.112700242168439	0.161027301855383	0.699882820303689	0.484000487089537	0.999600152373635	1	10120
gene:AT1G01480	53	61	41	61	53.4531268363261	-0.198493331537399	0.461521327065296	-0.430084851765293	0.667133918834899	0.999600152373635	1	14914
gene:AT1G01490	945	1098	934	1144	1022.29979694675	-0.00520215026040384	0.158321401662714	-0.0328581619779139	0.973787696670343	0.999600152373635	1	22830
gene:AT1G01500	336	372	305	325	333.309277961672	-0.194051524527166	0.216673809184769	-0.895592897255469	0.370470230554515	0.999600152373635	1	7623
gene:AT1G01510	553	650	695	752	658.301446627258	0.243405873164744	0.175745438537932	1.38499112801843	0.166055180216883	0.999600152373635	1	3509
gene:AT1G01520	1	2	4	6	3.17258757838278	1.71870403072984	1.82312327689278	0.942725076528612	0.345821543359506	1	1	7092
gene:AT1G01530	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G01540	1197	1594	1402	2236	1580.28370526774	0.346973887893674	0.190719944849885	1.81928475370929	0.0688679981961672	0.799261189321671	1	1814
gene:AT1G01550	2448	2865	2687	2899	2709.30087485498	0.0493382120530136	0.138409397650905	0.356465766706491	0.721491784750547	0.999600152373635	1	16257
gene:AT1G01560	19	31	10	34	22.8034558373742	-0.236941649033017	0.766790277394914	-0.309004503601689	0.757318100987188	0.999600152373635	1	17245
gene:AT1G01570	40	80	52	59	56.7521146288282	-0.111630519740224	0.475829138273008	-0.234602109793822	0.814517571872139	0.999600152373635	1	18930
gene:AT1G01580	55	59	59	79	62.4428778917995	0.238507251469688	0.426802790281213	0.558823083870984	0.576282466689754	0.999600152373635	1	12204
gene:AT1G01590	6	15	4	22	11.2087342907871	0.259481228622918	1.09672246487605	0.236596985046936	0.812969459389096	0.999600152373635	1	18891
gene:AT1G01600	107	113	128	109	114.342321754381	0.0895567434560279	0.342729341196373	0.261304570957976	0.793857641880824	0.999600152373635	1	18452
gene:AT1G01610	876	928	974	1211	990.124286641931	0.240814380215102	0.165731531535154	1.45303900823497	0.14621292369588	0.9912420502909	1	3164
gene:AT1G01620	4857	5545	6603	7948	6184.16954538799	0.454169351189434	0.128786926113037	3.52651751926128	0.000421063306842048	0.0363755141541443	0.0493894758411656	235
gene:AT1G01630	433	558	393	540	475.438989193305	-0.116407407220065	0.202677199326347	-0.574348804932063	0.565731789108012	0.999600152373635	1	11955
gene:AT1G01640	120	127	97	105	111.980762664389	-0.31888361537925	0.329310983251792	-0.968335802925318	0.332876689505947	0.999600152373635	1	6814
gene:AT1G01650	531	664	611	762	635.495826532396	0.173786611997476	0.178674255573691	0.972644947866038	0.330729795148821	0.999600152373635	1	6746
gene:AT1G01660	6	27	4	2	9.4000804578859	-2.39682920056147	1.23926913072309	-1.93406673428795	0.0531049233302785	0.707346330322741	0.934157466711846	1572
gene:AT1G01670	17	15	5	14	12.6500281798677	-0.826332249808652	0.952281848660406	-0.867739158287087	0.385537143861458	0.999600152373635	1	7973
gene:AT1G01680	3	12	3	2	4.8481737543727	-1.53560891959023	1.53659581120657	-0.999357741567984	0.317621423151084	1	1	6457
gene:AT1G01690	82	84	82	69	79.4223042077667	-0.155866813539718	0.397611096314567	-0.392008208484215	0.695052148748982	0.999600152373635	1	15607
gene:AT1G01695	0	8	4	2	3.36918903065314	-0.305795061893727	2.00173667906572	-0.152764879163053	0.878583694953777	1	1	20538
gene:AT1G01700	21	26	16	23	21.269293068678	-0.301893474791239	0.704577734113244	-0.428474333170904	0.668305816429117	0.999600152373635	1	14936
gene:AT1G01710	335	496	404	480	423.491582933929	0.0739945654819568	0.213413389814175	0.346719414121045	0.728802123586402	0.999600152373635	1	16439
gene:AT1G01715	33	54	70	62	54.2992849340102	0.603026197962097	0.474411546782696	1.2711035430137	0.203691815064145	0.999600152373635	1	4248
gene:AT1G01720	790	752	799	494	715.210272335761	-0.261325755371568	0.275241846000076	-0.949440498126495	0.342396621206345	0.999600152373635	1	7015
gene:AT1G01725	69	124	78	82	87.024698395651	-0.271015621956049	0.393033988674347	-0.689547544908647	0.490478764166397	0.999600152373635	1	10265
gene:AT1G01730	316	378	355	329	343.425048090798	-0.0358297009075619	0.226076047713875	-0.158485170233109	0.87407450541918	0.999600152373635	1	20438
gene:AT1G01740	85	102	73	103	89.7991244406174	-0.12130094642517	0.365001691523229	-0.332329819949478	0.739640225170051	0.999600152373635	1	16741
gene:AT1G01750	67	112	65	78	79.3353472903	-0.334001824142643	0.398315409431371	-0.83853603509706	0.401729718132032	0.999600152373635	1	8295
gene:AT1G01760	47	86	55	103	70.9286233764798	0.222731531732534	0.454646020642921	0.489900981465903	0.624203968499055	0.999600152373635	1	13584
gene:AT1G01770	493	549	568	539	536.027647534382	0.0676621062928114	0.199434982483347	0.339268996092305	0.734407096568994	0.999600152373635	1	16589
gene:AT1G01780	192	291	176	252	224.223094281604	-0.19703166925671	0.271251339489994	-0.726380447105509	0.467605574465021	0.999600152373635	1	9764
gene:AT1G01790	2047	2711	1898	2666	2301.08508802896	-0.0892922675619989	0.162102597927611	-0.5508379797952	0.581744746031061	0.999600152373635	1	12320
gene:AT1G01800	767	895	907	1115	912.90213035769	0.253221129466002	0.162317437496005	1.56003651469814	0.118751252479424	0.954885712791514	1	2652
gene:AT1G01810	17	8	16	10	13.0385347221153	0.0134003137137432	0.958191053950494	0.0139850123401753	0.988841938289001	0.999600152373635	1	23197
gene:AT1G01820	815	951	943	1133	952.654508953486	0.204799528284768	0.159782830708339	1.28173676343612	0.199935003871711	0.999600152373635	1	4177
gene:AT1G01830	209	235	289	274	250.991018549546	0.323368628237534	0.247673986060542	1.30562209370866	0.191681103166557	0.999600152373635	1	4026
gene:AT1G01840	38	24	26	28	29.2580238810375	-0.25339017294454	0.639279006711776	-0.396368675154671	0.691833071336853	0.999600152373635	1	15523
gene:AT1G01860	181	218	153	174	180.370644545505	-0.311340227990401	0.267708043934836	-1.16298421001569	0.244835908897196	0.999600152373635	1	5039
gene:AT1G01880	39	44	28	34	36.0583214370097	-0.451159934087261	0.546658772926531	-0.825304479560406	0.409198749279727	0.999600152373635	1	8440
gene:AT1G01900	165	149	137	155	151.449549347883	-0.143712994583806	0.302575505484789	-0.474965725839401	0.634811402894987	0.999600152373635	1	14036
gene:AT1G01910	684	811	685	849	750.889056590374	0.00804306127435466	0.169892472930881	0.0473420695784852	0.962240598978664	0.999600152373635	1	22531
gene:AT1G01920	256	267	247	334	273.824551857183	0.11199228943864	0.239280154027335	0.468038354011783	0.639757162189152	0.999600152373635	1	14285
gene:AT1G01930	355	400	332	298	345.962586315299	-0.27781455906497	0.23023141391376	-1.20667529396763	0.227557217320827	0.999600152373635	1	4680
gene:AT1G01940	190	209	175	203	193.239631205006	-0.107778579574614	0.261456516681441	-0.412223726310604	0.680175448221441	0.999600152373635	1	15207
gene:AT1G01950	351	445	398	399	395.934947000156	-0.0136739594445994	0.209809015033738	-0.0651733646545195	0.948035967956529	0.999600152373635	1	22168
gene:AT1G01960	1915	2319	2546	2698	2353.88522588322	0.288588882435928	0.142443078408839	2.02599442289236	0.0427653561652612	0.641890032700103	0.847796361828171	1395
gene:AT1G01970	544	594	509	607	560.275250362671	-0.0598539761052563	0.184158290209517	-0.32501374788591	0.745170666771327	0.999600152373635	1	16870
gene:AT1G01980	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G01990	412	438	463	513	454.380167850072	0.169875660410332	0.197583506280233	0.859766402613573	0.389917822841968	0.999600152373635	1	8057
gene:AT1G02000	261	279	272	274	270.86187863632	-0.0088953303703726	0.237536976668054	-0.0374481922568349	0.970127647732109	0.999600152373635	1	22749
gene:AT1G02010	151	145	112	171	143.720515366878	-0.114060739408423	0.316914522205176	-0.359910106405848	0.718914358988103	0.999600152373635	1	16183
gene:AT1G02020	279	300	328	302	301.926870737069	0.101569237400158	0.238199144546703	0.426404711038932	0.669812969178828	0.999600152373635	1	14982
gene:AT1G02030	2	6	12	12	7.86989362850242	1.60024533432107	1.20220923808864	1.33108720480743	0.183160318609064	0.999600152373635	1	3844
gene:AT1G02040	4	6	0	3	3.16741849104675	-1.81886029320073	1.98516021114281	-0.916228465083758	0.359547078646683	1	1	7375
gene:AT1G02050	135	146	127	165	142.186419211257	0.0197635223466834	0.298836492434384	0.0661349026877061	0.947270423340657	0.999600152373635	1	22147
gene:AT1G02060	117	167	185	223	170.80977467925	0.504112752562278	0.281819794450609	1.78877695069296	0.0736507444022938	0.821009149681519	1	1888
gene:AT1G02065	47	40	28	62	43.7357200669955	-0.0217902772949596	0.553769015599278	-0.0393490366581427	0.968612111265858	0.999600152373635	1	22698
gene:AT1G02067	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02070	1	12	2	6	4.95184736083208	-0.680877683776005	1.6017711874947	-0.425077994342597	0.670779819075202	1	1	14999
gene:AT1G02080	1922	2613	2422	2586	2365.13383642243	0.129408786387714	0.15135584285961	0.854996965711773	0.392552827548385	0.999600152373635	1	8118
gene:AT1G02090	427	511	358	363	413.095957495592	-0.398794446881176	0.204760621245769	-1.94761299538407	0.0514612876160936	0.700862813824326	0.925072037459872	1537
gene:AT1G02100	454	505	538	612	523.948133957918	0.233648179559817	0.186460569131372	1.25307018340804	0.210180166026106	0.999600152373635	1	4371
gene:AT1G02110	458	469	495	512	482.394330255848	0.0910792044527183	0.201300167307685	0.452454688293948	0.650941456922167	0.999600152373635	1	14534
gene:AT1G02120	1093	1301	1063	1308	1181.51377510009	-0.0425323255603163	0.154097753556273	-0.276008731981836	0.782541359501119	0.999600152373635	1	18164
gene:AT1G02130	536	589	580	582	570.06679976439	0.0235996783050613	0.190513467444146	0.123874068440753	0.901414985169014	0.999600152373635	1	21080
gene:AT1G02140	1170	1351	1144	1386	1253.50876075949	-0.0244149612204245	0.151944741381189	-0.160683160196862	0.872342953294498	0.999600152373635	1	20394
gene:AT1G02145	224	296	269	366	284.948591184981	0.26049005769259	0.235910596597546	1.10418972886146	0.26951084420652	0.999600152373635	1	5516
gene:AT1G02150	1767	2051	1906	2110	1946.78050577431	0.0481743583239319	0.142023102157225	0.339200859523551	0.734458421803616	0.999600152373635	1	16591
gene:AT1G02160	268	246	239	251	251.116286805299	-0.103884021439552	0.254905103075583	-0.407539983257022	0.683611434145324	0.999600152373635	1	15322
gene:AT1G02170	379	438	375	488	416.251653962355	0.0463559751878546	0.202833900390627	0.228541555916344	0.819225253845904	0.999600152373635	1	19035
gene:AT1G02180	75	47	62	49	59.0645707321355	-0.177706756984662	0.499869969565262	-0.355505967160247	0.722210575368011	0.999600152373635	1	16281
gene:AT1G02190	12	25	28	8	18.3288243982701	0.0195202543728638	0.891096244301739	0.0219058878293891	0.982523028094459	0.999600152373635	1	23043
gene:AT1G02205	1158	1333	705	901	1018.34987205283	-0.66549425699395	0.161961436220973	-4.1089673722452	3.97432215567539e-05	0.00575933499166972	0.00781983548677465	140
gene:AT1G02210	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02220	62	126	96	122	99.5169032662048	0.210265885969062	0.389007641796388	0.540518651505356	0.58883940177986	0.999600152373635	1	12488
gene:AT1G02230	7	8	2	15	7.73004258356201	0.0892593890173958	1.26853827823257	0.0703639697351186	0.943903968126902	0.999600152373635	1	22072
gene:AT1G02250	8	0	0	2	2.64589586426095	-2.21413080168395	2.56557481844959	-0.863015487118782	0.388128951975649	1	1	8019
gene:AT1G02260	215	248	341	373	292.127028500574	0.600366948761628	0.225070934120772	2.66745660032439	0.00764277594066916	0.252534084502093	0.339580229078741	622
gene:AT1G02270	278	347	254	328	298.810563553242	-0.1309574809712	0.22547062151334	-0.580818379317999	0.561362866631253	0.999600152373635	1	11859
gene:AT1G02280	823	865	1037	1083	948.489348682769	0.301354643644168	0.170514105997662	1.76732969909422	0.0771730288367976	0.831498919463613	1	1954
gene:AT1G02290	183	206	233	244	215.431680389396	0.270369449231053	0.252989870721712	1.06869673659172	0.28520634251421	0.999600152373635	1	5846
gene:AT1G02300	270	297	194	209	241.87198974025	-0.51918682371547	0.242311005418279	-2.14264648367599	0.0321414956278312	0.550595444026633	0.730981136174073	1216
gene:AT1G02305	1498	1721	1534	1696	1603.31254223919	-0.0203812828920876	0.146291785515337	-0.13931939391054	0.889197765208087	0.999600152373635	1	20786
gene:AT1G02310	8	13	4	2	6.71223335431555	-1.78904797268579	1.30295236780792	-1.37307242911396	0.169729831226632	0.999600152373635	1	3588
gene:AT1G02320	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02330	335	483	355	394	387.771213570537	-0.140520007125206	0.215809316138747	-0.651130403633102	0.51496231169769	0.999600152373635	1	10839
gene:AT1G02335	171	186	148	155	164.561620002298	-0.26245838580492	0.281417751114832	-0.932629106604665	0.351011499763971	0.999600152373635	1	7192
gene:AT1G02340	69	90	68	31	64.8298809886165	-0.664144983260116	0.511462367753923	-1.29852169999661	0.194108124533964	0.999600152373635	1	4078
gene:AT1G02350	16	23	23	18	19.9230004844509	0.0725243238203453	0.737639092718296	0.0983195231059185	0.921678576091873	0.999600152373635	1	21580
gene:AT1G02360	162	156	126	133	144.284903835453	-0.328636098573078	0.303860281121698	-1.08153687398669	0.279458367367705	0.999600152373635	1	5744
gene:AT1G02370	176	166	142	214	173.228858395387	0.00801712399529899	0.297548313484307	0.0269439403013851	0.978504446933443	0.999600152373635	1	22954
gene:AT1G02380	116	103	141	151	127.567252744495	0.378325413659015	0.325139846116941	1.16357751342155	0.244595268573791	0.999600152373635	1	5030
gene:AT1G02390	65	92	45	37	59.4625267422621	-0.939702350915206	0.454926402130844	-2.06561401253852	0.0388649402609911	0.609392689173107	0.805101065855961	1335
gene:AT1G02400	44	99	85	72	73.980428114136	0.155195719778454	0.457428997862171	0.339278271608867	0.734400109692178	0.999600152373635	1	16587
gene:AT1G02405	0	8	0	4	2.76471602026247	-1.00562020158194	2.45271543943052	-0.410002801554274	0.681803892428357	1	1	15260.5
gene:AT1G02410	261	269	245	281	262.982191106434	-0.0436500337478271	0.236903017331894	-0.184252755576662	0.853815174895982	0.999600152373635	1	19918
gene:AT1G02420	125	114	104	100	111.058611025862	-0.25961113248363	0.345783735503076	-0.750790467648586	0.452778767101448	0.999600152373635	1	9443
gene:AT1G02430	40	29	40	44	38.3444300217456	0.236286578533315	0.554833688281896	0.425869199227974	0.67020315973716	0.999600152373635	1	14990
gene:AT1G02440	13	0	4	4	5.53398654458629	-0.833896653578704	1.72678332809379	-0.482919101668216	0.629153178286975	1	1	13707
gene:AT1G02450	2	4	0	14	4.67809622342306	1.12873637014042	1.83282272183903	0.615845906257567	0.537996226093609	1	1	11361
gene:AT1G02460	16	14	12	7	12.4015967077144	-0.672809466869411	0.944022701505193	-0.712704753600366	0.476028474345151	0.999600152373635	1	9959
gene:AT1G02470	39	33	16	10	24.8312896991028	-1.49013514182992	0.705661128416935	-2.11168658981238	0.0347133399949894	0.574830332534914	0.762507877332353	1259
gene:AT1G02475	799	904	806	817	828.640085107877	-0.0913554676374308	0.172850933413377	-0.528521691109138	0.597137296001876	0.999600152373635	1	12680
gene:AT1G02490	10	4	5	0	4.98718619088462	-1.48195527224748	1.72026677535842	-0.86146828705607	0.388980180178489	1	1	8035
gene:AT1G02500	6188	6899	6974	7261	6802.19684589354	0.0974071151525715	0.136162400080564	0.715374546093034	0.474377636502764	0.999600152373635	1	9914
gene:AT1G02510	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02520	171	233	138	322	211.018848290223	0.136449306614559	0.344133257143873	0.396501366206269	0.691735200189592	0.999600152373635	1	15519
gene:AT1G02530	2	12	11	9	8.30338042527787	0.566827779904872	1.20915029834831	0.468781904680629	0.63922553550718	0.999600152373635	1	14266
gene:AT1G02540	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02550	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02560	3620	4279	3855	4366	4002.84314013556	0.03279177320783	0.130803053450579	0.250695777680905	0.802049325380815	0.999600152373635	1	18639
gene:AT1G02570	4	14	6	16	9.58764150226211	0.2762217846428	1.11837341086424	0.246985293068927	0.804919605979197	0.999600152373635	1	18713
gene:AT1G02575	2	0	0	4	1.46320656304724	0.781147805395629	3.09539899813129	0.25235771086933	0.800764584326189	1	1	18610
gene:AT1G02580	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02590	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02610	659	741	508	269	547.999501425485	-0.840291317520032	0.306513931749035	-2.74144575656039	0.00611694597848832	0.219735371587037	0.295741505306109	572
gene:AT1G02620	92	153	187	123	138.362884947112	0.358164984303622	0.372331835707216	0.961951007018551	0.336074214782102	0.999600152373635	1	6882
gene:AT1G02630	14	12	14	19	14.6726438578472	0.295836241930268	0.845800621140375	0.349770660526825	0.726510819402117	0.999600152373635	1	16382
gene:AT1G02640	1068	1315	1763	1630	1437.62723915644	0.497613783085166	0.171628584398694	2.89936425700049	0.00373920214308473	0.161356078920233	0.219083973023323	472
gene:AT1G02650	37	34	44	54	42.0325707725783	0.424365411509313	0.515562410527206	0.823111621103959	0.410444520823686	0.999600152373635	1	8454
gene:AT1G02660	2225	2529	1957	1156	1977.49366014472	-0.604393538734629	0.459817815408689	-1.31441957767	0.188705045693527	0.999600152373635	1	3972
gene:AT1G02670	36	37	57	38	42.2406751758976	0.371839494344392	0.543680693043549	0.683929922658865	0.494019417952686	0.999600152373635	1	10339
gene:AT1G02680	158	214	157	169	173.073874603347	-0.206181332909409	0.277354772771028	-0.743384838304632	0.457248720978287	0.999600152373635	1	9543
gene:AT1G02690	257	274	202	278	250.933377961973	-0.184973035147359	0.246333974378718	-0.750903465970871	0.452710754293821	0.999600152373635	1	9437
gene:AT1G02700	8	9	10	52	18.8352399552019	1.77852275029872	0.918567500819425	1.93619167748931	0.0528442294114786	0.706163433199054	0.932528452605045	1566
gene:AT1G02705	16	8	7	32	15.4136630646838	0.578570899059524	0.969709255627291	0.596643680259867	0.550745301673543	0.999600152373635	1	11616
gene:AT1G02710	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02720	229	246	219	277	241.093640664298	0.0274352813798584	0.243597369382361	0.11262552403345	0.910327448542092	0.999600152373635	1	21299
gene:AT1G02730	923	876	709	917	853.219287172709	-0.189760296148156	0.187203483272304	-1.01365793430314	0.310746002963917	0.999600152373635	1	6312
gene:AT1G02740	112	149	205	113	145.399129319268	0.300385853503353	0.384370578822744	0.781500640406401	0.434508100208495	0.999600152373635	1	9054
gene:AT1G02750	298	274	217	212	251.012049185986	-0.44681842410344	0.259898261882523	-1.7192051261405	0.0855770277503719	0.863438765732914	1	2088
gene:AT1G02770	5	17	4	22	11.3973764706097	0.204886283812675	1.11302765553413	0.184080137446677	0.853950588228023	0.999600152373635	1	19923
gene:AT1G02780	6676	7886	6935	8025	7328.34929362223	0.0128962622725519	0.125832848305076	0.102487247537189	0.918369934539736	0.999600152373635	1	21506
gene:AT1G02790	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02800	20	36	37	48	34.6117279461521	0.590340867069736	0.575958136399795	1.0249718334736	0.305376478104475	0.999600152373635	1	6214
gene:AT1G02810	183	169	102	148	150.091874457265	-0.54267157699121	0.311624624085126	-1.7414271371667	0.0816087348541577	0.850668736698815	1	2019
gene:AT1G02813	0	2	0	0	0.462112548785043	-2.36003555489832	4.90100250938039	-0.481541388803877	0.630131771105691	1	1	13827.5
gene:AT1G02816	477	391	506	491	467.679648569743	0.162345705332403	0.23877647564146	0.679906615156582	0.496563592742749	0.999600152373635	1	10393
gene:AT1G02820	66	71	78	57	68.2316433389456	-0.0315689251371174	0.436312392777638	-0.0723539501964276	0.942320231113269	0.999600152373635	1	22046
gene:AT1G02830	0	0	0	0	0	NA	NA	NA	1	1	1	25594
gene:AT1G02840	1216	1491	1349	1606	1403.28945007972	0.101144208112376	0.14873412464671	0.680033639574135	0.496483161049583	0.999600152373635	1	10388
gene:AT1G02850	2996	3789	3497	2697	3241.56490981417	-0.132273212747631	0.197256691029334	-0.670563883320749	0.502498396991467	0.999600152373635	1	10527
gene:AT1G02860	336	366	414	412	380.807733412164	0.211538344792586	0.213765005952638	0.989583603031143	0.322377687774447	0.999600152373635	1	6582
gene:AT1G02870	279	284	286	356	299.442196794946	0.152262172386812	0.229152198956773	0.664458700723767	0.50639677331965	0.999600152373635	1	10625
gene:AT1G02880	214	261	245	203	230.413449980173	-0.0931927184319951	0.270582048164087	-0.344415747697648	0.73053364755422	0.999600152373635	1	16495
gene:AT1G02890	1554	1949	1646	1814	1728.09052114635	-0.0379419804689917	0.14626602010789	-0.259403930188328	0.795323597626148	0.999600152373635	1	18485
