	WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
gene:AT1G18590	537	574	343	339	448.25187620639	-0.728296794518814	0.206303229619453	-3.5302248823842	0.0004152065869982	0.0362203348462469	0.0491787784845325	233.0
gene:AT1G20510	1584	2361	1228	901	1511.30982373231	-0.878979586596027	0.226792196521562	-3.87570472034499	0.0001063165493075	0.012889615930336	0.0175010962565516	168.0
gene:AT1G21910	925	952	473	686	755.718403909496	-0.740231829663343	0.193960508133576	-3.81640487945909	0.0001354102425105	0.0154945832553635	0.0210380351496012	178.0
gene:AT1G22770	790	647	430	257	538.635216993745	-1.07987759743632	0.302982344028661	-3.56416015229643	0.0003650230457497	0.0337785919415504	0.0458634603369784	220.0
gene:AT1G23205	232	242	122	121	179.487265862264	-0.990078313389834	0.27970939408645	-3.53966772057655	0.0004006311086707	0.0353835645969228	0.0480426393817704	230.0
gene:AT1G24140	167	231	43	18	114.589760886188	-2.68709013368186	0.443272520837794	-6.06193708692614	1.34491825045214e-09	8.05685144859096e-07	1.0939327710663e-06	34.0
gene:AT1G25550	4067	4605	2780	1965	3364.84483719079	-0.872984642610262	0.214460510233653	-4.07060787862134	4.68906204288082e-05	0.006632417756208	0.0090052785274909	144.0
gene:AT1G25560	3960	4193	1631	1339	2791.75916966254	-1.47188477703608	0.187501443236688	-7.84999172074683	4.16064736052592e-15	8.47440654391919e-12	1.15062702755344e-11	10.0
gene:AT1G27730	1420	1625	219	116	848.543753024721	-3.17357505916664	0.532158734014853	-5.96358728386118	2.46759541953347e-09	1.39611065291827e-06	1.89559309242217e-06	36.0
gene:AT1G30135	69	113	16	19	53.5815008259039	-2.38806771964396	0.506788319306125	-4.71216014393073	2.45104636957085e-06	0.0005873283818284	0.0007974551452997	85.0
gene:AT1G30810	613	679	399	400	522.146069813193	-0.716274805777882	0.194762792018914	-3.67767784777045	0.0002353669617998	0.0237324469204867	0.0322231352899676	202.0
gene:AT1G31540	981	1200	621	749	882.082306515634	-0.696823090130456	0.163460166239223	-4.26295351437889	2.01742499069615e-05	0.0031853420318216	0.0043249525672637	129.0
gene:AT1G32920	1829	2171	942	706	1413.76508952777	-1.28327498955105	0.210985193737519	-6.08229879461371	1.1847152157596e-09	7.31220591351257e-07	9.92827251267626e-07	33.0
gene:AT1G35210	67	68	12	12	39.9709566233997	-2.5215803007415	0.57541372477143	-4.38220395549853	1.1748474746103e-05	0.0020628701174881	0.0028008971474437	116.0
gene:AT1G47395	36	75	8	14	32.5062960959199	-2.34495820731922	0.662246217126964	-3.54091597154363	0.0003987405453412	0.0353835645969228	0.0480426393817704	227.0
gene:AT1G51700	400	510	221	176	326.251521073645	-1.20171887301754	0.252410873093232	-4.76096317995645	1.92671201193461e-06	0.0004967502564441	0.0006744711479753	79.0
gene:AT1G52342	297	288	142	158	221.679916964022	-0.998466225243306	0.260537060649452	-3.83233856540174	0.0001269308907352	0.0147733050428328	0.020058707333049	175.0
gene:AT1G60590	549	693	315	296	461.741118205922	-1.03629911187585	0.208627994519015	-4.96721024551383	6.79229367327576e-07	0.0002195959325988	0.0002981601294197	63.0
gene:AT1G61470	50	56	4	12	30.4240732124237	-2.78261948531137	0.698446819687413	-3.98401053147714	6.77618675578271e-05	0.0088472674257552	0.0120125285084084	156.0
gene:AT1G62180	2970	3539	2098	2018	2649.50806625611	-0.677235166963208	0.154017364928407	-4.39713513653484	1.09689057053829e-05	0.0019597778193617	0.0026609218182663	114.0
gene:AT1G64950	1289	1417	892	644	1064.38996506978	-0.823589731548515	0.225749704795172	-3.64824278417453	0.0002640400676896	0.0258728011187496	0.0351292377719471	207.0
gene:AT1G66500	318	321	77	80	199.913121929335	-2.05569350816354	0.278837182592683	-7.37237942604819	1.67609166280349e-13	2.43847392771296e-10	3.3108796382021703e-10	14.0
gene:AT1G67970	499	592	342	260	423.657113597978	-0.863795056495794	0.244725922410297	-3.52964266305876	0.0004161212860379	0.0362203348462469	0.0491787784845325	234.0
gene:AT1G68570	941	1005	624	505	770.992257360347	-0.79980402857365	0.212914813959092	-3.75645082510472	0.0001723401165281	0.0190773015948118	0.0259025321879674	184.0
gene:AT1G68840	2518	2782	907	790	1753.30533789849	-1.65895913498635	0.179164719319104	-9.25940743965131	2.05569865171672e-20	8.37409402763325e-17	1.1370069242645199e-16	5.0
gene:AT1G70000	292	391	175	210	264.789315972581	-0.847910194057165	0.237508646710243	-3.57001821113319	0.0003569564111661	0.033198576176399	0.0450759340219125	219.0
gene:AT1G70850	9891	10804	7260	6458	8609.16833276214	-0.610073827458762	0.163282755585326	-3.73630286475633	0.0001867457266396	0.0203403045999832	0.027617396097434	187.0
gene:AT1G71880	1325	1826	953	961	1257.55572154493	-0.729556615454457	0.170374883904713	-4.2820666916051	1.85165463303178e-05	0.0030171601252473	0.0040966007101195	125.0
gene:AT1G72450	3037	4154	2095	1563	2704.90799767812	-0.96977413675893	0.209324978062923	-4.63286391205266	3.60641621014593e-06	0.0008072031359148	0.001095993849358	91.0
gene:AT1G72900	2548	2930	1323	1092	1975.39486336118	-1.19213079410708	0.186714446374218	-6.38478070260176	1.71643262586777e-10	1.29482591569166e-07	1.75807200993975e-07	27.0
gene:AT1G73500	1063	1266	447	270	763.810400673664	-1.69390781934865	0.267257437853698	-6.33811291821157	2.32596342099981e-10	1.63362837789394e-07	2.21808684164655e-07	29.0
gene:AT1G73540	430	489	207	171	324.738997368542	-1.29495750124268	0.246246581419568	-5.2587836703254	1.45011358445083e-07	5.90718269761888e-05	8.02057823559752e-05	50.0
gene:AT1G75020	450	576	309	191	381.988080780824	-1.0287556653005	0.289979970550745	-3.54767835635902	0.0003886425151463	0.0353176095342238	0.0479530877685075	224.0
gene:AT1G75450	125	136	37	50	86.8898770390254	-1.62112492310769	0.380816783805436	-4.25696815909232	2.07217854265017e-05	0.0032466255812845	0.0044081613536146	130.0
gene:AT1G75960	444	595	301	322	412.619821707358	-0.753467113116755	0.207116623080423	-3.63788817097595	0.0002748827222575	0.0266610061282961	0.0361994365906338	210.0
gene:AT1G76210	14	28	0	0	10.2981608484653	-6.82912205042603	1.77107636860625	-3.8559161939472	0.000115296985728	0.0135743873139298	0.0184308563023727	173.0
gene:AT1G76360	403	629	294	209	381.519379984372	-1.02397416991833	0.277680833034017	-3.68759398598061	0.000226384488242	0.0231708505352457	0.0314606182026817	199.0
gene:AT1G78990	178	239	86	91	147.59125012013	-1.25189680921054	0.300583469034455	-4.164889084659	3.11503966139097e-05	0.0046997872461638	0.006381216432279	135.0
gene:AT1G79270	629	752	389	413	543.710052871514	-0.805453714381941	0.186650491089025	-4.31530455495975	1.59383012494929e-05	0.0027511128800819	0.0037353705174129	118.0
gene:AT1G80320	116	218	35	71	107.654350838966	-1.67922486127668	0.414054498493157	-4.05556482875511	5.00132981345217e-05	0.0070253162510616	0.0095387431717944	145.0
gene:AT1G80330	281	396	0	4	169.259724163016	-7.42624671318257	0.77814126206673	-9.54357142488317	1.37996325579647e-21	7.02677289851561e-18	9.54072095976283e-18	4.0
gene:AT2G01520	4174	5003	2882	2766	3696.64524639401	-0.715757362654302	0.151064045455626	-4.73810535455673	2.15725656147477e-06	0.0005424568104212	0.0007365300025627	81.0
gene:AT2G05510	830	804	412	522	641.770751092939	-0.848397798290533	0.194099891820595	-4.37093390590193	1.23716240894253e-05	0.0021537199953283	0.0029242501213081	117.0
gene:AT2G14247	46	134	12	24	52.226590460461	-2.32144783181363	0.60031547090885	-3.8670464852406	0.0001101614354504	0.013121450978097	0.0178158742536957	171.0
gene:AT2G16005	114	91	15	43	66.0363728625756	-1.90259392459864	0.51840264149973	-3.67010846837985	0.0002424475669295	0.024325970656259	0.0330290022829361	203.0
gene:AT2G17040	168	217	61	71	128.550692249809	-1.56581064050537	0.318474657380017	-4.91659415975753	8.80628504228806e-07	0.0002665926491235	0.0003619707242493	67.0
gene:AT2G17300	297	352	123	180	236.459602429294	-1.13465393144345	0.256135831129281	-4.42989146204519	9.4280526986002e-06	0.0017457325215008	0.002370298157998	110.0
gene:AT2G18050	1363	1183	606	836	998.564040279967	-0.872770893695617	0.203779211275415	-4.28292409335138	1.84453110892309e-05	0.0030171601252473	0.0040966007101195	124.0
gene:AT2G18680	60	42	11	2	29.4928848629131	-2.97815725169509	0.807267228666815	-3.68918388600198	0.0002249745725398	0.0231708505352457	0.0314606182026817	197.0
gene:AT2G23290	831	885	428	279	609.347054503323	-1.28370649470642	0.261467172241093	-4.90962778884816	9.12494219857897e-07	0.0002693577140589	0.0003657250384082	69.0
gene:AT2G26530	962	1252	520	303	759.906856718089	-1.41457066502557	0.2770051145475	-5.1066590136299	3.27904684827494e-07	0.0001151510796649	0.0001563483458431	58.0
gene:AT2G27690	408	504	224	167	325.788302714678	-1.22548970803065	0.262399314473911	-4.67032358864067	3.00725643378691e-06	0.0006839670726922	0.0009286679789525	89.0
gene:AT2G29300	528	693	322	277	453.505538153545	-1.03384919442707	0.223539398676269	-4.62490818419126	3.74764373000859e-06	0.0008207742741162	0.0011144202941224	93.0
gene:AT2G29490	633	669	337	378	503.795060604591	-0.895471614482108	0.193528903574669	-4.62706912477603	3.70876756875205e-06	0.0008207742741162	0.0011144202941224	92.0
gene:AT2G30230	341	319	171	183	254.305912052954	-0.933998765918415	0.253436045175975	-3.68534304293569	0.0002283948019624	0.0232597266318586	0.0315812912413615	200.0
gene:AT2G30615	80	76	10	2	42.5525540907704	-3.70146651824377	0.700220998106356	-5.28614041603127	1.24924016838306e-07	5.30094244783878e-05	7.19744517846531e-05	48.0
gene:AT2G32530	419	497	252	261	356.149571203555	-0.857269623145255	0.213503508737611	-4.01524840605224	5.93832165635218e-05	0.0079573510195119	0.0108042293030539	152.0
gene:AT2G33790	329	356	166	222	267.17868416918	-0.857084192586043	0.239420223614113	-3.57983206116896	0.0003438150973856	0.032123054603447	0.0436156262302792	218.0
gene:AT2G36790	1002	1091	490	323	730.257396002864	-1.36775814966675	0.252810140131134	-5.41021870783067	6.29478253063123e-08	2.91391205872493e-05	3.95641388374106e-05	44.0
gene:AT2G39310	3482	4060	2077	2593	3036.03974538924	-0.722147809418601	0.137252943622827	-5.26143768109682	1.42933335641495e-07	5.90718269761888e-05	8.02057823559752e-05	49.0
gene:AT2G39650	254	346	119	80	199.344787366544	-1.58713516126122	0.317778438751423	-4.99447088826164	5.89972896691031e-07	0.0001938156122548	0.0002631564589998	62.0
gene:AT2G40140	2038	2404	1180	847	1620.27993132558	-1.13379442221884	0.218045235913694	-5.19981286207793	1.99489274600356e-07	7.52443989825935e-05	0.0001021643683161	54.0
gene:AT2G41240	26	125	4	8	38.887401465286	-3.6280504482969	0.803911025355934	-4.51299998863751	6.39170255333034e-06	0.0012398685486307	0.0016834527058319	105.0
gene:AT2G41410	2574	3059	1691	1445	2190.93155632945	-0.855147455121595	0.178362870258046	-4.79442528528731	1.63141851517385e-06	0.0004315419781436	0.0005859334939887	77.0
gene:AT2G41640	921	1125	607	329	748.417831430274	-1.11506817978559	0.291539421714838	-3.82475952386388	0.0001308997926736	0.0150630902665368	0.0204521681716946	177.0
gene:AT2G44080	298	303	128	142	218.035047418051	-1.18676068933443	0.258946173501335	-4.58304007079027	4.58264180170899e-06	0.0009722838355959	0.0013201349898569	96.0
gene:AT2G46600	1636	1882	1044	897	1365.05818920343	-0.87063364275636	0.184860330365186	-4.70968347311966	2.48101789330938e-06	0.0005875973540805	0.0007978203469705	86.0
gene:AT3G02020	801	1003	441	591	703.329787421899	-0.835343263827176	0.180941135818459	-4.61665756683039	3.89969956166224e-06	0.0008449902199142	0.0011472999082741	94.0
gene:AT3G04800	30	37	3	4	18.4664134887337	-3.28579657844418	0.896377451823443	-3.66563948229632	0.0002467212931416	0.0246334279348455	0.0334464576560365	204.0
gene:AT3G14630	205	133	34	14	99.0309908645313	-2.83896498004655	0.505406815970836	-5.61718775911872	1.94090479005468e-08	1.01364996830343e-05	1.37630056330672e-05	39.0
gene:AT3G16720	766	847	319	318	562.768922488352	-1.36347322656881	0.193201746195348	-7.05725105191439	1.69828640270621e-12	1.729534872516e-09	2.3483055233420103e-09	20.0
gene:AT3G19580	333	409	200	146	272.1416478556	-1.10372811749268	0.27738256398299	-3.97908254089237	6.91817212905558e-05	0.0089751165557072	0.0121861178489829	157.0
gene:AT3G19710	1552	1758	1081	1217	1396.566070983	-0.553511318945573	0.149537604203253	-3.70148580281677	0.0002143406512948	0.0226201574382058	0.0307129052412402	193.0
gene:AT3G22160	194	237	99	75	151.293069423848	-1.31511374708443	0.322757888511944	-4.07461380153305	4.6090770522182e-05	0.0065648728251454	0.0089135682432933	143.0
gene:AT3G23170	235	257	98	112	175.336287440804	-1.2579053404285	0.277043600698049	-4.54045983108447	5.61316726640278e-06	0.0011208724596283	0.0015218837328663	102.0
gene:AT3G25600	324	395	191	177	271.155823511499	-0.980881735133064	0.243794797380627	-4.02339076006472	5.73661986028495e-05	0.0077895648876189	0.0105764148157454	150.0
gene:AT3G25820	1534	1798	1016	1208	1381.55691096289	-0.611008557958209	0.148727810514062	-4.10823339526294	3.98697090448463e-05	0.0057593349916697	0.0078198354867746	141.0
gene:AT3G25830	1382	1765	1012	1168	1322.13929365146	-0.551080483832822	0.152556722965087	-3.61229890838006	0.0003034944416114	0.0291583716355712	0.0395902772771858	212.0
gene:AT3G28270	498	561	266	272	398.780183662129	-1.00016861201399	0.208236565273333	-4.80304028594192	1.5627442799539e-06	0.0004237541877094	0.0005753594884673	74.0
gene:AT3G29000	92	88	22	16	55.0016219678138	-2.26578930290112	0.503634435195222	-4.49887685305482	6.83134130768676e-06	0.0013090685558555	0.0017774101979666	106.0
gene:AT3G29035	501	565	300	200	393.064185359476	-1.09498115703486	0.273055445226489	-4.01010555246979	6.06916105177619e-05	0.0080795210655279	0.0109701077703837	153.0
gene:AT3G44260	705	941	192	226	512.994667743005	-1.99725967594527	0.198757739819603	-10.0487139658462	9.30740891605991e-24	6.31911016007694e-20	8.579879785787901e-20	3.0
gene:AT3G45640	2822	3603	2112	1658	2545.07724968011	-0.770509127775415	0.195764656796172	-3.93589496891494	8.28872203265345e-05	0.010486210234143	0.0142378311088582	160.0
gene:AT3G45660	49	58	9	10	31.4828398833749	-2.51825577266581	0.640011866386825	-3.9347016905836	8.33000924895358e-05	0.010486210234143	0.0142378311088582	161.0
gene:AT3G46090	146	180	62	28	104.401055840785	-1.84296204309438	0.442720826219561	-4.16280855552159	3.14356922345282e-05	0.0047079572017122	0.0063923093290138	136.0
gene:AT3G46620	606	716	271	334	479.659083734003	-1.15648145580199	0.193113097295094	-5.98862258438531	2.11625605391608e-09	1.23154009446179e-06	1.67214460488712e-06	35.0
gene:AT3G50060	1104	1348	482	348	821.134285717026	-1.56418585684974	0.229782492105969	-6.80724559349101	9.948502011887569e-12	8.81004734687505e-09	1.19619923103805e-08	23.0
gene:AT3G50770	199	284	90	106	168.230262983165	-1.31780876753352	0.289123438649537	-4.55794512436923	5.16565290116958e-06	0.0010627678615254	0.0014429912220388	99.0
gene:AT3G50800	132	174	40	22	91.9674017150363	-2.29654200789975	0.432628360420107	-5.30834826840681	1.10623118694622e-07	4.79398230121717e-05	6.50911137765912e-05	47.0
gene:AT3G50930	673	697	219	287	469.01152879747	-1.47575058578353	0.205668886997181	-7.1753710895696	7.21113173151233e-13	8.63978418279077e-10	1.17308145902926e-09	17.0
gene:AT3G55980	6150	7251	2055	985	4128.77606709226	-2.1216130787736	0.598199924689409	-3.54666222981416	0.0003901444493912	0.0353176095342238	0.0479530877685075	225.0
gene:AT3G56360	5005	6132	3097	2329	4141.77468375503	-1.03882693815052	0.199674242788214	-5.20260862715458	1.96510425896892e-07	7.52443989825935e-05	0.0001021643683161	53.0
gene:AT3G62420	4493	5268	2810	1878	3622.57428701678	-1.05614993592872	0.225332019282036	-4.68708326181903	2.7712624279954e-06	0.0006414212856069	0.000870900709616	88.0
gene:AT4G01950	1221	1514	672	966	1083.5225117564	-0.773361889619303	0.175611392755943	-4.40382527285168	1.06358616809013e-05	0.001917090537315	0.0026029624317285	113.0
gene:AT4G02410	421	400	242	200	317.654484684911	-0.916047594078762	0.258764348280826	-3.54008425103683	0.0003999993151677	0.0353835645969228	0.0480426393817704	229.0
gene:AT4G11280	1322	1572	401	284	896.329408473039	-2.08140258612966	0.230292454093934	-9.03808418004301	1.59441568349495e-19	5.41250977357085e-16	7.34892762117546e-16	6.0
gene:AT4G12320	1455	1677	864	1080	1262.29541113727	-0.719211294890706	0.154029710552558	-4.66930238530377	3.02224256393874e-06	0.0006839670726922	0.0009286679789525	90.0
gene:AT4G15550	415	441	197	190	311.241988525215	-1.16920514701924	0.233303227255892	-5.01152581887275	5.40001363724724e-07	0.0001803073405958	0.0002448153723574	61.0
gene:AT4G17460	1099	1311	739	892	1004.10243448598	-0.590753735974714	0.158395123503326	-3.72962072890021	0.0001917682063515	0.020776249079624	0.02820930716305	188.0
gene:AT4G17500	2585	2993	810	504	1729.09952638797	-2.08218518543812	0.245922966925832	-8.4668187419278	2.52186072873806e-17	5.70725103588187e-14	7.749117605916781e-14	9.0
gene:AT4G19170	814	937	425	351	632.40881490936	-1.18564562901055	0.21288057668508	-5.56953409030128	2.55421413368836e-08	1.23867222559439e-05	1.68182837778932e-05	42.0
gene:AT4G22200	446	521	249	263	368.739800221309	-0.939978106266778	0.210296740545753	-4.46977021054813	7.83036778253141e-06	0.0014632012017853	0.0019866864314303	109.0
gene:AT4G23670	8952	10295	6214	7308	8151.60705162717	-0.537780642287746	0.126035260495946	-4.26690626235541	1.98202389208612e-05	0.0031601525176773	0.0042907510740557	127.0
gene:AT4G23680	474	495	252	284	375.996857442159	-0.885838632878794	0.211778901862163	-4.18284647379722	2.87881807295437e-05	0.0043833015277085	0.0059515025406903	133.0
gene:AT4G23810	131	116	43	29	80.6930870674855	-1.79950083029514	0.435783788368438	-4.12934321635144	3.63800984349622e-05	0.0053308621936928	0.0072380692245962	139.0
gene:AT4G24380	166	218	71	38	123.332129536397	-1.8057371796348	0.398121685156106	-4.53564135529759	5.74286987692895e-06	0.0011356385791581	0.0015419326839463	103.0
gene:AT4G24570	929	1234	307	177	661.277182714725	-2.14655871916603	0.281368139157331	-7.62900421346481	2.36573907104317e-14	4.0154477832506096e-11	5.4520428341415694e-11	12.0
gene:AT4G24580	69	92	21	28	52.1191745738759	-1.74092701076076	0.482279011342391	-3.609792194595	0.0003064424055372	0.0293033751924027	0.0397871583339502	213.0
gene:AT4G26850	2414	2703	1745	1817	2164.47816530793	-0.546407165248757	0.146985166708491	-3.71743065973739	0.0002012592007973	0.0214620282818881	0.02914043559189	191.0
gene:AT4G27280	1781	2073	293	375	1129.7661888993	-2.55953903268973	0.16436407869629	-15.5723747730745	1.12164356427928e-54	1.14228180586202e-50	1.55095263850718e-50	2.0
gene:AT4G28230	217	163	73	96	138.388180687644	-1.22510300995853	0.346009031695689	-3.54066772174894	0.0003991158717163	0.0353835645969228	0.0480426393817704	228.0
gene:AT4G29780	715	892	384	271	565.720688821709	-1.29416567973423	0.246616106770061	-5.24769325363199	1.5401545557305e-07	6.15095450806251e-05	8.35156357622097e-05	51.0
gene:AT4G31550	615	882	376	444	573.566374272172	-0.884539107723458	0.195570600474636	-4.52286338323216	6.10086207848196e-06	0.0011948303732165	0.0016223013536578	104.0
gene:AT4G33050	1368	1713	969	712	1190.4184644819	-0.873842148084949	0.219318042500215	-3.98436051189947	6.76620869271232e-05	0.0088472674257552	0.0120125285084084	155.0
gene:AT4G34135	810	763	442	352	595.856283318037	-1.00736172392609	0.234800878756607	-4.29028089358351	1.78447267945073e-05	0.0029791917651682	0.004045048520509	122.0
gene:AT4G34410	255	244	127	71	176.114131486847	-1.33941309494076	0.363141255619406	-3.68840795204099	0.0002256616341658	0.0231708505352457	0.0314606182026817	198.0
gene:AT4G37260	4550	5231	2551	1886	3562.64181403423	-1.14485503615019	0.204108924427756	-5.60903958197776	2.03452492549391e-08	1.0359800920615e-05	1.40661967036335e-05	40.0
gene:AT4G39950	1245	1366	735	880	1052.92580004777	-0.724907520668366	0.159619513163915	-4.54147181819775	5.58628543706257e-06	0.0011208724596283	0.0015218837328663	101.0
gene:AT5G01820	702	731	372	287	525.442759379635	-1.13478169831092	0.23629539851748	-4.80238593485338	1.56786134862372e-06	0.0004237541877094	0.0005753594884673	75.0
gene:AT5G05250	598	742	320	350	500.160769773158	-1.02078516404063	0.191034359043427	-5.34346370544044	9.11870944377844e-08	4.12733053224176e-05	5.60395354817095e-05	45.0
gene:AT5G08790	1901	2222	1216	989	1582.85313893669	-0.911737435325594	0.192816031042949	-4.72853543553393	2.26145161369499e-06	0.0005617225178992	0.0007626883460577	82.0
gene:AT5G16980	455	567	297	193	378.546241299809	-1.05634514157383	0.279978679875517	-3.77294850466291	0.000161329595604	0.0179560721489852	0.024380163750991	183.0
gene:AT5G18130	1176	1419	801	860	1059.25399573525	-0.664877160939104	0.158968066363301	-4.18245737115286	2.88375100507142e-05	0.0043833015277085	0.0059515025406903	134.0
gene:AT5G23240	3624	4465	2259	3010	3312.31961067419	-0.649159391787882	0.144734751429925	-4.48516603907791	7.28571771479014e-06	0.00137403239273	0.0018656159574307	108.0
gene:AT5G24150	577	731	317	204	457.63561594745	-1.32234048428734	0.273078662185507	-4.84234276564989	1.28317165193931e-06	0.0003580224685849	0.0004861111237586	73.0
gene:AT5G24155	114	170	61	45	96.9679195660919	-1.4171170023812	0.390888803335765	-3.62537118046825	0.000288546705426	0.0278536459531622	0.037818763689842	211.0
gene:AT5G24210	1726	2129	1161	1204	1548.14604750949	-0.722981624233964	0.153002007121242	-4.72530810436402	2.29766718928109e-06	0.0005638419917021	0.0007655660978261	83.0
gene:AT5G24660	338	410	107	86	235.290480889341	-1.96455534291133	0.275683968241386	-7.12611384493416	1.0324233460708399e-12	1.1682443729317201e-09	1.58620375753273e-09	18.0
gene:AT5G25190	632	703	342	165	463.914605780902	-1.38493689835344	0.329604526338647	-4.20181395485603	2.64784705380259e-05	0.0041168968543397	0.0055897870437336	131.0
gene:AT5G37770	1298	1610	917	732	1138.24419451934	-0.823048696812067	0.203271019539521	-4.0490213443931	5.14322544453584e-05	0.0071263412145786	0.0096759115420842	147.0
gene:AT5G37990	441	521	165	320	358.114512002501	-1.03761257527742	0.269557088501917	-3.8493240190567	0.0001184442433314	0.0138647836102049	0.0188251468352423	174.0
gene:AT5G38020	333	385	148	241	274.543733618461	-0.926490624305226	0.256991054261925	-3.60514737357725	0.0003119758386759	0.0296931022530483	0.0403163169092719	214.0
gene:AT5G39050	1471	1702	957	800	1233.01432385055	-0.863739122466509	0.192050390652704	-4.49746089831422	6.8769803356512e-06	0.0013090685558555	0.0017774101979666	107.0
gene:AT5G41740	606	711	230	206	438.291585247871	-1.61016866067186	0.217415822347951	-7.40594057637147	1.30224140123642e-13	2.04031175849104e-10	2.77026815009179e-10	13.0
gene:AT5G42050	3910	4980	2801	2341	3500.26376081787	-0.794485649129803	0.180081457874708	-4.41181262361041	1.0250880909732e-05	0.0018809904717965	0.0025539469509787	111.0
gene:AT5G43450	1672	1766	1170	1171	1444.33689025041	-0.579693852972707	0.163790960791389	-3.53922982179113	0.000401296318828	0.0353835645969228	0.0480426393817704	231.0
gene:AT5G45340	273	346	98	55	193.235381874319	-2.00859665609768	0.346546383514645	-5.79603987127686	6.7899127498734805e-09	3.63939323393219e-06	4.94144834467766e-06	38.0
gene:AT5G46500	191	252	71	83	148.332792622431	-1.54488883639812	0.300771209648244	-5.13642525228691	2.80013648907374e-07	0.0001000582105429	0.0001358557449216	57.0
gene:AT5G46710	293	367	183	121	241.255732993056	-1.11584957628626	0.303190325363663	-3.68036010036879	0.0002329048133029	0.0236010210813672	0.0320446896114106	201.0
gene:AT5G47220	1823	2208	534	342	1228.9073552393	-2.19800129256697	0.244367411370289	-8.99465800387087	2.36968829448153e-19	6.89511588314284e-16	9.36196139769811e-16	7.0
gene:AT5G47230	585	627	141	72	358.802093523412	-2.50527454907974	0.324011228848597	-7.73206088561332	1.05819308395189e-14	1.95938879399383e-11	2.66039361242632e-11	11.0
gene:AT5G48400	46	68	12	8	33.3118130500654	-2.50804270382159	0.642257102969154	-3.90504471219844	9.42079652481631e-05	0.0116292596131793	0.0157898259329573	165.0
gene:AT5G50160	966	1125	634	602	830.431730578107	-0.775840761908547	0.180516906451306	-4.2978842101852	1.72436196007971e-05	0.0029026284630498	0.0039410933889259	121.0
gene:AT5G53450	1948	2987	1451	1424	1934.53630264367	-0.781845994190139	0.18136240019527	-4.31095967713449	1.62547547668369e-05	0.0027589737090911	0.0037460436923072	120.0
gene:AT5G54730	583	769	425	378	536.60449990066	-0.759003723929694	0.210852885910962	-3.59968383003399	0.0003186043306212	0.0301829442143889	0.0409814082015379	215.0
gene:AT5G57560	13543	14841	5935	10066	11015.1398622182	-0.87731994288892	0.185939634781601	-4.71830518501014	2.37817553375341e-06	0.0005766509437082	0.0007829576712613	84.0
gene:AT5G59130	288	351	142	201	243.625086550153	-0.930599065714645	0.249911452732072	-3.72371516207515	0.0001963124036605	0.0210446896724151	0.0285737869643872	190.0
