Geneid	WT_AGO1-1	WT_AGO1-2	ago1-1	ago1-2
gene:AT1G03610	1235	1259	419	284
gene:AT1G03620	42	73	30	30
gene:AT1G03630	2261	2653	1265	1570
gene:AT1G03650	57	66	64	51
gene:AT1G03660	24	10	10	22
gene:AT1G03670	3	2	4	0
gene:AT1G03680	4948	5555	2950	3561
gene:AT1G03687	136	177	221	229
gene:AT1G03700	14	24	0	6
gene:AT1G03710	4	0	2	16
gene:AT1G03720	0	0	0	1
gene:AT1G03730	200	225	184	221
gene:AT1G03740	804	1271	1238	912
gene:AT1G03750	108	118	178	197
gene:AT1G03760	182	185	231	207
gene:AT1G03770	103	147	202	132
gene:AT1G03780	155	203	256	197
gene:AT1G03790	6	2	13	1
gene:AT1G03800	12	12	24	32
gene:AT1G03810	0	0	0	0
gene:AT1G03820	181	217	353	309
gene:AT1G03830	193	239	301	363
gene:AT1G03840	49	50	33	48
gene:AT1G03850	291	376	952	446
gene:AT1G03860	797	999	1177	1254
gene:AT1G03870	1292	1610	741	762
gene:AT1G03880	0	0	1	50
gene:AT1G03890	2	0	0	4
gene:AT1G03900	1032	1168	1947	1922
gene:AT1G03905	26	43	118	123
gene:AT1G03910	762	980	1000	955
gene:AT1G03920	28	46	57	41
gene:AT1G03930	382	551	670	616
gene:AT1G03940	140	180	122	105
gene:AT1G03950	152	159	233	241
gene:AT1G03960	180	224	270	317
gene:AT1G03970	487	561	811	817
gene:AT1G03980	6	12	15	7
gene:AT1G03982	0	0	0	0
gene:AT1G03990	57	54	44	43
gene:AT1G04000	184	203	182	187
gene:AT1G04010	146	183	195	222
gene:AT1G04020	98	127	179	183
gene:AT1G04030	105	126	147	108
gene:AT1G04040	433	633	262	312
gene:AT1G04050	50	50	91	112
gene:AT1G04070	66	94	98	104
gene:AT1G04080	1532	1837	1914	1737
gene:AT1G04090	9	17	0	4
gene:AT1G04100	25	34	50	48
gene:AT1G04105	0	0	0	0
gene:AT1G04110	128	114	36	39
gene:AT1G04120	1112	1483	4213	3525
gene:AT1G04130	154	176	247	246
gene:AT1G04140	1708	1992	1947	1899
gene:AT1G04150	8	4	24	16
gene:AT1G04160	127	146	125	142
gene:AT1G04170	1335	1507	1793	1927
gene:AT1G04180	20	37	65	85
gene:AT1G04190	293	384	512	531
gene:AT1G04200	283	486	789	690
gene:AT1G04210	1208	1504	1264	1162
gene:AT1G04220	140	209	315	356
gene:AT1G04230	153	181	241	188
gene:AT1G04240	366	355	31	25
gene:AT1G04250	524	753	322	377
gene:AT1G04260	138	184	240	252
gene:AT1G04270	3492	3818	4658	4898
gene:AT1G04280	557	667	961	797
gene:AT1G04290	208	215	285	241
gene:AT1G04300	1484	1882	1964	1759
gene:AT1G04310	290	269	371	277
gene:AT1G04330	6	8	4	0
gene:AT1G04340	173	226	305	259
gene:AT1G04350	803	969	723	740
gene:AT1G04360	64	82	40	38
gene:AT1G04370	0	0	24	4
gene:AT1G04380	4	4	8	4
gene:AT1G04390	194	221	194	153
gene:AT1G04400	4199	4774	3717	3411
gene:AT1G04410	8629	9732	19985	20943
gene:AT1G04420	1491	1889	1047	1195
gene:AT1G04430	1813	2265	1566	1627
gene:AT1G04440	1125	1378	1612	1700
gene:AT1G04445	5	2	0	4
gene:AT1G04450	0	0	0	3
gene:AT1G04455	31	21	15	27
gene:AT1G04470	0	4	0	1
gene:AT1G04480	1316	1531	1499	1674
gene:AT1G04490	2	23	41	37
gene:AT1G04500	2	0	22	23
gene:AT1G04510	776	946	1083	1052
gene:AT1G04520	190	209	184	195
gene:AT1G04530	431	589	455	477
gene:AT1G04540	22	41	81	76
gene:AT1G04550	252	361	300	231
gene:AT1G04555	331	373	640	916
gene:AT1G04560	2	0	20	12
gene:AT1G04570	16	14	24	20
gene:AT1G04580	6	10	90	11
gene:AT1G04590	262	246	347	430
gene:AT1G04600	8	10	30	27
gene:AT1G04610	58	73	43	48
gene:AT1G04620	559	715	463	393
gene:AT1G04625	0	0	0	4
gene:AT1G04630	333	401	536	552
gene:AT1G04635	24	22	36	36
gene:AT1G04640	618	814	568	718
gene:AT1G04645	0	0	2	0
gene:AT1G04650	54	70	90	78
gene:AT1G04660	0	8	10	4
gene:AT1G04670	0	0	0	6
gene:AT1G04680	872	1033	1074	1202
gene:AT1G04690	1464	1851	2770	2603
gene:AT1G04700	44	77	39	36
gene:AT1G04710	326	362	466	486
gene:AT1G04730	49	74	130	103
gene:AT1G04750	852	1065	1494	1458
gene:AT1G04760	41	31	32	56
gene:AT1G04770	764	916	320	327
gene:AT1G04778	4	7	0	5
gene:AT1G04780	1279	1443	2681	2359
gene:AT1G04790	460	575	594	521
gene:AT1G04800	238	305	486	424
gene:AT1G04810	974	1257	1262	1050
gene:AT1G04820	4030	4538	4531	5131
gene:AT1G04830	260	362	300	246
gene:AT1G04840	50	59	34	18
gene:AT1G04850	815	1050	1995	1835
gene:AT1G04860	828	947	866	760
gene:AT1G04870	561	581	637	724
gene:AT1G04880	2	10	3	4
gene:AT1G04890	0	0	0	0
gene:AT1G04895	0	0	0	0
gene:AT1G04900	138	218	211	271
gene:AT1G04910	383	516	767	795
gene:AT1G04920	40	46	51	48
gene:AT1G04930	59	50	53	66
gene:AT1G04945	157	162	154	254
gene:AT1G04940	0	0	0	0
gene:AT1G04950	392	508	350	352
gene:AT1G04960	318	404	474	362
gene:AT1G04970	597	622	922	813
gene:AT1G04980	186	227	593	462
gene:AT1G04985	399	587	468	492
gene:AT1G04990	491	589	1962	2042
gene:AT1G05000	269	324	1016	690
gene:AT1G05005	0	2	0	0
gene:AT1G05010	4604	5410	15376	12585
gene:AT1G05020	56	64	8	30
gene:AT1G05030	181	206	282	270
gene:AT1G05035	12	20	33	35
gene:AT1G05040	1	0	1	2
gene:AT1G05055	110	149	132	193
gene:AT1G05060	286	314	315	397
gene:AT1G05065	16	2	26	4
gene:AT1G05070	245	271	311	323
gene:AT1G05080	0	0	0	0
gene:AT1G05085	2	1	1	0
gene:AT1G05087	116	137	89	111
gene:AT1G05090	203	216	220	195
gene:AT1G05100	30	18	30	18
gene:AT1G05120	429	436	716	650
gene:AT1G05136	7	5	4	3
gene:AT1G05140	1105	1330	852	878
gene:AT1G05150	748	950	722	658
gene:AT1G05160	151	280	260	233
gene:AT1G05170	119	176	267	297
gene:AT1G05180	414	614	846	869
gene:AT1G05190	6117	6412	3226	3701
gene:AT1G05200	364	551	624	624
gene:AT1G05205	131	205	279	337
gene:AT1G05210	43	75	66	100
gene:AT1G05220	12	5	11	27
gene:AT1G05230	361	507	275	258
gene:AT1G05240	67	98	8	9
gene:AT1G05250	78	97	2	14
gene:AT1G05260	467	569	196	297
gene:AT1G05270	467	609	652	704
gene:AT1G05280	23	30	25	19
gene:AT1G05290	0	0	1	0
gene:AT1G05291	0	0	0	0
gene:AT1G05300	56	89	421	436
gene:AT1G05310	55	104	40	23
gene:AT1G05320	347	497	618	539
gene:AT1G05330	2	0	1	0
gene:AT1G05340	100	162	123	116
gene:AT1G05350	243	342	554	559
gene:AT1G05360	188	273	254	282
gene:AT1G05370	20	31	64	59
gene:AT1G05380	974	1116	1237	1011
gene:AT1G05385	218	270	99	146
gene:AT1G05400	7	12	17	5
gene:AT1G05410	263	304	267	296
gene:AT1G05420	8	4	4	0
gene:AT1G05430	252	409	432	414
gene:AT1G05440	18	38	21	36
gene:AT1G05450	2	0	0	2
gene:AT1G05460	345	401	328	363
gene:AT1G05470	196	271	182	141
gene:AT1G05490	8	22	8	12
gene:AT1G05500	491	683	987	908
gene:AT1G05510	2	0	4	13
gene:AT1G05520	785	913	1234	1242
gene:AT1G05530	38	32	5	4
gene:AT1G05540	24	47	6	4
gene:AT1G05550	8	0	2	3
gene:AT1G05560	4246	4375	3379	2828
gene:AT1G05570	1266	1728	2168	1801
gene:AT1G05575	94	127	98	64
gene:AT1G05577	1	2	19	2
gene:AT1G05580	0	0	0	0
gene:AT1G05590	231	259	285	250
gene:AT1G05600	143	148	101	90
gene:AT1G05610	6	14	22	15
gene:AT1G05615	0	0	0	0
gene:AT1G05620	186	231	531	572
gene:AT1G05630	269	374	289	265
gene:AT1G05640	65	86	110	105
gene:AT1G05650	2	5	0	0
gene:AT1G05660	59	83	4	4
gene:AT1G05670	158	213	140	140
gene:AT1G05675	84	166	324	207
gene:AT1G05680	2317	2314	567	486
gene:AT1G05690	35	42	80	61
gene:AT1G05700	20	28	28	26
gene:AT1G05710	162	234	816	753
gene:AT1G05720	158	183	369	355
gene:AT1G05730	11	11	29	23
gene:AT1G05740	0	2	0	0
gene:AT1G05750	127	142	111	122
gene:AT1G05760	0	0	0	0
gene:AT1G05770	7	10	20	9
gene:AT1G05780	80	121	180	198
gene:AT1G05783	4	8	9	19
gene:AT1G05785	85	97	91	112
gene:AT1G05790	447	489	471	391
gene:AT1G05800	0	0	6	0
gene:AT1G05805	510	647	618	756
gene:AT1G05810	122	112	107	112
gene:AT1G05820	41	36	34	24
gene:AT1G05830	662	684	761	666
gene:AT1G05835	111	150	42	59
gene:AT1G05840	285	428	330	336
gene:AT1G05850	4793	5975	5151	5307
gene:AT1G05860	146	182	194	195
gene:AT1G05870	207	241	393	439
gene:AT1G05880	0	0	2	0
gene:AT1G05890	865	958	1209	952
gene:AT1G05894	19	20	5	4
gene:AT1G05900	137	206	152	198
gene:AT1G05910	465	630	790	833
gene:AT1G05920	0	0	0	0
gene:AT1G05930	1	0	0	0
gene:AT1G05940	511	659	843	975
gene:AT1G05950	66	82	57	58
gene:AT1G05960	1035	1355	1215	1070
gene:AT1G05970	80	91	78	69
gene:AT1G05990	12	2	0	0
gene:AT1G06000	634	815	934	872
gene:AT1G06010	107	147	219	259
gene:AT1G06020	3	9	7	7
gene:AT1G06030	4	2	14	10
gene:AT1G06040	677	678	687	724
gene:AT1G06045	0	0	0	0
gene:AT1G06050	67	49	103	106
gene:AT1G06060	269	285	288	330
gene:AT1G06070	324	381	426	416
gene:AT1G06080	184	287	49	55
gene:AT1G06090	90	124	60	81
gene:AT1G06100	36	67	0	0
gene:AT1G06110	442	566	691	628
gene:AT1G06120	10	40	7	7
gene:AT1G06130	380	468	585	733
gene:AT1G06135	0	0	8	2
gene:AT1G06137	0	0	6	0
gene:AT1G06140	34	26	26	40
gene:AT1G06143	57	82	72	72
gene:AT1G06150	638	743	879	800
gene:AT1G06148	2	8	33	12
gene:AT1G06160	239	338	90	123
gene:AT1G06170	2	0	6	2
gene:AT1G06180	168	120	1038	762
gene:AT1G06190	1503	1532	1101	1308
gene:AT1G06200	703	767	975	951
gene:AT1G06210	419	503	724	731
gene:AT1G06220	1330	1608	1461	1367
gene:AT1G06225	0	0	0	0
gene:AT1G06230	1466	1558	1356	1214
gene:AT1G06240	256	318	130	220
gene:AT1G06250	76	31	17	17
gene:AT1G06260	17	55	47	52
gene:AT1G06270	105	118	90	96
gene:AT1G06280	0	0	0	0
gene:AT1G06290	1069	1391	2451	2167
gene:AT1G06310	12	20	36	32
gene:AT1G06320	0	0	0	0
gene:AT1G06330	2	2	0	2
gene:AT1G06340	0	0	0	4
gene:AT1G06350	31	24	282	323
gene:AT1G06360	948	1034	21	21
gene:AT1G06380	168	191	168	181
gene:AT1G06390	928	1108	1302	1115
gene:AT1G06400	730	839	1038	899
gene:AT1G06410	2699	3073	2866	3005
gene:AT1G06420	18	30	18	38
gene:AT1G06430	2242	2478	2651	2316
gene:AT1G06440	46	64	60	66
gene:AT1G06450	108	103	86	71
gene:AT1G06460	3111	3369	2624	3011
gene:AT1G06470	344	488	589	647
gene:AT1G06475	0	0	0	0
gene:AT1G06490	91	145	256	196
gene:AT1G06500	100	146	153	183
gene:AT1G06515	168	192	241	243
gene:AT1G06510	280	287	294	297
gene:AT1G06520	58	92	100	68
gene:AT1G06530	0	0	1	0
gene:AT1G06540	10	3	4	11
gene:AT1G06550	345	460	937	667
gene:AT1G06560	274	282	204	220
gene:AT1G06570	1203	1087	1247	905
gene:AT1G06580	47	64	88	84
gene:AT1G06590	155	180	197	191
gene:AT1G06620	281	362	793	650
gene:AT1G06630	422	588	440	356
gene:AT1G06640	1245	1491	1643	2107
gene:AT1G06645	404	465	295	293
gene:AT1G06650	1297	1529	2146	2078
gene:AT1G06660	73	49	94	90
gene:AT1G06670	878	1199	1451	1186
gene:AT1G06680	19136	22717	18614	25400
gene:AT1G06690	611	639	429	480
gene:AT1G06700	950	1090	1169	1115
gene:AT1G06710	129	114	146	148
gene:AT1G06720	810	974	1038	842
gene:AT1G06730	304	324	235	287
gene:AT1G06740	80	92	78	97
gene:AT1G06750	12	3	13	6
gene:AT1G06760	2122	2591	2186	2324
gene:AT1G06770	161	189	168	183
gene:AT1G06780	315	318	480	436
gene:AT1G06790	81	108	131	155
gene:AT1G06800	128	155	299	259
gene:AT1G06810	2	7	0	0
gene:AT1G06820	588	635	617	651
gene:AT1G06830	60	48	11	11
gene:AT1G06840	470	654	593	478
gene:AT1G06850	138	156	245	235
gene:AT1G06870	297	363	475	404
gene:AT1G06890	919	1118	1483	1437
gene:AT1G06900	881	964	1272	1137
gene:AT1G06910	125	165	137	122
gene:AT1G06920	0	0	0	0
gene:AT1G06923	10	12	0	0
gene:AT1G06925	0	0	0	1
gene:AT1G06930	8	14	14	5
gene:AT1G06950	3045	3432	3160	2976
gene:AT1G06960	154	209	181	221
gene:AT1G06970	4	8	1	0
gene:AT1G06980	20	8	8	12
gene:AT1G06990	0	0	0	2
gene:AT1G07000	228	344	800	549
gene:AT1G07010	376	386	731	776
gene:AT1G07020	175	180	341	306
gene:AT1G07025	2	2	0	0
gene:AT1G07030	393	415	437	446
gene:AT1G07040	913	927	931	791
gene:AT1G07050	833	1009	365	457
gene:AT1G07060	2	4	0	2
gene:AT1G07070	147	199	272	292
gene:AT1G07080	958	1137	1512	1450
gene:AT1G07090	108	133	255	237
gene:AT1G07110	2550	3357	2065	2051
gene:AT1G07120	41	26	17	29
gene:AT1G07130	142	165	203	165
gene:AT1G07135	1973	2225	513	448
gene:AT1G07140	1998	2256	3321	3153
gene:AT1G07150	116	195	98	110
gene:AT1G07160	13	21	24	27
gene:AT1G07170	222	203	196	194
gene:AT1G07175	0	7	0	2
gene:AT1G07180	71	105	47	50
gene:AT1G07190	1	0	0	0
gene:AT1G07200	746	867	630	476
gene:AT1G07210	473	528	660	586
gene:AT1G07220	204	252	582	521
gene:AT1G07230	854	840	1122	1085
gene:AT1G07240	593	615	504	477
gene:AT1G07250	772	922	780	728
gene:AT1G07260	74	122	186	145
gene:AT1G07270	18	9	25	26
gene:AT1G07280	2058	2150	1203	1343
gene:AT1G07290	26	32	22	52
gene:AT1G07300	49	47	106	92
gene:AT1G07310	671	682	715	730
gene:AT1G07320	4276	4844	2654	3082
gene:AT1G07330	4	2	0	0
gene:AT1G07340	0	0	0	0
gene:AT1G07350	725	797	949	1028
gene:AT1G07360	630	747	889	892
gene:AT1G07370	106	133	217	227
gene:AT1G07380	219	245	475	483
gene:AT1G07390	119	131	543	547
gene:AT1G07400	397	248	60	49
gene:AT1G07410	39	35	53	54
gene:AT1G07420	550	603	617	742
gene:AT1G07430	43	42	38	43
gene:AT1G07440	592	707	495	619
gene:AT1G07450	28	18	26	29
gene:AT1G07460	0	0	0	0
gene:AT1G07470	392	436	599	598
gene:AT1G07473	2	0	0	6
gene:AT1G07476	0	0	0	0
gene:AT1G07480	382	511	631	639
gene:AT1G07485	0	0	0	0
gene:AT1G07490	0	0	0	0
gene:AT1G07510	674	761	879	888
gene:AT1G07500	0	0	0	0
gene:AT1G07520	0	0	0	0
gene:AT1G07530	1327	1487	1349	1131
gene:AT1G07540	0	0	0	0
gene:AT1G07550	19	16	19	17
gene:AT1G07560	36	91	40	31
gene:AT1G07570	240	265	199	240
gene:AT1G07590	7531	9048	9054	9029
gene:AT1G07600	0	0	0	0
gene:AT1G07610	942	1336	399	581
gene:AT1G07615	190	222	241	219
gene:AT1G07620	23	37	343	253
gene:AT1G07630	343	412	1079	925
gene:AT1G07640	480	671	435	472
gene:AT1G07650	486	697	1428	1224
gene:AT1G07645	0	0	2	0
gene:AT1G07660	341	404	372	351
gene:AT1G07670	1095	1369	2531	2081
gene:AT1G07680	0	0	0	0
gene:AT1G07690	0	0	0	0
gene:AT1G07700	378	473	744	799
gene:AT1G07705	332	402	702	673
gene:AT1G07710	9	25	2	24
gene:AT1G07720	498	635	452	387
gene:AT1G07725	214	212	230	294
gene:AT1G07740	57	90	52	93
gene:AT1G07730	0	0	0	0
gene:AT1G07745	90	90	94	96
gene:AT1G07747	0	0	0	0
gene:AT1G07750	438	481	1083	1085
gene:AT1G07770	3012	3153	6420	6772
gene:AT1G07780	336	466	352	440
gene:AT1G07790	497	625	468	632
gene:AT1G07795	4	2	0	0
gene:AT1G07810	1063	1206	1733	1614
gene:AT1G07820	800	960	931	1000
gene:AT1G07830	234	267	310	339
gene:AT1G07840	324	359	329	409
gene:AT1G07850	6	5	0	2
gene:AT1G07870	253	301	388	416
gene:AT1G07860	0	0	0	0
gene:AT1G07880	71	58	100	78
gene:AT1G07885	10	6	2	4
gene:AT1G07890	6362	7815	19175	19443
gene:AT1G07900	3	0	172	64
gene:AT1G07902	55	45	25	23
gene:AT1G07901	0	0	0	0
gene:AT1G07910	311	504	423	421
gene:AT1G07920	8852	9713	12678	13011
gene:AT1G07930	7912	8950	10745	10896
gene:AT1G07940	7744	8675	10827	10938
gene:AT1G07950	197	196	267	254
gene:AT1G07960	326	329	524	493
gene:AT1G07970	242	330	286	298
gene:AT1G07980	153	140	218	240
gene:AT1G07985	88	88	35	34
