Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
transcript:AT1G58590.2	22	12	3	5
transcript:AT1G58590.1	2	0	1	1
transcript:AT1G58808.1	0	0	0	0
transcript:AT1G08253.1	0	0	0	0
transcript:AT1G08427.1	30	32	39	39
transcript:AT1G08493.1	0	0	0	0
transcript:AT1G08547.1	56	108	40	54
transcript:AT1G64563.1	92	80	63	55
transcript:AT1G64572.1	142	122	55	83
transcript:AT1G64618.1	2	0	0	0
transcript:AT1G08747.1	50	51	100	90
transcript:AT1G08747.2	145	198	244	272
transcript:AT1G66173.1	16	9	9	29
transcript:AT1G08823.1	0	0	0	0
transcript:AT1G67105.1	62	79	88	60
transcript:AT1G67238.1	0	0	0	0
transcript:AT1G08933.1	2	0	0	0
transcript:AT1G68568.1	318	299	111	84
transcript:AT1G68568.2	0	0	0	0
transcript:AT1G68568.3	0	4	0	0
transcript:AT1G68872.4	4	1	5	1
transcript:AT1G68872.1	0	0	0	0
transcript:AT1G68872.2	0	0	0	0
transcript:AT1G68872.3	0	0	0	0
transcript:AT1G69252.2	0	0	0	0
transcript:AT1G69252.1	0	0	0	0
transcript:AT1G09073.1	0	0	0	0
transcript:AT1G70185.1	5	11	3	6
transcript:AT1G70518.1	121	94	75	101
transcript:AT1G70581.1	37	11	10	4
transcript:AT1G09277.1	0	0	0	0
transcript:AT1G09583.1	0	0	0	0
transcript:AT1G77138.1	10	17	14	21
transcript:AT1G78865.1	65	56	47	52
transcript:AT1G09837.1	23	29	30	59
transcript:AT1G09843.1	91	67	69	83
transcript:AT1G79075.1	7	8	1	4
transcript:AT1G79075.2	0	0	0	0
transcript:AT1G09903.1	50	44	60	62
transcript:AT1G09923.1	1	2	4	2
transcript:AT2G01422.1	0	0	0	0
transcript:AT2G01422.2	0	0	0	0
transcript:AT2G04705.1	0	0	0	0
transcript:AT2G05518.1	11	16	27	43
transcript:AT2G05995.1	4	10	2	4
transcript:AT2G06002.1	49	45	27	33
transcript:AT2G06562.1	0	0	0	0
transcript:AT2G07042.1	799	674	86	41
transcript:AT2G10537.1	0	0	0	0
transcript:AT2G05685.1	0	0	0	0
transcript:AT2G14878.1	1060	1066	823	852
transcript:AT2G15128.1	44	36	47	43
transcript:AT2G15292.1	198	294	376	476
transcript:AT2G15555.1	0	0	0	0
transcript:AT2G18440.2	14	3	16	12
transcript:AT2G18440.1	0	0	0	0
transcript:AT2G18735.1	102	81	125	123
transcript:AT2G19796.1	0	0	0	0
transcript:AT2G21188.1	208	142	25	21
transcript:AT2G07405.1	0	0	0	0
transcript:AT2G07575.1	1	0	2	0
transcript:AT2G22482.1	12	37	27	14
transcript:AT2G07975.1	0	0	0	0
transcript:AT2G24735.1	1	5	0	0
transcript:AT2G08135.1	23	17	25	27
transcript:AT2G27400.1	180	164	114	173
transcript:AT2G08205.1	15	13	8	14
transcript:AT2G08330.1	124	171	237	254
transcript:AT2G30115.1	0	0	0	3
transcript:AT2G30945.2	0	0	0	0
transcript:AT2G30945.1	0	0	0	0
transcript:AT2G30945.3	0	0	0	0
transcript:AT2G31585.1	0	0	0	0
transcript:AT2G31585.2	0	0	0	0
transcript:AT2G08475.1	771	553	168	189
transcript:AT2G31902.1	79	67	26	68
transcript:AT2G31902.2	0	0	0	0
transcript:AT2G31902.3	0	0	0	0
transcript:AT2G31902.4	2	5	0	0
transcript:AT2G31902.5	62	102	47	93
transcript:AT2G32795.1	38	58	42	65
transcript:AT2G08610.1	3	3	11	19
transcript:AT2G08745.1	4	5	1	4
transcript:AT2G36307.1	25	23	34	32
transcript:AT2G08915.1	122	91	50	23
transcript:AT2G08915.2	781	598	294	222
transcript:AT2G09000.1	8	8	5	4
transcript:AT2G09035.1	0	0	0	0
transcript:AT2G09045.1	7	6	13	13
transcript:AT2G39675.1	675	562	111	148
transcript:AT2G39681.1	565	487	233	352
transcript:AT2G09155.1	0	0	1	0
transcript:AT2G09215.1	34	41	28	49
transcript:AT2G41312.2	0	0	0	0
transcript:AT2G41312.1	0	0	0	0
transcript:AT2G09365.1	0	0	0	0
transcript:AT2G42388.1	0	0	2	0
transcript:AT2G42425.1	0	0	0	0
transcript:AT2G42485.1	60	70	58	58
transcript:AT2G09395.1	400	390	191	193
transcript:AT2G09400.1	89	55	53	50
transcript:AT2G43375.1	47	52	72	101
transcript:AT2G09475.1	0	0	0	0
transcript:AT2G44995.1	35	26	44	51
transcript:AT2G45023.1	0	0	0	0
transcript:AT2G45023.2	0	0	0	0
transcript:AT2G45245.3	0	2	0	0
transcript:AT2G45245.4	11	6	8	11
transcript:AT2G45245.2	0	0	0	0
transcript:AT2G45245.1	0	0	0	0
transcript:AT2G45780.1	2	8	2	2
transcript:AT2G09675.1	53	44	47	50
transcript:AT2G46192.1	66	46	45	31
transcript:AT2G09735.1	467	531	203	196
transcript:AT2G09785.1	640	666	529	567
transcript:AT3G00980.1	6	5	3	3
transcript:AT3G01005.1	74	102	42	36
transcript:AT3G01135.1	82	64	60	72
transcript:AT3G02832.1	28	43	30	24
transcript:AT3G04485.1	56	44	47	45
transcript:AT3G01525.1	73	63	52	70
transcript:AT3G01605.1	37	40	22	21
transcript:AT3G05152.1	8	6	0	4
transcript:AT3G01615.1	15	18	11	7
transcript:AT3G06125.2	0	0	0	0
transcript:AT3G06125.3	0	0	0	0
transcript:AT3G06125.1	0	0	6	2
transcript:AT3G01905.1	41	33	38	32
transcript:AT3G06962.1	7	4	1	0
transcript:AT3G01925.1	14	14	5	9
transcript:AT3G07215.4	3	0	0	0
transcript:AT3G07215.3	0	0	0	0
transcript:AT3G07215.2	0	0	0	0
transcript:AT3G07215.1	0	0	0	0
transcript:AT3G02075.1	4	15	10	6
transcript:AT3G02115.1	169	182	84	103
transcript:AT3G11415.1	1	0	4	0
transcript:AT3G02475.1	4	3	8	2
transcript:AT3G02565.1	89	91	62	64
transcript:AT3G02585.1	40	26	21	32
transcript:AT3G12965.1	317	380	236	236
transcript:AT3G13277.1	136	108	126	127
transcript:AT3G14185.1	0	4	0	6
transcript:AT3G03065.1	0	0	0	0
transcript:AT3G15536.1	233	127	0	0
transcript:AT3G03155.1	26	15	13	27
transcript:AT3G03155.2	32	27	20	39
transcript:AT3G17185.1	0	0	0	0
transcript:AT3G17185.2	0	0	0	0
transcript:AT3G18362.1	0	0	0	0
transcript:AT3G18362.2	0	0	0	1
transcript:AT3G03695.1	0	0	0	0
transcript:AT3G03745.1	38	42	27	48
transcript:AT3G04195.1	27	23	10	11
transcript:AT3G04355.1	50	66	35	33
transcript:AT3G04535.1	0	0	0	0
transcript:AT3G04685.1	62	70	101	24
transcript:AT3G25795.1	4	2	6	7
transcript:AT3G26612.1	110	137	105	99
transcript:AT3G05185.1	0	0	0	0
transcript:AT3G05215.1	0	0	0	0
transcript:AT3G27884.2	0	0	0	0
transcript:AT3G27884.3	0	0	0	0
transcript:AT3G27884.1	0	0	0	0
transcript:AT3G41761.1	62	90	120	75
transcript:AT3G44765.1	5	0	2	4
transcript:AT3G44798.1	147	166	201	223
transcript:AT3G45638.1	0	0	4	7
transcript:AT3G45638.2	0	0	0	0
transcript:AT3G46614.1	4	2	2	0
transcript:AT3G07485.1	1	1	1	0
transcript:AT3G07635.1	0	2	2	2
transcript:AT3G48115.2	0	0	0	0
transcript:AT3G48115.1	62	81	46	66
transcript:AT3G08085.1	0	2	1	1
transcript:AT3G08170.1	52	38	38	20
transcript:AT3G08170.2	532	410	261	338
transcript:AT3G52742.1	0	0	0	0
transcript:AT3G52748.1	19	30	16	5
transcript:AT3G53365.1	11	18	11	19
transcript:AT3G54366.1	353	374	514	481
transcript:AT3G08410.1	0	0	0	0
transcript:AT3G55485.1	5	10	0	8
transcript:AT3G08705.1	34	36	43	42
transcript:AT3G08785.1	1023	1365	1779	2059
transcript:AT3G57157.1	232	158	16	30
transcript:AT3G08895.1	132	154	115	146
transcript:AT3G08975.1	41	47	30	42
transcript:AT3G59765.3	0	7	0	3
transcript:AT3G59765.2	0	0	0	0
transcript:AT3G59765.1	0	0	0	0
transcript:AT3G60176.1	1	0	3	0
transcript:AT3G60238.1	0	0	0	0
transcript:AT3G60972.1	7	6	4	7
transcript:AT3G61118.1	18	2	1	1
transcript:AT3G61198.1	142	107	20	35
transcript:AT4G03605.1	0	0	0	0
transcript:AT4G03675.1	23	24	19	26
transcript:AT4G03685.1	0	5	0	8
transcript:AT4G00975.1	34	28	15	17
transcript:AT4G00975.2	0	0	0	0
transcript:AT4G00975.3	0	0	0	0
transcript:AT4G01533.1	8	2	14	8
transcript:AT4G03955.1	12	9	25	25
transcript:AT4G02005.6	0	0	0	0
transcript:AT4G02005.5	0	0	0	0
transcript:AT4G02005.3	0	0	0	0
transcript:AT4G02005.1	0	0	0	0
transcript:AT4G02005.4	0	0	0	0
transcript:AT4G02005.2	0	0	0	0
transcript:AT4G04325.1	13	13	16	17
transcript:AT4G03038.1	2	0	0	0
transcript:AT4G03811.1	0	2	0	0
transcript:AT4G03935.1	0	0	0	0
transcript:AT4G03935.3	0	0	0	0
transcript:AT4G03935.2	0	0	0	0
transcript:AT4G04223.1	0	5	2	0
transcript:AT4G04223.2	0	0	1	0
transcript:AT4G04315.1	0	0	0	0
transcript:AT4G06701.5	0	0	0	0
transcript:AT4G06701.3	0	0	0	0
transcript:AT4G06701.2	0	0	0	0
transcript:AT4G06701.4	0	0	0	0
transcript:AT4G06701.1	0	0	0	0
transcript:AT4G08035.1	8	6	0	4
transcript:AT4G08035.2	0	0	0	0
transcript:AT4G05365.1	0	0	0	0
transcript:AT4G05690.1	166	194	200	218
transcript:AT4G10507.1	2	0	0	0
transcript:AT4G05905.1	2	0	0	0
transcript:AT4G05940.1	0	0	1	0
transcript:AT4G12917.1	133	153	212	191
transcript:AT4G13495.2	52	62	62	127
transcript:AT4G13495.1	0	0	0	0
transcript:AT4G14548.1	23	27	13	19
transcript:AT4G15242.1	0	0	0	0
transcript:AT4G16355.1	0	0	3	4
transcript:AT4G16748.1	0	0	0	0
transcript:AT4G16892.1	10	9	28	24
transcript:AT4G06785.1	37	48	20	18
transcript:AT4G23205.1	3	4	1	9
transcript:AT4G26255.1	47	59	13	34
transcript:AT4G07975.1	91	76	90	105
transcript:AT4G07975.2	273	270	300	386
transcript:AT4G08055.1	142	93	79	72
transcript:AT4G30872.1	0	0	0	0
transcript:AT4G30975.3	0	0	0	0
transcript:AT4G30975.1	0	0	0	0
transcript:AT4G30975.2	0	0	0	0
transcript:AT4G31408.1	0	0	0	0
transcript:AT4G31408.3	0	0	0	0
transcript:AT4G31408.2	0	0	0	0
transcript:AT4G09195.1	0	0	0	0
transcript:AT4G36648.1	3444	2703	1780	2630
transcript:AT4G09365.1	10	11	9	11
transcript:AT4G09405.1	0	3	4	0
transcript:AT4G09535.1	24	21	12	19
transcript:AT4G39404.1	2	8	2	0
transcript:AT4G40065.1	125	215	244	340
transcript:AT5G00885.1	0	0	0	0
transcript:AT5G03285.1	72	78	53	25
transcript:AT5G00925.1	63	46	30	38
transcript:AT5G06165.1	31	38	30	8
transcript:AT5G01265.1	18	20	23	23
transcript:AT5G07322.1	65	56	115	77
transcript:AT5G10278.2	0	0	0	0
transcript:AT5G10278.1	8	3	6	9
transcript:AT5G02115.1	63	76	67	51
transcript:AT5G02135.1	0	0	0	0
transcript:AT5G02445.1	4	2	1	4
transcript:AT5G02535.1	6	3	0	2
transcript:AT5G02825.1	0	0	0	0
transcript:AT5G02975.1	0	0	0	0
transcript:AT5G03315.1	3	6	21	8
transcript:AT5G22788.1	5	12	6	9
transcript:AT5G23155.2	0	0	0	0
transcript:AT5G23155.1	0	0	0	0
transcript:AT5G23410.1	180	159	130	146
transcript:AT5G24205.1	114	93	11	11
transcript:AT5G24206.1	32	26	7	1
transcript:AT5G24735.1	500	524	760	732
transcript:AT5G03965.1	264	267	279	204
transcript:AT5G04175.1	227	161	16	36
transcript:AT5G28262.1	14	25	17	33
transcript:AT5G28824.1	0	2	0	0
transcript:AT5G33399.1	0	4	4	5
transcript:AT5G33439.1	0	0	0	0
transcript:AT5G34871.1	8	2	5	7
transcript:AT5G05295.1	2	0	2	7
transcript:AT5G37485.1	0	1	9	22
transcript:AT5G38005.1	13	12	29	25
transcript:AT5G05785.1	3	0	0	0
transcript:AT5G05865.1	52	32	0	1
transcript:AT5G40275.1	0	2	0	0
transcript:AT5G40316.1	0	2	0	4
transcript:AT5G06095.1	0	0	0	0
transcript:AT5G43403.1	139	126	95	112
transcript:AT5G43725.1	0	0	0	0
transcript:AT5G43725.2	120	141	166	168
transcript:AT5G44569.1	49	43	22	50
transcript:AT5G45475.1	422	447	318	315
transcript:AT5G06955.1	6	1	0	0
transcript:AT5G48412.1	671	537	765	827
transcript:AT5G49615.1	0	0	0	0
transcript:AT5G50190.1	0	2	0	0
transcript:AT5G08125.1	0	0	0	0
transcript:AT5G08575.1	0	0	0	0
transcript:AT5G08615.1	74	87	22	47
transcript:AT5G57735.1	4	0	1	2
transcript:AT5G08875.1	27	27	13	19
transcript:AT5G09865.1	19	12	13	0
